province,year,week,diurnal_temp_range,consecutive_dry_weeks,consecutive_wet_weeks,extreme_rainfall_binary,cooling_degree_days,rainy_season_phase,school_calendar_active
25 Santiago,2022,30,12.100000000000001,0,0,0,7.609999999999999,1,0
25 Santiago,2022,31,12.5,0,0,0,8.27,1,0
25 Santiago,2022,32,12.399999999999999,1,0,0,8.469999999999999,1,0
25 Santiago,2022,33,13.100000000000001,0,0,0,8.09,1,0
25 Santiago,2022,34,11.5,0,0,0,7.690000000000001,1,0
25 Santiago,2022,35,12.700000000000003,0,0,0,7.899999999999999,1,1
25 Santiago,2022,36,14.099999999999998,0,0,0,8.57,1,1
25 Santiago,2022,37,11.600000000000001,0,0,0,8.46,1,1
25 Santiago,2022,38,11.400000000000002,0,1,1,6.870000000000001,1,1
25 Santiago,2022,39,10.099999999999998,0,0,0,6.73,1,1
25 Santiago,2022,40,11.100000000000001,0,0,0,7.07,1,1
25 Santiago,2022,41,10.600000000000001,1,0,0,7.41,1,1
25 Santiago,2022,42,11.5,0,0,0,7.600000000000001,1,1
25 Santiago,2022,43,11.100000000000001,0,0,0,5.969999999999999,1,1
25 Santiago,2022,44,11.8,0,0,0,5.969999999999999,1,1
25 Santiago,2022,45,11.400000000000002,0,0,0,6.41,1,1
25 Santiago,2022,46,10.0,1,0,0,6.199999999999999,1,1
25 Santiago,2022,47,10.400000000000002,2,0,0,6.23,1,1
25 Santiago,2022,48,11.600000000000001,0,0,0,5.16,0,1
25 Santiago,2022,49,11.100000000000001,1,0,0,3.84,0,1
25 Santiago,2022,50,12.700000000000003,2,0,0,4.199999999999999,0,1
25 Santiago,2022,51,11.8,3,0,0,5.34,0,1
25 Santiago,2022,52,11.3,4,0,0,5.300000000000001,0,0
25 Santiago,2023,1,10.3,0,0,0,3.870000000000001,0,0
25 Santiago,2023,2,12.5,0,0,0,3.7699999999999996,0,0
25 Santiago,2023,3,13.4,1,0,0,2.9299999999999997,0,0
25 Santiago,2023,4,11.399999999999999,2,0,0,4.140000000000001,0,0
25 Santiago,2023,5,10.600000000000001,3,0,0,4.170000000000002,0,1
25 Santiago,2023,6,10.8,4,0,0,4.210000000000001,0,1
25 Santiago,2023,7,12.899999999999999,5,0,0,4.469999999999999,0,1
25 Santiago,2023,8,12.8,6,0,0,4.510000000000002,0,1
25 Santiago,2023,9,16.1,7,0,0,4.859999999999999,0,1
25 Santiago,2023,10,14.700000000000003,8,0,0,5.41,0,1
25 Santiago,2023,11,15.600000000000001,0,0,0,5.0,0,1
25 Santiago,2023,12,13.5,1,0,0,5.899999999999999,0,1
25 Santiago,2023,13,13.7,2,0,0,6.789999999999999,0,1
25 Santiago,2023,14,15.600000000000001,0,0,0,5.140000000000001,0,1
25 Santiago,2023,15,12.600000000000001,0,0,0,6.390000000000001,0,1
25 Santiago,2023,16,15.199999999999996,0,0,0,6.690000000000001,0,1
25 Santiago,2023,17,14.2,0,0,0,7.370000000000001,0,1
25 Santiago,2023,18,14.600000000000001,0,0,0,8.940000000000001,1,1
25 Santiago,2023,19,14.300000000000004,0,0,0,8.46,1,1
25 Santiago,2023,20,12.000000000000004,0,1,1,6.600000000000001,1,1
25 Santiago,2023,21,12.799999999999997,0,0,0,7.129999999999999,1,1
25 Santiago,2023,22,11.600000000000001,1,0,0,8.5,1,1
25 Santiago,2023,23,12.899999999999999,2,0,0,9.93,1,1
25 Santiago,2023,24,13.0,3,0,0,10.010000000000002,1,1
25 Santiago,2023,25,12.900000000000002,4,0,0,10.059999999999999,1,1
25 Santiago,2023,26,13.3,0,0,0,9.54,1,1
25 Santiago,2023,27,11.200000000000003,1,0,0,9.399999999999999,1,0
25 Santiago,2023,28,12.5,2,0,0,10.39,1,0
25 Santiago,2023,29,13.599999999999998,3,0,0,9.989999999999998,1,0
25 Santiago,2023,30,11.899999999999999,0,0,0,9.399999999999999,1,0
25 Santiago,2023,31,13.599999999999998,0,0,0,9.670000000000002,1,0
25 Santiago,2023,32,12.799999999999997,0,0,0,9.440000000000001,1,0
25 Santiago,2023,33,13.700000000000003,1,0,0,9.57,1,0
25 Santiago,2023,34,11.0,0,0,1,7.510000000000002,1,0
25 Santiago,2023,35,11.799999999999997,1,0,0,9.34,1,1
25 Santiago,2023,36,11.100000000000001,0,0,0,8.61,1,1
25 Santiago,2023,37,13.399999999999999,0,0,0,8.86,1,1
25 Santiago,2023,38,12.0,0,0,0,8.54,1,1
25 Santiago,2023,39,12.399999999999999,0,0,0,9.41,1,1
25 Santiago,2023,40,11.600000000000001,0,0,0,8.59,1,1
25 Santiago,2023,41,13.099999999999998,1,0,0,10.030000000000001,1,1
25 Santiago,2023,42,13.3,0,0,0,8.86,1,1
25 Santiago,2023,43,12.100000000000001,0,0,0,6.829999999999998,1,1
25 Santiago,2023,44,11.200000000000003,0,0,0,7.59,1,1
25 Santiago,2023,45,12.5,0,0,0,7.039999999999999,1,1
25 Santiago,2023,46,10.0,0,0,0,7.100000000000001,1,1
25 Santiago,2023,47,12.399999999999999,1,0,0,6.699999999999999,1,1
25 Santiago,2023,48,11.5,2,0,0,6.870000000000001,1,1
25 Santiago,2023,49,12.099999999999998,0,0,0,6.530000000000001,1,1
25 Santiago,2023,50,11.8,0,0,0,5.0,1,1
25 Santiago,2023,51,10.3,0,0,1,4.16,1,1
25 Santiago,2023,52,12.100000000000001,1,0,0,4.66,1,0
26 Santiago Rodríguez,2015,1,12.3,1,0,0,6.300000000000001,0,0
26 Santiago Rodríguez,2015,2,12.899999999999999,2,0,0,5.690000000000001,0,0
26 Santiago Rodríguez,2015,3,12.399999999999999,0,0,0,6.289999999999999,0,0
26 Santiago Rodríguez,2015,4,14.3,1,0,0,5.760000000000002,0,0
26 Santiago Rodríguez,2015,5,12.600000000000001,0,1,1,4.170000000000002,0,1
26 Santiago Rodríguez,2015,6,12.899999999999999,0,0,0,5.039999999999999,0,1
26 Santiago Rodríguez,2015,7,12.8,0,0,0,4.629999999999999,0,1
26 Santiago Rodríguez,2015,8,13.5,0,0,0,4.690000000000001,0,1
26 Santiago Rodríguez,2015,9,13.7,1,0,0,5.399999999999999,0,1
26 Santiago Rodríguez,2015,10,12.600000000000001,2,0,0,5.41,0,1
26 Santiago Rodríguez,2015,11,13.7,3,0,0,6.030000000000001,0,1
26 Santiago Rodríguez,2015,12,13.3,4,0,0,6.43,0,1
26 Santiago Rodríguez,2015,13,12.699999999999996,0,0,0,7.629999999999999,0,1
26 Santiago Rodríguez,2015,14,13.600000000000001,0,0,0,6.199999999999999,0,1
26 Santiago Rodríguez,2015,15,14.600000000000001,1,0,0,7.859999999999999,0,1
26 Santiago Rodríguez,2015,16,14.200000000000003,2,0,0,8.59,0,1
26 Santiago Rodríguez,2015,17,14.400000000000002,3,0,0,9.7,0,1
26 Santiago Rodríguez,2015,18,17.5,4,0,0,10.690000000000001,1,1
26 Santiago Rodríguez,2015,19,16.099999999999998,5,0,0,10.36,1,1
26 Santiago Rodríguez,2015,20,15.100000000000001,6,0,0,9.46,1,1
26 Santiago Rodríguez,2015,21,13.2,0,0,0,9.600000000000001,1,1
26 Santiago Rodríguez,2015,22,13.399999999999999,0,0,0,8.34,1,1
26 Santiago Rodríguez,2015,23,13.2,0,0,0,9.670000000000002,1,1
26 Santiago Rodríguez,2015,24,14.5,0,0,0,10.010000000000002,1,1
26 Santiago Rodríguez,2015,25,15.0,0,0,0,10.600000000000001,1,1
26 Santiago Rodríguez,2015,26,16.6,0,0,0,11.239999999999998,1,1
26 Santiago Rodríguez,2015,27,15.2,1,0,0,11.469999999999999,1,0
26 Santiago Rodríguez,2015,28,14.099999999999998,0,0,0,10.46,1,0
26 Santiago Rodríguez,2015,29,15.099999999999998,1,0,0,10.989999999999998,1,0
26 Santiago Rodríguez,2015,30,16.400000000000002,2,0,0,12.170000000000002,1,0
26 Santiago Rodríguez,2015,31,16.6,3,0,0,11.8,1,0
26 Santiago Rodríguez,2015,32,14.900000000000002,4,0,0,11.41,1,0
26 Santiago Rodríguez,2015,33,13.8,5,0,0,11.64,1,0
26 Santiago Rodríguez,2015,34,13.8,6,0,0,11.86,1,0
26 Santiago Rodríguez,2015,35,15.299999999999997,0,0,0,11.059999999999999,1,1
26 Santiago Rodríguez,2015,36,14.400000000000002,0,0,0,10.489999999999998,1,1
26 Santiago Rodríguez,2015,37,15.000000000000004,1,0,0,11.469999999999999,1,1
26 Santiago Rodríguez,2015,38,13.100000000000001,0,0,0,10.530000000000001,1,1
26 Santiago Rodríguez,2015,39,13.399999999999999,0,0,0,10.239999999999998,1,1
26 Santiago Rodríguez,2015,40,15.2,1,0,0,10.440000000000001,1,1
26 Santiago Rodríguez,2015,41,14.799999999999997,0,0,0,11.0,1,1
26 Santiago Rodríguez,2015,42,15.0,1,0,0,11.370000000000001,1,1
26 Santiago Rodríguez,2015,43,13.900000000000002,0,0,0,7.629999999999999,1,1
26 Santiago Rodríguez,2015,44,13.099999999999998,0,0,0,7.800000000000001,1,1
26 Santiago Rodríguez,2015,45,12.5,1,0,0,8.829999999999998,1,1
26 Santiago Rodríguez,2015,46,14.300000000000004,2,0,0,9.27,1,1
26 Santiago Rodríguez,2015,47,15.800000000000004,3,0,0,7.899999999999999,1,1
26 Santiago Rodríguez,2015,48,14.0,0,0,0,6.059999999999999,0,1
26 Santiago Rodríguez,2015,49,13.399999999999999,1,0,0,7.559999999999999,0,1
26 Santiago Rodríguez,2015,50,14.000000000000004,2,0,0,7.559999999999999,0,1
26 Santiago Rodríguez,2015,51,13.600000000000001,3,0,0,7.57,0,1
26 Santiago Rodríguez,2015,52,11.900000000000002,4,0,0,7.329999999999998,0,0
26 Santiago Rodríguez,2016,1,14.599999999999998,5,0,0,6.57,0,0
26 Santiago Rodríguez,2016,2,17.4,6,0,0,6.530000000000001,0,0
26 Santiago Rodríguez,2016,3,15.800000000000004,0,0,0,6.34,0,0
26 Santiago Rodríguez,2016,4,13.0,1,0,0,5.960000000000001,0,0
26 Santiago Rodríguez,2016,5,17.4,2,0,0,5.670000000000002,0,1
26 Santiago Rodríguez,2016,6,12.7,0,0,0,6.030000000000001,0,1
26 Santiago Rodríguez,2016,7,13.3,0,0,0,5.890000000000001,0,1
26 Santiago Rodríguez,2016,8,15.5,1,0,0,6.399999999999999,0,1
26 Santiago Rodríguez,2016,9,13.0,0,0,0,6.969999999999999,0,1
26 Santiago Rodríguez,2016,10,14.0,1,0,0,5.309999999999999,0,1
26 Santiago Rodríguez,2016,11,16.1,2,0,0,7.989999999999998,0,1
26 Santiago Rodríguez,2016,12,16.1,3,0,0,9.399999999999999,0,1
26 Santiago Rodríguez,2016,13,14.600000000000001,4,0,0,9.629999999999999,0,1
26 Santiago Rodríguez,2016,14,14.5,0,0,0,8.71,0,1
26 Santiago Rodríguez,2016,15,13.899999999999999,1,0,0,8.0,0,1
26 Santiago Rodríguez,2016,16,11.899999999999999,0,0,0,6.989999999999998,0,1
26 Santiago Rodríguez,2016,17,11.0,0,0,0,6.690000000000001,0,1
26 Santiago Rodríguez,2016,18,13.099999999999998,0,0,1,7.170000000000002,1,1
26 Santiago Rodríguez,2016,19,11.599999999999998,0,0,0,7.559999999999999,1,1
26 Santiago Rodríguez,2016,20,12.7,1,0,0,9.61,1,1
26 Santiago Rodríguez,2016,21,12.900000000000002,0,0,0,7.899999999999999,1,1
26 Santiago Rodríguez,2016,22,11.599999999999998,0,1,1,8.190000000000001,1,1
26 Santiago Rodríguez,2016,23,12.5,0,0,0,9.309999999999999,1,1
26 Santiago Rodríguez,2016,24,13.8,0,0,0,9.34,1,1
26 Santiago Rodríguez,2016,25,12.3,0,0,0,9.23,1,1
26 Santiago Rodríguez,2016,26,14.0,1,0,0,10.059999999999999,1,1
26 Santiago Rodríguez,2016,27,14.5,2,0,0,10.89,1,0
26 Santiago Rodríguez,2016,28,14.8,0,0,0,10.600000000000001,1,0
26 Santiago Rodríguez,2016,29,15.8,1,0,0,10.93,1,0
26 Santiago Rodríguez,2016,30,14.5,0,0,0,10.57,1,0
26 Santiago Rodríguez,2016,31,14.3,0,0,0,10.829999999999998,1,0
26 Santiago Rodríguez,2016,32,14.599999999999998,1,0,0,11.14,1,0
26 Santiago Rodríguez,2016,33,17.5,2,0,0,11.59,1,0
26 Santiago Rodríguez,2016,34,12.699999999999996,0,1,1,9.09,1,0
26 Santiago Rodríguez,2016,35,13.5,0,0,0,9.3,1,1
26 Santiago Rodríguez,2016,36,13.700000000000003,0,0,0,9.64,1,1
26 Santiago Rodríguez,2016,37,15.300000000000004,1,0,0,10.04,1,1
26 Santiago Rodríguez,2016,38,13.400000000000002,0,0,0,9.690000000000001,1,1
26 Santiago Rodríguez,2016,39,14.0,1,0,0,10.2,1,1
26 Santiago Rodríguez,2016,40,12.400000000000002,0,0,0,8.93,1,1
26 Santiago Rodríguez,2016,41,11.299999999999997,0,0,0,8.61,1,1
26 Santiago Rodríguez,2016,42,8.8,0,1,1,6.809999999999999,1,1
26 Santiago Rodríguez,2016,43,8.899999999999999,0,0,0,6.66,1,1
26 Santiago Rodríguez,2016,44,10.399999999999999,0,0,0,6.010000000000002,1,1
26 Santiago Rodríguez,2016,45,7.399999999999999,0,0,0,6.030000000000001,1,1
26 Santiago Rodríguez,2016,46,7.299999999999997,0,1,1,5.59,1,1
26 Santiago Rodríguez,2016,47,9.299999999999997,0,0,0,4.899999999999999,1,1
26 Santiago Rodríguez,2016,48,11.899999999999999,0,0,0,5.5,1,1
26 Santiago Rodríguez,2016,49,13.3,1,0,0,5.460000000000001,0,1
26 Santiago Rodríguez,2016,50,12.5,2,0,0,5.789999999999999,0,1
26 Santiago Rodríguez,2016,51,11.100000000000001,3,0,0,5.210000000000001,0,1
26 Santiago Rodríguez,2016,52,11.8,4,0,0,5.370000000000001,0,0
26 Santiago Rodríguez,2017,1,12.599999999999998,5,0,0,6.829999999999998,0,0
26 Santiago Rodríguez,2017,2,9.399999999999999,0,0,0,3.6000000000000014,0,0
26 Santiago Rodríguez,2017,3,13.9,1,0,0,4.210000000000001,0,0
26 Santiago Rodríguez,2017,4,15.3,2,0,0,5.530000000000001,0,0
26 Santiago Rodríguez,2017,5,12.600000000000001,3,0,0,7.23,0,1
26 Santiago Rodríguez,2017,6,13.7,4,0,0,7.030000000000001,0,1
26 Santiago Rodríguez,2017,7,12.7,0,0,0,6.5,0,1
26 Santiago Rodríguez,2017,8,15.700000000000003,1,0,0,6.93,0,1
26 Santiago Rodríguez,2017,9,14.100000000000001,2,0,0,7.690000000000001,0,1
26 Santiago Rodríguez,2017,10,13.400000000000002,0,0,0,5.940000000000001,0,1
26 Santiago Rodríguez,2017,11,13.700000000000003,0,0,0,8.010000000000002,0,1
26 Santiago Rodríguez,2017,12,10.899999999999999,0,1,1,4.829999999999998,0,1
26 Santiago Rodríguez,2017,13,12.0,0,0,0,5.940000000000001,0,1
26 Santiago Rodríguez,2017,14,12.400000000000002,0,0,0,7.91,0,1
26 Santiago Rodríguez,2017,15,11.399999999999999,0,0,0,5.73,0,1
26 Santiago Rodríguez,2017,16,10.3,0,0,0,6.690000000000001,0,1
26 Santiago Rodríguez,2017,17,10.0,0,0,0,6.789999999999999,0,1
26 Santiago Rodríguez,2017,18,11.599999999999998,0,1,1,6.73,0,1
26 Santiago Rodríguez,2017,19,13.2,0,0,0,6.699999999999999,0,1
26 Santiago Rodríguez,2017,20,9.8,0,0,0,7.960000000000001,0,1
26 Santiago Rodríguez,2017,21,14.5,1,0,0,9.690000000000001,0,1
26 Santiago Rodríguez,2017,22,13.100000000000001,0,0,0,9.670000000000002,1,1
26 Santiago Rodríguez,2017,23,13.400000000000002,0,0,0,11.059999999999999,1,1
26 Santiago Rodríguez,2017,24,14.599999999999998,0,0,0,10.04,1,1
26 Santiago Rodríguez,2017,25,12.5,1,0,0,10.21,1,1
26 Santiago Rodríguez,2017,26,13.500000000000004,0,0,0,10.73,1,1
26 Santiago Rodríguez,2017,27,12.899999999999999,1,0,0,10.870000000000001,1,0
26 Santiago Rodríguez,2017,28,12.500000000000004,0,0,0,9.309999999999999,1,0
26 Santiago Rodríguez,2017,29,13.300000000000004,1,0,0,10.760000000000002,1,0
26 Santiago Rodríguez,2017,30,13.0,0,0,0,11.11,1,0
26 Santiago Rodríguez,2017,31,13.599999999999998,1,0,0,11.66,1,0
26 Santiago Rodríguez,2017,32,12.8,0,0,0,10.399999999999999,1,0
26 Santiago Rodríguez,2017,33,13.400000000000002,0,0,0,10.7,1,0
26 Santiago Rodríguez,2017,34,13.400000000000002,0,0,0,11.09,1,0
26 Santiago Rodríguez,2017,35,14.399999999999999,1,0,0,11.489999999999998,1,1
26 Santiago Rodríguez,2017,36,14.0,0,1,1,9.54,1,1
26 Santiago Rodríguez,2017,37,9.300000000000004,0,2,1,8.629999999999999,1,1
26 Santiago Rodríguez,2017,38,10.7,0,3,1,8.39,1,1
26 Santiago Rodríguez,2017,39,10.2,0,0,0,8.43,1,1
26 Santiago Rodríguez,2017,40,10.300000000000004,0,0,0,8.39,1,1
26 Santiago Rodríguez,2017,41,12.799999999999997,0,0,0,7.870000000000001,1,1
26 Santiago Rodríguez,2017,42,10.799999999999997,0,0,0,8.690000000000001,1,1
26 Santiago Rodríguez,2017,43,13.699999999999996,1,0,0,9.059999999999999,1,1
26 Santiago Rodríguez,2017,44,12.0,0,0,0,8.370000000000001,1,1
26 Santiago Rodríguez,2017,45,11.7,0,0,1,7.030000000000001,1,1
26 Santiago Rodríguez,2017,46,9.600000000000001,0,0,0,6.309999999999999,1,1
26 Santiago Rodríguez,2017,47,11.3,0,0,0,6.710000000000001,1,1
26 Santiago Rodríguez,2017,48,12.099999999999998,0,0,0,6.309999999999999,1,1
26 Santiago Rodríguez,2017,49,12.600000000000001,1,0,0,6.940000000000001,1,1
26 Santiago Rodríguez,2017,50,14.599999999999998,2,0,0,7.140000000000001,1,1
26 Santiago Rodríguez,2017,51,10.399999999999999,3,0,0,7.09,1,1
26 Santiago Rodríguez,2017,52,14.600000000000001,4,0,0,7.239999999999998,1,0
26 Santiago Rodríguez,2018,1,12.600000000000001,0,0,1,6.129999999999999,1,0
26 Santiago Rodríguez,2018,2,10.099999999999998,1,0,0,6.199999999999999,1,0
26 Santiago Rodríguez,2018,3,10.200000000000003,2,0,0,6.210000000000001,1,0
26 Santiago Rodríguez,2018,4,10.5,0,0,0,6.109999999999999,1,0
26 Santiago Rodríguez,2018,5,12.8,1,0,0,6.370000000000001,1,1
26 Santiago Rodríguez,2018,6,13.700000000000003,2,0,0,6.73,1,1
26 Santiago Rodríguez,2018,7,11.100000000000001,3,0,0,6.140000000000001,1,1
26 Santiago Rodríguez,2018,8,11.100000000000001,4,0,0,6.059999999999999,1,1
26 Santiago Rodríguez,2018,9,15.299999999999997,5,0,0,5.760000000000002,0,1
26 Santiago Rodríguez,2018,10,17.1,0,0,0,6.66,0,1
26 Santiago Rodríguez,2018,11,16.5,0,0,0,7.800000000000001,0,1
26 Santiago Rodríguez,2018,12,14.600000000000001,0,0,0,7.190000000000001,0,1
26 Santiago Rodríguez,2018,13,13.300000000000004,1,0,0,5.890000000000001,0,1
26 Santiago Rodríguez,2018,14,13.5,0,0,0,6.93,0,1
26 Santiago Rodríguez,2018,15,12.700000000000003,1,0,0,7.91,0,1
26 Santiago Rodríguez,2018,16,13.700000000000003,0,0,0,8.84,0,1
26 Santiago Rodríguez,2018,17,13.200000000000003,0,0,0,8.8,0,1
26 Santiago Rodríguez,2018,18,13.3,0,0,0,7.960000000000001,0,1
26 Santiago Rodríguez,2018,19,12.199999999999996,0,0,0,8.510000000000002,0,1
26 Santiago Rodríguez,2018,20,10.999999999999996,1,0,0,8.899999999999999,0,1
26 Santiago Rodríguez,2018,21,14.100000000000001,0,0,0,9.969999999999999,0,1
26 Santiago Rodríguez,2018,22,14.300000000000004,1,0,0,10.670000000000002,0,1
26 Santiago Rodríguez,2018,23,14.299999999999997,2,0,0,11.809999999999999,0,1
26 Santiago Rodríguez,2018,24,14.700000000000003,0,0,0,10.86,0,1
26 Santiago Rodríguez,2018,25,13.8,0,0,0,9.89,0,1
26 Santiago Rodríguez,2018,26,15.399999999999999,1,0,0,11.16,0,1
26 Santiago Rodríguez,2018,27,14.5,2,0,0,11.600000000000001,1,0
26 Santiago Rodríguez,2018,28,15.900000000000002,3,0,0,11.61,1,0
26 Santiago Rodríguez,2018,29,13.5,4,0,0,11.739999999999998,1,0
26 Santiago Rodríguez,2018,30,14.3,0,0,0,11.600000000000001,1,0
26 Santiago Rodríguez,2018,31,14.300000000000004,1,0,0,11.21,1,0
26 Santiago Rodríguez,2018,32,15.899999999999999,2,0,0,11.309999999999999,1,0
26 Santiago Rodríguez,2018,33,14.0,3,0,0,10.96,1,0
26 Santiago Rodríguez,2018,34,14.200000000000003,4,0,0,11.39,1,0
26 Santiago Rodríguez,2018,35,13.899999999999999,0,0,0,10.010000000000002,1,1
26 Santiago Rodríguez,2018,36,14.0,0,0,0,10.370000000000001,1,1
26 Santiago Rodríguez,2018,37,13.299999999999997,0,0,0,10.57,1,1
26 Santiago Rodríguez,2018,38,13.799999999999997,1,0,0,10.2,1,1
26 Santiago Rodríguez,2018,39,13.999999999999996,0,0,0,10.11,1,1
26 Santiago Rodríguez,2018,40,14.3,0,0,0,7.600000000000001,1,1
26 Santiago Rodríguez,2018,41,11.3,0,0,0,7.629999999999999,1,1
26 Santiago Rodríguez,2018,42,11.599999999999998,0,0,0,8.370000000000001,1,1
26 Santiago Rodríguez,2018,43,14.799999999999997,1,0,0,9.670000000000002,1,1
26 Santiago Rodríguez,2018,44,13.700000000000003,0,0,0,8.43,1,1
26 Santiago Rodríguez,2018,45,15.999999999999996,0,0,0,8.64,1,1
26 Santiago Rodríguez,2018,46,12.500000000000004,0,0,0,8.940000000000001,1,1
26 Santiago Rodríguez,2018,47,14.399999999999999,1,0,0,9.030000000000001,1,1
26 Santiago Rodríguez,2018,48,13.5,2,0,0,8.04,1,1
26 Santiago Rodríguez,2018,49,15.099999999999998,3,0,0,8.239999999999998,0,1
26 Santiago Rodríguez,2018,50,14.2,4,0,0,7.989999999999998,0,1
26 Santiago Rodríguez,2018,51,17.700000000000003,5,0,0,7.699999999999999,0,1
26 Santiago Rodríguez,2018,52,12.2,6,0,0,7.370000000000001,0,0
26 Santiago Rodríguez,2019,1,13.399999999999999,7,0,0,7.739999999999998,0,0
26 Santiago Rodríguez,2019,2,13.600000000000001,0,0,0,6.41,0,0
26 Santiago Rodríguez,2019,3,15.0,1,0,0,6.739999999999998,0,0
26 Santiago Rodríguez,2019,4,14.0,2,0,0,7.510000000000002,0,0
26 Santiago Rodríguez,2019,5,13.8,3,0,0,8.04,0,1
26 Santiago Rodríguez,2019,6,13.8,4,0,0,6.640000000000001,0,1
26 Santiago Rodríguez,2019,7,14.300000000000004,5,0,0,7.440000000000001,0,1
26 Santiago Rodríguez,2019,8,13.2,6,0,0,8.29,0,1
26 Santiago Rodríguez,2019,9,15.299999999999997,7,0,0,8.440000000000001,0,1
26 Santiago Rodríguez,2019,10,14.600000000000001,8,0,0,8.7,0,1
26 Santiago Rodríguez,2019,11,14.799999999999997,9,0,0,7.809999999999999,0,1
26 Santiago Rodríguez,2019,12,15.0,0,0,0,8.34,0,1
26 Santiago Rodríguez,2019,13,12.5,0,0,0,6.34,0,1
26 Santiago Rodríguez,2019,14,12.799999999999997,1,0,0,7.91,0,1
26 Santiago Rodríguez,2019,15,13.600000000000001,2,0,0,9.329999999999998,0,1
26 Santiago Rodríguez,2019,16,15.099999999999998,3,0,0,9.940000000000001,0,1
26 Santiago Rodríguez,2019,17,16.499999999999996,0,0,0,8.739999999999998,0,1
26 Santiago Rodríguez,2019,18,15.5,0,0,0,9.34,0,1
26 Santiago Rodríguez,2019,19,14.399999999999999,1,0,0,10.559999999999999,0,1
26 Santiago Rodríguez,2019,20,13.899999999999999,0,0,0,9.870000000000001,1,1
26 Santiago Rodríguez,2019,21,11.5,0,0,0,7.800000000000001,1,1
26 Santiago Rodríguez,2019,22,13.0,0,0,1,7.460000000000001,1,1
26 Santiago Rodríguez,2019,23,11.799999999999997,0,0,0,8.29,1,1
26 Santiago Rodríguez,2019,24,11.8,0,0,0,9.329999999999998,1,1
26 Santiago Rodríguez,2019,25,17.1,1,0,0,12.100000000000001,1,1
26 Santiago Rodríguez,2019,26,15.400000000000002,2,0,0,11.57,1,1
26 Santiago Rodríguez,2019,27,17.2,0,0,0,11.030000000000001,1,0
26 Santiago Rodríguez,2019,28,13.7,1,0,0,11.43,1,0
26 Santiago Rodríguez,2019,29,15.0,2,0,0,11.66,1,0
26 Santiago Rodríguez,2019,30,14.799999999999997,3,0,0,12.030000000000001,1,0
26 Santiago Rodríguez,2019,31,13.600000000000001,0,0,0,10.559999999999999,1,0
26 Santiago Rodríguez,2019,32,13.700000000000003,0,0,0,11.54,1,0
26 Santiago Rodríguez,2019,33,15.000000000000004,1,0,0,12.04,1,0
26 Santiago Rodríguez,2019,34,14.799999999999997,0,0,0,11.260000000000002,1,0
26 Santiago Rodríguez,2019,35,15.399999999999999,0,0,0,11.489999999999998,1,1
26 Santiago Rodríguez,2019,36,15.800000000000004,0,0,0,11.46,1,1
26 Santiago Rodríguez,2019,37,14.799999999999997,0,0,0,10.170000000000002,1,1
26 Santiago Rodríguez,2019,38,14.199999999999996,0,1,1,9.129999999999999,1,1
26 Santiago Rodríguez,2019,39,8.5,0,2,1,8.04,1,1
26 Santiago Rodríguez,2019,40,11.7,0,3,1,7.710000000000001,1,1
26 Santiago Rodríguez,2019,41,11.699999999999996,1,0,0,8.79,1,1
26 Santiago Rodríguez,2019,42,14.399999999999999,0,0,0,8.93,1,1
26 Santiago Rodríguez,2019,43,13.5,0,0,0,8.829999999999998,1,1
26 Santiago Rodríguez,2019,44,13.299999999999997,1,0,0,9.21,1,1
26 Santiago Rodríguez,2019,45,12.8,0,0,0,9.29,1,1
26 Santiago Rodríguez,2019,46,12.500000000000004,0,0,0,8.030000000000001,1,1
26 Santiago Rodríguez,2019,47,14.700000000000003,0,0,0,6.489999999999998,1,1
26 Santiago Rodríguez,2019,48,15.399999999999999,0,0,0,6.760000000000002,1,1
26 Santiago Rodríguez,2019,49,13.2,0,0,0,6.73,0,1
26 Santiago Rodríguez,2019,50,11.3,1,0,0,7.129999999999999,0,1
26 Santiago Rodríguez,2019,51,13.299999999999997,2,0,0,7.699999999999999,0,1
26 Santiago Rodríguez,2019,52,15.199999999999996,3,0,0,7.539999999999999,0,0
26 Santiago Rodríguez,2020,1,12.799999999999997,4,0,0,7.809999999999999,0,0
26 Santiago Rodríguez,2020,2,14.100000000000001,5,0,0,7.09,0,0
26 Santiago Rodríguez,2020,3,11.3,6,0,0,5.870000000000001,0,0
26 Santiago Rodríguez,2020,4,13.399999999999999,0,0,0,5.859999999999999,0,0
26 Santiago Rodríguez,2020,5,14.100000000000001,1,0,0,7.170000000000002,0,1
26 Santiago Rodríguez,2020,6,14.600000000000001,0,0,0,6.940000000000001,0,1
26 Santiago Rodríguez,2020,7,13.200000000000003,1,0,0,7.370000000000001,0,1
26 Santiago Rodríguez,2020,8,12.700000000000003,0,0,0,7.5,0,1
26 Santiago Rodríguez,2020,9,14.8,0,0,0,6.640000000000001,0,1
26 Santiago Rodríguez,2020,10,11.2,0,0,0,6.100000000000001,0,1
26 Santiago Rodríguez,2020,11,12.100000000000001,0,0,0,4.699999999999999,0,1
26 Santiago Rodríguez,2020,12,12.3,1,0,0,5.789999999999999,0,1
26 Santiago Rodríguez,2020,13,14.900000000000002,2,0,0,7.43,0,1
26 Santiago Rodríguez,2020,14,15.5,0,0,0,8.030000000000001,0,1
26 Santiago Rodríguez,2020,15,16.5,1,0,0,9.73,0,1
26 Santiago Rodríguez,2020,16,14.100000000000001,2,0,0,10.629999999999999,0,1
