province,year,week,avg_temp,max_temp,min_temp
09 Espaillat,2021,40,26.59,31.0,23.0
09 Espaillat,2021,41,26.13,31.2,23.5
09 Espaillat,2021,42,26.33,31.3,23.5
09 Espaillat,2021,43,26.93,32.7,23.0
09 Espaillat,2021,44,26.46,32.0,22.9
09 Espaillat,2021,45,26.13,30.9,22.5
09 Espaillat,2021,46,26.09,30.1,22.6
09 Espaillat,2021,47,24.69,31.5,21.0
09 Espaillat,2021,48,25.0,30.9,21.8
09 Espaillat,2021,49,24.51,28.9,21.1
09 Espaillat,2021,50,23.76,28.2,20.6
09 Espaillat,2021,51,24.3,30.5,21.3
09 Espaillat,2021,52,24.33,28.5,20.7
09 Espaillat,2022,1,24.07,29.0,20.8
09 Espaillat,2022,2,23.5,29.9,20.0
09 Espaillat,2022,3,24.43,30.0,20.3
09 Espaillat,2022,4,24.26,30.0,20.6
09 Espaillat,2022,5,22.0,25.9,19.1
09 Espaillat,2022,6,23.94,28.5,20.7
09 Espaillat,2022,7,23.86,28.1,20.7
09 Espaillat,2022,8,23.11,27.2,19.9
09 Espaillat,2022,9,23.56,30.3,20.0
09 Espaillat,2022,10,24.07,28.5,20.5
09 Espaillat,2022,11,24.63,28.9,21.5
09 Espaillat,2022,12,24.66,31.0,21.0
09 Espaillat,2022,13,23.64,30.5,20.2
09 Espaillat,2022,14,25.36,30.5,21.4
09 Espaillat,2022,15,24.3,28.5,21.4
09 Espaillat,2022,16,24.21,30.5,21.1
09 Espaillat,2022,17,23.84,28.5,20.2
09 Espaillat,2022,18,25.61,32.3,21.2
09 Espaillat,2022,19,26.39,33.2,21.5
09 Espaillat,2022,20,27.09,33.0,23.2
09 Espaillat,2022,21,25.27,29.8,21.9
09 Espaillat,2022,22,27.64,34.4,23.8
09 Espaillat,2022,23,27.5,33.4,23.6
09 Espaillat,2022,24,26.99,34.5,22.1
09 Espaillat,2022,25,27.1,32.2,21.9
09 Espaillat,2022,26,26.8,31.5,23.3
09 Espaillat,2022,27,26.54,31.5,22.7
09 Espaillat,2022,28,27.09,31.9,23.9
09 Espaillat,2022,29,26.47,31.0,22.9
09 Espaillat,2022,30,26.27,31.0,22.3
09 Espaillat,2022,31,26.7,31.0,23.4
09 Espaillat,2022,32,26.9,31.8,23.5
09 Espaillat,2022,33,26.74,32.5,23.2
09 Espaillat,2022,34,26.8,32.2,23.4
09 Espaillat,2022,35,26.53,31.1,23.0
09 Espaillat,2022,36,26.99,31.9,23.1
09 Espaillat,2022,37,26.86,31.9,23.5
09 Espaillat,2022,38,26.41,33.2,22.8
09 Espaillat,2022,39,26.5,31.7,22.8
09 Espaillat,2022,40,26.5,31.4,23.5
09 Espaillat,2022,41,26.53,31.5,23.3
09 Espaillat,2022,42,26.63,32.2,23.0
09 Espaillat,2022,43,25.24,31.2,21.9
09 Espaillat,2022,44,24.8,30.4,20.5
09 Espaillat,2022,45,25.59,30.1,21.9
09 Espaillat,2022,46,25.59,30.0,22.1
09 Espaillat,2022,47,25.33,29.0,22.5
09 Espaillat,2022,48,23.81,28.8,20.2
09 Espaillat,2022,49,22.84,27.2,19.3
09 Espaillat,2022,50,23.79,29.5,19.5
09 Espaillat,2022,51,24.7,30.1,21.2
09 Espaillat,2022,52,24.43,29.5,21.1
09 Espaillat,2023,1,23.3,28.0,19.6
09 Espaillat,2023,2,23.11,28.8,20.4
09 Espaillat,2023,3,22.93,27.9,18.4
09 Espaillat,2023,4,23.63,28.9,20.4
09 Espaillat,2023,5,23.64,27.8,20.9
09 Espaillat,2023,6,23.8,28.7,20.9
09 Espaillat,2023,7,23.6,30.4,18.5
09 Espaillat,2023,8,23.63,28.2,19.8
09 Espaillat,2023,9,23.7,30.5,18.5
09 Espaillat,2023,10,23.39,28.2,18.6
09 Espaillat,2023,11,23.83,31.2,19.4
09 Espaillat,2023,12,24.57,29.7,20.5
09 Espaillat,2023,13,24.79,30.8,20.8
09 Espaillat,2023,14,23.59,30.4,18.5
09 Espaillat,2023,15,24.93,30.8,21.0
09 Espaillat,2023,16,24.83,30.6,20.8
09 Espaillat,2023,17,25.49,32.1,19.9
09 Espaillat,2023,18,27.11,33.5,21.2
09 Espaillat,2023,19,26.94,33.4,22.9
09 Espaillat,2023,20,25.91,32.6,22.4
09 Espaillat,2023,21,26.91,33.0,22.4
09 Espaillat,2023,22,28.2,34.5,24.0
09 Espaillat,2023,23,29.19,34.8,24.8
09 Espaillat,2023,24,28.37,34.0,25.0
09 Espaillat,2023,25,28.13,33.6,24.4
09 Espaillat,2023,26,27.99,35.0,23.2
09 Espaillat,2023,27,28.27,33.0,24.2
09 Espaillat,2023,28,28.51,34.2,24.2
09 Espaillat,2023,29,28.14,34.6,23.9
09 Espaillat,2023,30,27.89,33.8,24.1
09 Espaillat,2023,31,28.41,34.4,24.2
09 Espaillat,2023,32,27.76,34.2,23.7
09 Espaillat,2023,33,28.2,33.4,24.3
09 Espaillat,2023,34,26.47,31.7,22.8
09 Espaillat,2023,35,28.61,34.7,23.9
09 Espaillat,2023,36,27.97,34.2,23.6
09 Espaillat,2023,37,27.5,33.7,23.8
09 Espaillat,2023,38,27.77,34.0,23.5
09 Espaillat,2023,39,27.8,32.8,23.9
09 Espaillat,2023,40,27.56,34.5,23.5
09 Espaillat,2023,41,28.9,35.4,24.6
09 Espaillat,2023,42,27.66,34.3,23.2
09 Espaillat,2023,43,25.44,30.8,21.7
09 Espaillat,2023,44,27.16,33.2,23.7
09 Espaillat,2023,45,26.14,32.1,22.6
09 Espaillat,2023,46,26.57,32.2,23.0
09 Espaillat,2023,47,25.21,29.6,21.8
09 Espaillat,2023,48,25.86,30.9,21.7
09 Espaillat,2023,49,25.13,31.6,21.6
09 Espaillat,2023,50,24.36,29.1,20.5
09 Espaillat,2023,51,23.46,30.1,19.8
09 Espaillat,2023,52,23.56,28.6,18.9
10 Independencia,2015,1,26.4,31.5,22.6
10 Independencia,2015,2,27.03,32.6,22.9
10 Independencia,2015,3,27.16,32.7,23.1
10 Independencia,2015,4,27.09,32.7,22.3
10 Independencia,2015,5,25.47,32.7,21.6
10 Independencia,2015,6,26.63,32.7,22.5
10 Independencia,2015,7,25.66,30.9,21.5
10 Independencia,2015,8,26.36,32.1,20.2
10 Independencia,2015,9,26.96,32.9,22.2
10 Independencia,2015,10,27.1,33.0,22.4
10 Independencia,2015,11,27.09,33.2,22.3
10 Independencia,2015,12,26.77,31.9,23.7
10 Independencia,2015,13,27.31,32.8,23.1
10 Independencia,2015,14,26.53,31.4,23.2
10 Independencia,2015,15,27.71,33.7,22.4
10 Independencia,2015,16,28.73,35.0,23.9
10 Independencia,2015,17,28.87,34.9,23.2
10 Independencia,2015,18,29.16,36.1,23.9
10 Independencia,2015,19,27.1,34.6,21.2
10 Independencia,2015,20,28.23,34.9,21.7
10 Independencia,2015,21,28.57,35.0,24.1
10 Independencia,2015,22,27.69,33.6,24.4
10 Independencia,2015,23,27.99,33.7,23.1
10 Independencia,2015,24,28.81,35.5,23.5
10 Independencia,2015,25,28.83,35.7,24.0
10 Independencia,2015,26,27.69,34.3,21.4
10 Independencia,2015,27,29.14,35.6,23.1
10 Independencia,2015,28,29.9,36.8,24.2
10 Independencia,2015,29,29.36,35.5,23.9
10 Independencia,2015,30,30.29,36.5,25.3
10 Independencia,2015,31,29.9,36.6,22.0
10 Independencia,2015,32,30.06,36.1,23.4
10 Independencia,2015,33,30.3,36.7,25.6
10 Independencia,2015,34,30.24,37.1,25.5
10 Independencia,2015,35,29.84,37.9,23.5
10 Independencia,2015,36,29.4,35.2,25.0
10 Independencia,2015,37,29.83,35.8,23.6
10 Independencia,2015,38,29.17,35.8,24.7
10 Independencia,2015,39,29.17,34.4,25.5
10 Independencia,2015,40,27.87,34.1,23.2
10 Independencia,2015,41,29.53,35.3,24.6
10 Independencia,2015,42,29.23,34.3,25.6
10 Independencia,2015,43,27.8,32.7,23.8
10 Independencia,2015,44,28.09,32.5,24.3
10 Independencia,2015,45,28.4,33.9,24.9
10 Independencia,2015,46,27.64,33.0,24.6
10 Independencia,2015,47,27.64,32.7,22.4
10 Independencia,2015,48,27.2,33.6,22.8
10 Independencia,2015,49,25.84,30.9,21.9
10 Independencia,2015,50,25.97,31.2,22.3
10 Independencia,2015,51,25.44,30.5,20.9
10 Independencia,2015,52,25.64,31.0,21.7
10 Independencia,2016,1,27.06,32.8,22.3
10 Independencia,2016,2,26.83,33.1,21.7
10 Independencia,2016,3,26.67,33.5,21.6
10 Independencia,2016,4,26.2,32.1,20.5
10 Independencia,2016,5,27.21,32.7,20.7
10 Independencia,2016,6,27.3,33.4,23.5
10 Independencia,2016,7,26.07,32.5,20.0
10 Independencia,2016,8,27.36,34.0,22.7
10 Independencia,2016,9,26.91,32.3,22.6
10 Independencia,2016,10,25.94,32.6,20.7
10 Independencia,2016,11,27.26,32.8,22.4
10 Independencia,2016,12,27.31,34.7,21.2
10 Independencia,2016,13,27.8,34.3,22.9
10 Independencia,2016,14,28.03,33.1,24.1
10 Independencia,2016,15,27.37,32.4,24.1
10 Independencia,2016,16,26.53,32.0,22.5
10 Independencia,2016,17,26.24,31.7,23.3
10 Independencia,2016,18,25.73,30.7,22.5
10 Independencia,2016,19,26.99,31.9,23.5
10 Independencia,2016,20,27.86,32.3,23.3
10 Independencia,2016,21,26.71,31.4,22.6
10 Independencia,2016,22,26.77,31.5,22.7
10 Independencia,2016,23,28.29,33.8,23.2
10 Independencia,2016,24,28.71,34.3,22.1
10 Independencia,2016,25,28.03,34.9,23.0
10 Independencia,2016,26,28.29,34.3,23.3
10 Independencia,2016,27,29.53,35.0,23.8
10 Independencia,2016,28,30.27,35.9,25.8
10 Independencia,2016,29,29.87,36.2,25.0
10 Independencia,2016,30,29.99,35.0,25.2
10 Independencia,2016,31,28.24,33.9,23.2
10 Independencia,2016,32,29.46,35.6,24.2
10 Independencia,2016,33,30.43,36.8,25.5
10 Independencia,2016,34,27.7,35.8,23.7
10 Independencia,2016,35,28.96,35.7,24.7
10 Independencia,2016,36,29.4,35.9,24.8
10 Independencia,2016,37,29.81,35.3,25.7
10 Independencia,2016,38,29.47,35.4,25.4
10 Independencia,2016,39,29.69,36.3,22.7
10 Independencia,2016,40,26.41,32.6,22.0
10 Independencia,2016,41,27.87,31.9,24.9
10 Independencia,2016,42,26.37,31.1,22.8
10 Independencia,2016,43,26.77,31.3,23.0
10 Independencia,2016,44,26.63,30.9,22.7
10 Independencia,2016,45,26.57,30.8,22.8
10 Independencia,2016,46,25.67,30.2,21.3
10 Independencia,2016,47,25.39,30.7,20.7
10 Independencia,2016,48,26.11,30.7,19.8
10 Independencia,2016,49,26.77,31.4,22.2
10 Independencia,2016,50,26.99,31.5,23.2
10 Independencia,2016,51,27.01,31.6,22.7
10 Independencia,2016,52,26.87,32.0,22.5
10 Independencia,2017,1,25.57,32.0,21.1
10 Independencia,2017,2,24.91,30.6,19.4
10 Independencia,2017,3,24.94,31.0,19.1
10 Independencia,2017,4,24.67,31.4,19.7
10 Independencia,2017,5,25.93,31.9,19.5
10 Independencia,2017,6,25.49,31.8,21.6
10 Independencia,2017,7,25.03,31.0,20.5
10 Independencia,2017,8,25.41,31.8,19.2
10 Independencia,2017,9,26.06,32.0,19.9
10 Independencia,2017,10,25.17,31.5,20.0
10 Independencia,2017,11,25.54,31.0,21.0
10 Independencia,2017,12,24.73,31.0,20.9
10 Independencia,2017,13,26.7,33.6,21.4
10 Independencia,2017,14,26.83,32.8,22.6
10 Independencia,2017,15,26.69,34.0,21.9
10 Independencia,2017,16,24.7,30.9,21.8
10 Independencia,2017,17,25.11,28.6,22.1
10 Independencia,2017,18,25.5,30.4,22.1
10 Independencia,2017,19,26.21,31.4,22.5
10 Independencia,2017,20,26.61,32.7,23.2
10 Independencia,2017,21,27.8,33.2,23.5
10 Independencia,2017,22,27.97,34.0,24.1
10 Independencia,2017,23,28.73,34.7,24.4
10 Independencia,2017,24,28.1,34.3,23.6
10 Independencia,2017,25,28.11,33.7,23.6
10 Independencia,2017,26,28.81,35.0,24.2
10 Independencia,2017,27,29.2,35.2,25.0
10 Independencia,2017,28,28.57,35.9,24.5
10 Independencia,2017,29,29.27,35.5,25.2
10 Independencia,2017,30,29.34,35.8,24.6
10 Independencia,2017,31,29.43,36.2,25.1
10 Independencia,2017,32,28.66,35.0,24.8
10 Independencia,2017,33,29.31,35.8,25.0
10 Independencia,2017,34,29.36,36.8,25.4
10 Independencia,2017,35,29.49,36.0,24.9
10 Independencia,2017,36,28.87,36.5,24.9
10 Independencia,2017,37,28.41,34.3,25.0
10 Independencia,2017,38,29.06,36.5,25.1
10 Independencia,2017,39,27.77,34.0,24.6
10 Independencia,2017,40,27.46,33.4,24.0
10 Independencia,2017,41,27.23,33.8,23.2
10 Independencia,2017,42,27.14,32.0,24.4
10 Independencia,2017,43,27.49,33.2,23.5
10 Independencia,2017,44,27.01,33.3,22.8
10 Independencia,2017,45,24.73,29.3,22.4
10 Independencia,2017,46,24.8,29.0,22.2
10 Independencia,2017,47,25.11,28.8,21.6
10 Independencia,2017,48,25.73,30.6,21.5
10 Independencia,2017,49,26.04,30.1,21.6
10 Independencia,2017,50,25.86,30.8,21.5
10 Independencia,2017,51,26.31,30.8,21.4
10 Independencia,2017,52,26.03,30.6,21.8
10 Independencia,2018,1,24.7,30.6,21.5
10 Independencia,2018,2,24.21,28.7,20.2
10 Independencia,2018,3,24.93,29.4,21.3
10 Independencia,2018,4,25.11,30.0,21.5
10 Independencia,2018,5,24.9,30.1,20.2
10 Independencia,2018,6,25.46,30.8,20.9
10 Independencia,2018,7,25.19,30.2,19.1
10 Independencia,2018,8,25.11,30.5,21.0
10 Independencia,2018,9,25.19,31.2,20.9
10 Independencia,2018,10,25.27,31.7,20.2
10 Independencia,2018,11,25.91,31.8,21.7
10 Independencia,2018,12,26.34,31.9,22.6
10 Independencia,2018,13,26.47,32.9,20.6
10 Independencia,2018,14,26.33,32.6,21.9
10 Independencia,2018,15,26.51,33.0,21.8
10 Independencia,2018,16,26.7,32.6,22.5
10 Independencia,2018,17,26.91,32.8,23.1
10 Independencia,2018,18,25.74,32.7,21.8
10 Independencia,2018,19,25.77,30.0,23.1
10 Independencia,2018,20,26.51,32.1,23.2
10 Independencia,2018,21,27.43,32.7,23.8
10 Independencia,2018,22,27.97,34.1,24.2
10 Independencia,2018,23,28.41,34.2,24.4
10 Independencia,2018,24,28.03,34.2,23.7
10 Independencia,2018,25,27.59,33.8,23.6
10 Independencia,2018,26,28.56,34.7,24.5
10 Independencia,2018,27,29.27,35.5,24.5
10 Independencia,2018,28,28.56,35.0,24.1
10 Independencia,2018,29,28.63,35.0,24.1
10 Independencia,2018,30,28.16,33.2,23.9
10 Independencia,2018,31,28.76,35.2,24.6
10 Independencia,2018,32,28.9,36.0,24.1
10 Independencia,2018,33,28.69,34.5,24.0
10 Independencia,2018,34,28.63,34.1,24.9
10 Independencia,2018,35,27.93,35.0,22.9
10 Independencia,2018,36,28.14,34.5,23.9
10 Independencia,2018,37,28.17,35.5,23.5
10 Independencia,2018,38,27.27,32.8,23.9
10 Independencia,2018,39,27.69,33.7,23.3
10 Independencia,2018,40,25.86,31.7,22.2
10 Independencia,2018,41,25.59,30.5,22.6
10 Independencia,2018,42,27.5,32.4,22.4
10 Independencia,2018,43,27.89,33.3,24.0
10 Independencia,2018,44,27.03,32.1,22.9
10 Independencia,2018,45,27.51,33.5,23.0
10 Independencia,2018,46,26.7,31.9,22.5
10 Independencia,2018,47,26.53,32.0,21.9
10 Independencia,2018,48,26.23,31.9,21.5
10 Independencia,2018,49,26.3,31.5,21.0
10 Independencia,2018,50,25.26,30.6,20.9
10 Independencia,2018,51,25.3,30.8,21.0
10 Independencia,2018,52,25.61,31.0,20.5
10 Independencia,2019,1,25.07,30.6,20.1
10 Independencia,2019,2,24.99,31.0,20.2
10 Independencia,2019,3,24.76,30.3,20.4
10 Independencia,2019,4,25.0,31.0,18.9
10 Independencia,2019,5,23.99,28.9,20.5
10 Independencia,2019,6,24.94,31.0,20.0
10 Independencia,2019,7,24.54,30.4,20.2
10 Independencia,2019,8,25.63,31.0,20.2
10 Independencia,2019,9,25.21,30.7,20.2
10 Independencia,2019,10,25.03,30.9,19.6
10 Independencia,2019,11,25.36,31.5,20.8
10 Independencia,2019,12,25.86,32.2,20.9
10 Independencia,2019,13,24.74,30.8,21.1
10 Independencia,2019,14,25.6,30.5,21.0
10 Independencia,2019,15,25.71,31.0,21.9
10 Independencia,2019,16,26.14,31.7,22.0
10 Independencia,2019,17,25.09,31.6,21.1
10 Independencia,2019,18,26.33,30.8,23.1
10 Independencia,2019,19,26.91,33.0,23.1
10 Independencia,2019,20,28.37,35.2,24.2
10 Independencia,2019,21,26.6,33.2,23.0
10 Independencia,2019,22,25.06,30.2,22.5
10 Independencia,2019,23,26.7,30.8,23.1
10 Independencia,2019,24,27.76,33.1,23.6
10 Independencia,2019,25,29.21,35.8,25.0
10 Independencia,2019,26,29.09,36.3,25.1
10 Independencia,2019,27,29.03,36.8,24.5
10 Independencia,2019,28,28.36,34.1,23.7
10 Independencia,2019,29,29.27,35.8,24.5
10 Independencia,2019,30,29.11,36.7,23.6
10 Independencia,2019,31,28.0,34.4,23.4
10 Independencia,2019,32,28.66,34.9,24.2
10 Independencia,2019,33,29.17,36.3,24.6
10 Independencia,2019,34,28.66,34.8,24.4
10 Independencia,2019,35,29.54,35.8,24.9
10 Independencia,2019,36,28.71,36.2,24.2
10 Independencia,2019,37,28.9,34.9,23.6
10 Independencia,2019,38,27.09,36.3,23.7
10 Independencia,2019,39,27.24,32.2,24.2
10 Independencia,2019,40,26.84,31.3,23.7
10 Independencia,2019,41,28.09,33.8,23.6
10 Independencia,2019,42,28.21,34.5,23.1
10 Independencia,2019,43,27.46,33.5,23.6
10 Independencia,2019,44,27.69,33.1,23.2
10 Independencia,2019,45,27.7,33.1,23.5
10 Independencia,2019,46,26.63,31.6,23.0
10 Independencia,2019,47,26.83,31.9,22.6
10 Independencia,2019,48,27.2,33.6,21.3
10 Independencia,2019,49,26.33,32.0,21.8
10 Independencia,2019,50,26.24,31.2,22.5
10 Independencia,2019,51,25.16,29.5,21.2
10 Independencia,2019,52,25.9,31.0,22.1
10 Independencia,2020,1,26.54,33.2,21.8
10 Independencia,2020,2,26.03,31.9,20.5
10 Independencia,2020,3,25.67,31.0,21.2
10 Independencia,2020,4,25.4,30.8,20.8
10 Independencia,2020,5,25.89,31.5,20.8
10 Independencia,2020,6,25.74,31.4,21.1
10 Independencia,2020,7,25.81,31.9,20.5
10 Independencia,2020,8,26.0,32.0,21.0
10 Independencia,2020,9,25.33,31.2,20.5
10 Independencia,2020,10,25.34,31.4,21.8
10 Independencia,2020,11,25.29,31.8,20.6
10 Independencia,2020,12,26.13,33.2,20.6
10 Independencia,2020,13,25.86,32.5,21.0
10 Independencia,2020,14,26.8,35.2,21.4
10 Independencia,2020,15,28.07,34.5,23.6
10 Independencia,2020,16,27.64,34.0,23.1
10 Independencia,2020,17,27.59,33.8,23.4
10 Independencia,2020,18,27.53,33.5,23.2
10 Independencia,2020,19,27.29,33.3,23.4
10 Independencia,2020,20,27.19,32.3,23.6
10 Independencia,2020,21,28.06,35.0,24.3
10 Independencia,2020,22,27.43,34.5,22.9
10 Independencia,2020,23,28.07,33.9,23.5
10 Independencia,2020,24,28.2,34.5,23.5
10 Independencia,2020,25,28.64,34.8,24.2
10 Independencia,2020,26,29.91,37.0,24.1
10 Independencia,2020,27,28.57,34.8,23.4
10 Independencia,2020,28,29.03,35.8,24.6
10 Independencia,2020,29,28.67,35.0,23.2
10 Independencia,2020,30,28.96,35.5,25.0
10 Independencia,2020,31,29.11,38.6,24.3
10 Independencia,2020,32,28.91,35.8,24.8
10 Independencia,2020,33,29.2,35.5,24.8
10 Independencia,2020,34,29.09,37.3,23.5
10 Independencia,2020,35,27.74,32.7,24.4
10 Independencia,2020,36,27.64,32.8,23.5
10 Independencia,2020,37,27.77,33.3,23.8
10 Independencia,2020,38,28.56,35.5,24.0
10 Independencia,2020,39,28.86,34.6,24.6
10 Independencia,2020,40,27.69,34.8,23.4
10 Independencia,2020,41,26.9,32.2,22.5
10 Independencia,2020,42,27.71,33.3,23.5
10 Independencia,2020,43,27.26,32.0,23.7
10 Independencia,2020,44,27.46,33.5,24.0
10 Independencia,2020,45,25.11,31.4,22.5
10 Independencia,2020,46,24.79,28.5,22.1
10 Independencia,2020,47,24.97,28.4,21.1
10 Independencia,2020,48,25.34,29.5,21.4
10 Independencia,2020,49,24.67,28.6,20.4
10 Independencia,2020,50,24.94,29.5,20.9
10 Independencia,2020,51,25.3,29.8,21.6
10 Independencia,2020,52,25.17,30.0,21.5
10 Independencia,2021,1,24.69,30.3,20.5
10 Independencia,2021,2,24.73,30.0,19.4
10 Independencia,2021,3,24.87,30.1,20.9
10 Independencia,2021,4,24.76,31.5,19.5
10 Independencia,2021,5,24.74,30.0,20.5
10 Independencia,2021,6,24.94,30.0,21.2
10 Independencia,2021,7,25.13,30.7,20.3
10 Independencia,2021,8,24.66,30.3,20.2
10 Independencia,2021,9,25.04,31.5,19.8
10 Independencia,2021,10,24.19,29.2,20.0
10 Independencia,2021,11,24.7,30.8,19.3
10 Independencia,2021,12,24.06,29.5,20.7
10 Independencia,2021,13,24.91,30.5,20.4
10 Independencia,2021,14,24.39,29.0,21.4
10 Independencia,2021,15,26.46,33.1,20.9
10 Independencia,2021,16,26.44,32.2,22.6
10 Independencia,2021,17,25.36,30.9,21.0
10 Independencia,2021,18,26.23,31.6,22.1
10 Independencia,2021,19,27.17,32.5,23.0
10 Independencia,2021,20,27.19,33.5,21.8
10 Independencia,2021,21,27.14,34.0,22.7
10 Independencia,2021,22,27.29,32.5,23.5
10 Independencia,2021,23,27.46,33.7,23.4
10 Independencia,2021,24,28.59,34.3,24.1
10 Independencia,2021,25,27.69,33.2,23.0
10 Independencia,2021,26,27.34,35.0,23.5
10 Independencia,2021,27,27.59,33.5,22.5
10 Independencia,2021,28,27.56,34.3,23.0
10 Independencia,2021,29,28.46,34.0,23.8
10 Independencia,2021,30,28.76,35.3,24.4
10 Independencia,2021,31,28.79,35.3,24.1
10 Independencia,2021,32,27.79,36.3,22.8
10 Independencia,2021,33,26.49,30.7,23.0
10 Independencia,2021,34,28.07,34.2,24.8
10 Independencia,2021,35,28.36,35.0,23.9
10 Independencia,2021,36,28.94,34.8,24.6
10 Independencia,2021,37,28.21,34.8,23.8
10 Independencia,2021,38,28.77,35.2,23.0
10 Independencia,2021,39,27.74,34.5,23.3
10 Independencia,2021,40,27.77,34.2,23.3
10 Independencia,2021,41,27.13,34.4,23.4
10 Independencia,2021,42,27.46,33.8,24.2
10 Independencia,2021,43,27.1,32.7,22.1
10 Independencia,2021,44,26.84,32.2,22.4
10 Independencia,2021,45,26.96,32.3,22.0
10 Independencia,2021,46,27.09,32.2,22.5
10 Independencia,2021,47,26.39,32.1,21.6
10 Independencia,2021,48,26.57,32.1,22.0
10 Independencia,2021,49,26.04,31.5,21.2
10 Independencia,2021,50,25.81,30.8,20.5
10 Independencia,2021,51,25.73,31.1,21.1
10 Independencia,2021,52,24.97,30.6,18.9
10 Independencia,2022,1,24.93,30.7,19.9
10 Independencia,2022,2,24.91,30.6,20.0
10 Independencia,2022,3,25.53,32.2,20.6
10 Independencia,2022,4,25.53,31.0,20.4
10 Independencia,2022,5,24.74,30.1,19.8
10 Independencia,2022,6,24.81,31.1,20.5
10 Independencia,2022,7,25.64,32.0,20.8
10 Independencia,2022,8,25.13,30.8,20.0
10 Independencia,2022,9,25.46,31.5,20.8
10 Independencia,2022,10,25.6,32.2,20.7
10 Independencia,2022,11,25.93,31.9,20.1
10 Independencia,2022,12,25.59,32.0,20.2
10 Independencia,2022,13,24.44,30.1,20.5
10 Independencia,2022,14,25.66,31.2,21.5
10 Independencia,2022,15,25.91,31.9,21.4
10 Independencia,2022,16,23.99,29.6,20.5
10 Independencia,2022,17,24.86,30.9,20.8
10 Independencia,2022,18,26.33,31.9,21.8
10 Independencia,2022,19,26.37,33.1,21.2
10 Independencia,2022,20,27.61,34.4,23.8
10 Independencia,2022,21,27.34,33.2,23.5
10 Independencia,2022,22,28.16,34.2,23.6
10 Independencia,2022,23,28.41,34.5,23.4
10 Independencia,2022,24,27.69,34.4,23.3
10 Independencia,2022,25,28.07,34.7,22.9
10 Independencia,2022,26,28.24,35.5,23.3
10 Independencia,2022,27,27.11,32.2,22.8
10 Independencia,2022,28,28.36,34.2,23.6
10 Independencia,2022,29,28.74,34.8,24.1
10 Independencia,2022,30,28.39,35.3,23.0
10 Independencia,2022,31,28.29,34.8,22.6
10 Independencia,2022,32,28.3,34.5,23.6
10 Independencia,2022,33,27.8,34.5,23.6
10 Independencia,2022,34,27.94,34.3,23.5
10 Independencia,2022,35,28.31,35.8,23.8
10 Independencia,2022,36,28.64,35.0,24.4
10 Independencia,2022,37,28.39,35.8,24.0
10 Independencia,2022,38,27.39,34.0,24.0
10 Independencia,2022,39,26.6,31.8,22.9
10 Independencia,2022,40,27.27,33.5,22.8
10 Independencia,2022,41,27.53,33.0,23.4
10 Independencia,2022,42,27.71,33.5,23.1
10 Independencia,2022,43,26.44,32.7,21.8
10 Independencia,2022,44,26.29,32.0,21.2
10 Independencia,2022,45,26.41,32.2,21.0
10 Independencia,2022,46,26.16,32.0,21.6
10 Independencia,2022,47,26.34,31.5,21.1
10 Independencia,2022,48,26.13,32.0,21.1
10 Independencia,2022,49,25.71,31.5,20.8
10 Independencia,2022,50,24.49,29.5,19.9
10 Independencia,2022,51,24.61,29.7,19.7
10 Independencia,2022,52,24.79,30.4,19.8
10 Independencia,2023,1,24.66,30.2,19.9
10 Independencia,2023,2,24.61,30.0,21.0
10 Independencia,2023,3,23.66,29.7,18.0
10 Independencia,2023,4,24.21,29.9,19.0
10 Independencia,2023,5,24.69,29.7,19.6
10 Independencia,2023,6,25.07,30.8,19.6
10 Independencia,2023,7,24.67,30.5,19.0
10 Independencia,2023,8,24.56,30.1,18.9
10 Independencia,2023,9,24.43,30.2,19.9
10 Independencia,2023,10,25.63,33.5,20.2
10 Independencia,2023,11,25.46,33.1,20.8
10 Independencia,2023,12,25.53,32.5,20.0
10 Independencia,2023,13,25.79,32.2,20.5
10 Independencia,2023,14,25.47,31.1,20.2
10 Independencia,2023,15,26.31,32.2,22.0
10 Independencia,2023,16,25.99,32.0,21.7
10 Independencia,2023,17,27.21,33.4,21.0
10 Independencia,2023,18,28.07,34.9,22.2
10 Independencia,2023,19,27.54,34.0,22.8
10 Independencia,2023,20,27.19,33.9,22.7
10 Independencia,2023,21,27.24,34.8,23.1
10 Independencia,2023,22,27.39,33.4,23.8
10 Independencia,2023,23,28.44,34.0,24.4
10 Independencia,2023,24,28.81,34.8,23.9
10 Independencia,2023,25,29.2,34.5,24.8
10 Independencia,2023,26,28.54,34.5,24.6
10 Independencia,2023,27,28.83,33.7,25.2
10 Independencia,2023,28,29.53,35.1,25.2
10 Independencia,2023,29,29.44,34.8,25.0
10 Independencia,2023,30,29.27,34.6,25.4
10 Independencia,2023,31,29.47,36.4,24.9
10 Independencia,2023,32,29.79,35.6,25.6
10 Independencia,2023,33,30.01,35.6,25.1
10 Independencia,2023,34,27.56,34.7,23.5
10 Independencia,2023,35,28.27,32.2,24.5
10 Independencia,2023,36,28.16,33.2,24.7
10 Independencia,2023,37,29.66,35.2,25.1
10 Independencia,2023,38,28.87,34.5,25.0
10 Independencia,2023,39,29.21,35.2,24.6
10 Independencia,2023,40,28.49,34.8,24.9
10 Independencia,2023,41,28.73,34.3,25.1
10 Independencia,2023,42,28.79,33.8,24.8
10 Independencia,2023,43,27.7,33.0,24.4
10 Independencia,2023,44,27.14,31.7,23.5
