province,year,week,avg_temp,max_temp,min_temp
02 Azua,2015,39,27.04,30.2,23.2
02 Azua,2015,40,26.89,30.4,24.3
02 Azua,2015,41,28.07,32.7,24.2
02 Azua,2015,42,27.69,31.9,23.2
02 Azua,2015,43,26.96,30.4,23.2
02 Azua,2015,44,26.84,30.4,22.3
02 Azua,2015,45,27.2,31.1,22.9
02 Azua,2015,46,26.94,30.9,21.1
02 Azua,2015,47,26.24,31.2,21.9
02 Azua,2015,48,25.97,30.4,20.6
02 Azua,2015,49,26.29,31.3,21.2
02 Azua,2015,50,25.53,29.6,20.9
02 Azua,2015,51,25.49,30.0,20.1
02 Azua,2015,52,25.61,31.2,20.8
02 Azua,2016,1,24.94,29.5,20.9
02 Azua,2016,2,24.6,29.8,19.3
02 Azua,2016,3,24.66,30.5,19.6
02 Azua,2016,4,24.84,29.8,19.0
02 Azua,2016,5,24.73,30.0,19.0
02 Azua,2016,6,25.24,29.6,19.6
02 Azua,2016,7,25.21,30.0,19.8
02 Azua,2016,8,25.34,30.4,21.0
02 Azua,2016,9,25.33,30.1,20.7
02 Azua,2016,10,24.66,30.2,19.0
02 Azua,2016,11,25.23,30.1,20.1
02 Azua,2016,12,26.1,31.9,21.0
02 Azua,2016,13,25.47,31.0,21.2
02 Azua,2016,14,25.86,29.3,22.2
02 Azua,2016,15,25.94,29.6,22.8
02 Azua,2016,16,26.54,31.2,22.9
02 Azua,2016,17,25.63,29.4,21.4
02 Azua,2016,18,25.31,28.8,22.1
02 Azua,2016,19,26.41,29.8,21.8
02 Azua,2016,20,26.66,30.2,21.4
02 Azua,2016,21,26.54,30.1,21.8
02 Azua,2016,22,26.36,30.4,22.9
02 Azua,2016,23,26.76,30.3,22.0
02 Azua,2016,24,27.5,32.8,22.8
02 Azua,2016,25,27.43,32.0,22.8
02 Azua,2016,26,27.8,32.5,24.3
02 Azua,2016,27,28.57,33.1,24.3
02 Azua,2016,28,28.71,33.7,25.1
02 Azua,2016,29,28.2,33.2,23.3
02 Azua,2016,30,28.61,33.2,25.1
02 Azua,2016,31,27.7,33.0,24.0
02 Azua,2016,32,28.4,33.2,23.8
02 Azua,2016,33,28.99,34.3,25.5
02 Azua,2016,34,26.87,32.8,23.2
02 Azua,2016,35,28.03,32.7,25.0
02 Azua,2016,36,27.4,33.5,24.0
02 Azua,2016,37,27.64,31.2,24.5
02 Azua,2016,38,27.5,31.0,23.8
02 Azua,2016,39,27.79,32.8,23.1
02 Azua,2016,40,26.07,30.4,22.6
02 Azua,2016,41,26.94,29.6,23.2
02 Azua,2016,42,26.07,29.3,23.4
02 Azua,2016,43,26.8,29.6,24.2
02 Azua,2016,44,26.03,30.4,22.5
02 Azua,2016,45,26.51,29.3,23.1
02 Azua,2016,46,25.96,29.4,22.3
02 Azua,2016,47,25.3,29.0,21.4
02 Azua,2016,48,25.56,28.7,21.1
02 Azua,2016,49,25.66,29.1,20.8
02 Azua,2016,50,25.63,29.1,22.4
02 Azua,2016,51,25.44,29.5,22.2
02 Azua,2016,52,25.23,30.6,20.9
02 Azua,2017,1,24.3,30.5,18.9
02 Azua,2017,2,23.91,30.1,18.2
02 Azua,2017,3,23.26,31.0,17.9
02 Azua,2017,4,23.29,28.5,18.1
02 Azua,2017,5,24.8,31.0,19.0
02 Azua,2017,6,24.97,31.0,19.5
02 Azua,2017,7,23.71,28.1,19.2
02 Azua,2017,8,24.14,28.7,20.2
02 Azua,2017,9,25.77,32.5,18.5
02 Azua,2017,10,25.24,31.5,18.6
02 Azua,2017,11,24.96,30.3,19.8
02 Azua,2017,12,24.77,30.0,20.8
02 Azua,2017,13,25.49,30.0,20.7
02 Azua,2017,14,26.06,31.9,21.5
02 Azua,2017,15,26.11,31.1,21.6
02 Azua,2017,16,25.73,31.0,22.0
02 Azua,2017,17,25.46,29.6,22.2
02 Azua,2017,18,25.09,29.1,20.4
02 Azua,2017,19,25.59,28.8,21.9
02 Azua,2017,20,26.83,31.4,22.1
02 Azua,2017,21,27.03,32.2,21.7
02 Azua,2017,22,27.46,32.8,22.3
02 Azua,2017,23,27.44,32.8,22.1
02 Azua,2017,24,27.73,33.2,22.6
02 Azua,2017,25,28.33,34.2,21.9
02 Azua,2017,26,27.94,33.8,22.5
02 Azua,2017,27,28.21,34.2,22.5
02 Azua,2017,28,27.41,30.6,23.7
02 Azua,2017,29,29.21,37.0,23.5
02 Azua,2017,30,28.41,35.2,24.6
02 Azua,2017,31,29.51,35.9,24.3
02 Azua,2017,32,28.1,35.3,23.3
02 Azua,2017,33,28.99,35.0,24.1
02 Azua,2017,34,27.8,31.5,24.2
02 Azua,2017,35,28.17,33.3,23.7
02 Azua,2017,36,27.19,34.3,22.5
02 Azua,2017,37,27.03,30.5,23.7
02 Azua,2017,38,26.8,30.5,23.0
02 Azua,2017,39,26.26,31.0,22.2
02 Azua,2017,40,25.91,30.3,22.0
02 Azua,2017,41,26.06,29.6,23.0
02 Azua,2017,42,26.31,31.1,21.1
02 Azua,2017,43,25.54,29.8,21.0
02 Azua,2017,44,25.94,30.0,21.8
02 Azua,2017,45,24.93,28.4,22.3
02 Azua,2017,46,24.77,29.0,22.3
02 Azua,2017,47,24.64,28.4,20.1
02 Azua,2017,48,24.61,28.5,20.1
02 Azua,2017,49,25.17,30.2,19.5
02 Azua,2017,50,24.67,31.2,19.7
02 Azua,2017,51,24.83,31.0,19.0
02 Azua,2017,52,24.63,31.0,18.7
02 Azua,2018,1,24.7,28.7,20.4
02 Azua,2018,2,25.16,30.9,18.5
02 Azua,2018,3,25.06,31.5,20.1
02 Azua,2018,4,25.81,31.8,20.5
02 Azua,2018,5,25.2,31.2,19.0
02 Azua,2018,6,25.44,31.9,18.0
02 Azua,2018,7,24.97,31.5,18.9
02 Azua,2018,8,24.94,31.8,18.7
02 Azua,2018,9,24.07,30.2,19.0
02 Azua,2018,10,24.59,31.9,16.8
02 Azua,2018,11,25.23,29.8,20.4
02 Azua,2018,12,25.11,29.6,20.8
02 Azua,2018,13,25.23,31.0,20.1
02 Azua,2018,14,25.27,29.5,21.7
02 Azua,2018,15,26.1,33.5,21.2
02 Azua,2018,16,26.26,32.5,21.3
02 Azua,2018,17,26.2,30.2,22.2
02 Azua,2018,18,25.84,30.1,21.9
02 Azua,2018,19,26.0,30.0,20.9
02 Azua,2018,20,27.27,33.0,22.4
02 Azua,2018,21,27.61,32.2,23.1
02 Azua,2018,22,27.4,31.6,23.0
02 Azua,2018,23,27.5,33.9,22.1
02 Azua,2018,24,27.94,33.5,23.0
02 Azua,2018,25,26.7,31.2,22.4
02 Azua,2018,26,27.86,33.3,21.9
02 Azua,2018,27,28.84,36.8,23.0
02 Azua,2018,28,27.51,35.3,21.9
02 Azua,2018,29,28.1,33.9,22.5
02 Azua,2018,30,27.66,32.5,22.9
02 Azua,2018,31,28.51,35.3,22.6
02 Azua,2018,32,27.96,33.2,23.1
02 Azua,2018,33,28.16,35.0,22.4
02 Azua,2018,34,28.29,33.7,22.6
02 Azua,2018,35,28.03,35.3,22.5
02 Azua,2018,36,26.93,31.4,23.0
02 Azua,2018,37,27.24,34.4,23.2
02 Azua,2018,38,26.99,32.2,22.0
02 Azua,2018,39,27.59,33.5,22.5
02 Azua,2018,40,26.14,31.0,22.7
02 Azua,2018,41,25.47,29.3,22.6
02 Azua,2018,42,26.59,32.1,22.1
02 Azua,2018,43,26.23,30.7,22.1
02 Azua,2018,44,25.84,30.7,21.7
02 Azua,2018,45,26.19,31.0,21.2
02 Azua,2018,46,26.87,33.3,22.5
02 Azua,2018,47,25.97,32.0,21.5
02 Azua,2018,48,25.53,31.6,20.0
02 Azua,2018,49,25.63,32.2,20.2
02 Azua,2018,50,24.94,31.6,19.2
02 Azua,2018,51,24.31,29.5,19.4
02 Azua,2018,52,25.83,31.9,19.0
02 Azua,2019,1,24.99,32.0,18.4
02 Azua,2019,2,24.16,30.7,18.9
02 Azua,2019,3,23.94,28.0,19.2
02 Azua,2019,4,24.37,31.1,17.9
02 Azua,2019,5,24.01,29.3,19.5
02 Azua,2019,6,24.64,31.1,19.8
02 Azua,2019,7,25.01,31.2,19.5
02 Azua,2019,8,25.59,32.5,18.9
02 Azua,2019,9,25.26,32.3,18.5
02 Azua,2019,10,25.06,32.2,18.8
02 Azua,2019,11,25.26,31.5,19.5
02 Azua,2019,12,25.31,30.1,20.5
02 Azua,2019,13,25.03,29.5,21.6
02 Azua,2019,14,25.81,31.8,20.3
02 Azua,2019,15,25.71,31.2,20.5
02 Azua,2019,16,26.11,33.0,20.5
02 Azua,2019,17,25.33,29.8,21.5
02 Azua,2019,18,27.01,33.0,21.0
02 Azua,2019,19,26.59,30.8,22.4
02 Azua,2019,20,26.9,31.5,22.9
02 Azua,2019,21,26.13,29.8,22.6
02 Azua,2019,22,25.21,29.5,21.4
02 Azua,2019,23,26.41,29.4,22.9
02 Azua,2019,24,27.13,32.8,21.5
02 Azua,2019,25,28.07,33.5,23.0
02 Azua,2019,26,28.2,34.5,22.6
02 Azua,2019,27,28.03,35.2,22.1
02 Azua,2019,28,28.29,34.4,22.2
02 Azua,2019,29,28.99,35.3,22.8
02 Azua,2019,30,28.9,35.0,24.1
02 Azua,2019,31,28.01,34.5,22.5
02 Azua,2019,32,28.14,35.9,23.9
02 Azua,2019,33,28.84,34.8,23.6
02 Azua,2019,34,28.29,33.1,24.5
02 Azua,2019,35,28.06,32.2,23.7
02 Azua,2019,36,27.74,32.8,23.5
02 Azua,2019,37,28.14,33.5,23.8
02 Azua,2019,38,26.8,32.2,23.6
02 Azua,2019,39,26.96,30.4,24.0
02 Azua,2019,40,26.27,29.9,21.5
02 Azua,2019,41,26.59,30.2,22.0
02 Azua,2019,42,26.44,30.1,22.3
02 Azua,2019,43,26.49,32.2,22.2
02 Azua,2019,44,26.6,31.0,22.2
02 Azua,2019,45,26.61,32.5,22.1
02 Azua,2019,46,25.97,29.2,22.0
02 Azua,2019,47,25.59,30.0,20.7
02 Azua,2019,48,25.86,31.6,20.2
02 Azua,2019,49,25.93,30.6,21.2
02 Azua,2019,50,26.0,32.3,20.7
02 Azua,2019,51,25.47,30.9,20.6
02 Azua,2019,52,25.29,29.4,20.8
02 Azua,2020,1,25.5,30.5,21.0
02 Azua,2020,2,25.64,31.8,19.8
02 Azua,2020,3,25.33,32.2,19.0
02 Azua,2020,4,24.29,29.7,20.5
02 Azua,2020,5,24.06,28.5,19.8
02 Azua,2020,6,25.37,31.6,20.5
02 Azua,2020,7,25.26,31.7,18.7
02 Azua,2020,8,25.23,31.8,19.9
02 Azua,2020,9,24.84,29.1,21.3
02 Azua,2020,10,24.77,29.6,19.1
02 Azua,2020,11,24.57,30.0,19.9
02 Azua,2020,12,25.47,32.2,19.3
02 Azua,2020,13,25.07,31.6,19.9
02 Azua,2020,14,25.26,30.2,21.0
02 Azua,2020,15,26.44,31.8,23.5
02 Azua,2020,16,26.61,33.1,22.0
02 Azua,2020,17,26.79,31.6,22.2
02 Azua,2020,18,26.57,31.7,22.0
02 Azua,2020,19,27.07,32.2,22.2
02 Azua,2020,20,27.07,31.5,22.7
02 Azua,2020,21,27.33,32.0,23.3
02 Azua,2020,22,26.96,31.4,22.1
02 Azua,2020,23,27.29,33.8,22.1
02 Azua,2020,24,27.29,30.6,23.9
02 Azua,2020,25,28.04,33.0,22.8
02 Azua,2020,26,29.3,36.6,24.2
02 Azua,2020,27,27.67,32.8,22.9
02 Azua,2020,28,28.4,33.8,23.5
02 Azua,2020,29,28.13,33.5,23.7
02 Azua,2020,30,28.7,36.5,22.5
02 Azua,2020,31,28.47,36.5,24.0
02 Azua,2020,32,27.34,32.0,22.2
02 Azua,2020,33,27.77,32.8,23.0
02 Azua,2020,34,27.3,32.3,23.4
02 Azua,2020,35,27.04,31.2,23.1
02 Azua,2020,36,27.03,32.2,22.0
02 Azua,2020,37,26.44,29.4,23.4
02 Azua,2020,38,26.86,30.5,23.0
02 Azua,2020,39,27.3,31.0,23.6
02 Azua,2020,40,27.31,32.8,23.4
02 Azua,2020,41,26.66,31.5,21.0
02 Azua,2020,42,26.43,30.5,22.9
02 Azua,2020,43,26.76,30.9,22.1
02 Azua,2020,44,27.24,32.5,22.3
02 Azua,2020,45,25.41,29.8,21.8
02 Azua,2020,46,25.29,30.0,20.2
02 Azua,2020,47,24.64,28.1,20.8
02 Azua,2020,48,24.49,28.6,20.0
02 Azua,2020,49,24.26,27.9,19.9
02 Azua,2020,50,24.19,27.9,19.7
02 Azua,2020,51,24.07,29.0,19.4
02 Azua,2020,52,24.16,30.1,19.5
02 Azua,2021,1,23.69,28.0,18.1
02 Azua,2021,2,23.91,30.0,18.4
02 Azua,2021,3,24.3,30.4,19.7
02 Azua,2021,4,24.14,29.9,17.6
02 Azua,2021,5,24.4,30.7,18.9
02 Azua,2021,6,25.33,31.6,19.5
02 Azua,2021,7,25.36,32.6,18.9
02 Azua,2021,8,24.96,31.6,18.0
02 Azua,2021,9,24.46,31.6,18.8
02 Azua,2021,10,24.23,29.5,19.8
02 Azua,2021,11,24.34,30.4,18.1
02 Azua,2021,12,25.01,31.7,19.2
02 Azua,2021,13,25.64,32.0,19.9
02 Azua,2021,14,24.77,29.6,21.8
02 Azua,2021,15,25.36,30.1,18.6
02 Azua,2021,16,25.54,30.0,20.1
02 Azua,2021,17,25.84,32.0,21.0
02 Azua,2021,18,26.01,30.6,21.2
02 Azua,2021,19,26.57,32.5,22.1
02 Azua,2021,20,26.94,32.7,21.9
02 Azua,2021,21,27.39,33.0,22.2
02 Azua,2021,22,27.66,33.5,22.2
02 Azua,2021,23,27.09,33.8,22.1
02 Azua,2021,24,28.14,34.7,22.5
02 Azua,2021,25,27.7,33.1,22.1
02 Azua,2021,26,27.93,34.8,23.6
02 Azua,2021,27,27.91,35.0,21.5
02 Azua,2021,28,28.19,34.7,22.4
02 Azua,2021,29,28.31,34.0,22.8
02 Azua,2021,30,28.5,34.5,23.5
02 Azua,2021,31,28.19,34.0,23.5
02 Azua,2021,32,27.31,33.4,22.4
02 Azua,2021,33,26.81,32.9,21.8
02 Azua,2021,34,27.23,32.8,22.1
02 Azua,2021,35,26.89,31.2,22.8
02 Azua,2021,36,27.5,32.0,22.9
02 Azua,2021,37,27.04,31.8,22.5
02 Azua,2021,38,27.67,32.0,22.2
02 Azua,2021,39,26.74,31.0,22.8
02 Azua,2021,40,27.56,33.0,22.5
02 Azua,2021,41,26.86,31.6,23.3
02 Azua,2021,42,26.39,31.0,22.4
02 Azua,2021,43,26.4,31.0,21.8
02 Azua,2021,44,26.07,31.0,21.5
02 Azua,2021,45,26.46,33.1,21.5
02 Azua,2021,46,26.26,34.0,20.2
02 Azua,2021,47,25.64,30.1,20.8
02 Azua,2021,48,26.0,31.9,21.2
02 Azua,2021,49,25.63,32.9,20.1
02 Azua,2021,50,25.97,32.2,19.4
02 Azua,2021,51,24.63,29.8,20.6
02 Azua,2021,52,24.4,32.0,17.6
02 Azua,2022,1,24.14,31.8,18.4
02 Azua,2022,2,23.69,29.1,19.1
02 Azua,2022,3,24.43,32.0,19.1
02 Azua,2022,4,24.03,28.1,19.1
02 Azua,2022,5,24.11,29.7,18.9
02 Azua,2022,6,24.43,31.5,17.8
02 Azua,2022,7,25.11,32.6,19.2
02 Azua,2022,8,24.46,30.6,19.2
02 Azua,2022,9,24.83,30.7,19.6
02 Azua,2022,10,25.23,32.5,19.2
02 Azua,2022,11,25.77,32.8,19.2
02 Azua,2022,12,25.1,32.5,19.2
02 Azua,2022,13,24.6,31.0,19.9
02 Azua,2022,14,25.16,29.5,20.0
02 Azua,2022,15,25.93,32.3,21.4
02 Azua,2022,16,24.0,30.6,19.9
02 Azua,2022,17,24.23,29.2,19.2
02 Azua,2022,18,24.76,29.5,19.9
02 Azua,2022,19,26.03,29.5,20.3
02 Azua,2022,20,26.23,30.2,21.0
02 Azua,2022,21,26.36,31.2,20.9
02 Azua,2022,22,27.06,32.3,22.5
02 Azua,2022,23,27.44,33.8,22.3
02 Azua,2022,24,27.19,33.7,22.0
02 Azua,2022,25,26.73,32.7,22.2
02 Azua,2022,26,27.97,35.2,21.9
02 Azua,2022,27,26.37,31.4,21.6
02 Azua,2022,28,27.3,34.2,22.2
02 Azua,2022,29,28.03,34.9,22.8
02 Azua,2022,30,28.39,35.8,22.0
02 Azua,2022,31,28.51,35.7,22.4
02 Azua,2022,32,28.06,36.3,23.0
02 Azua,2022,33,27.2,33.5,23.2
02 Azua,2022,34,26.66,31.1,22.6
02 Azua,2022,35,26.83,32.1,22.1
02 Azua,2022,36,27.2,31.3,23.1
02 Azua,2022,37,27.34,33.7,22.3
02 Azua,2022,38,26.1,30.4,22.3
02 Azua,2022,39,25.54,30.2,22.1
02 Azua,2022,40,26.39,31.4,21.5
02 Azua,2022,41,26.06,30.6,22.0
02 Azua,2022,42,25.94,29.9,21.9
02 Azua,2022,43,25.66,30.9,21.8
02 Azua,2022,44,25.43,31.1,20.5
02 Azua,2022,45,25.23,29.1,20.6
02 Azua,2022,46,25.94,32.5,20.7
02 Azua,2022,47,25.84,31.9,20.6
02 Azua,2022,48,25.24,31.1,20.5
02 Azua,2022,49,24.3,29.3,20.4
02 Azua,2022,50,23.97,28.6,18.1
02 Azua,2022,51,24.14,30.8,18.8
02 Azua,2022,52,24.43,31.2,18.0
02 Azua,2023,1,24.34,30.6,19.3
02 Azua,2023,2,23.93,29.5,20.0
02 Azua,2023,3,23.0,30.5,17.5
02 Azua,2023,4,23.89,30.5,17.7
02 Azua,2023,5,24.33,30.9,18.5
02 Azua,2023,6,24.77,31.4,18.4
02 Azua,2023,7,24.37,32.0,18.1
02 Azua,2023,8,23.8,31.4,17.7
02 Azua,2023,9,23.86,29.6,18.1
02 Azua,2023,10,24.16,28.4,19.4
02 Azua,2023,11,24.67,30.2,19.3
02 Azua,2023,12,25.33,32.8,18.4
02 Azua,2023,13,25.1,32.8,19.0
02 Azua,2023,14,24.87,32.0,19.5
02 Azua,2023,15,25.49,29.9,20.1
02 Azua,2023,16,25.43,29.6,21.0
02 Azua,2023,17,26.27,30.5,20.7
02 Azua,2023,18,27.26,31.2,22.1
02 Azua,2023,19,27.13,32.0,22.1
02 Azua,2023,20,26.39,30.6,21.9
02 Azua,2023,21,26.29,29.7,22.5
02 Azua,2023,22,26.71,30.5,23.0
02 Azua,2023,23,27.33,30.6,23.1
02 Azua,2023,24,27.46,31.7,22.6
02 Azua,2023,25,28.19,34.6,22.2
02 Azua,2023,26,27.4,32.7,22.1
02 Azua,2023,27,27.76,35.0,22.3
02 Azua,2023,28,29.27,36.8,23.2
02 Azua,2023,29,28.71,36.2,22.8
02 Azua,2023,30,28.54,34.1,23.5
02 Azua,2023,31,28.23,34.1,23.1
02 Azua,2023,32,28.76,35.4,23.4
02 Azua,2023,33,29.47,36.6,23.2
02 Azua,2023,34,26.86,35.8,23.5
02 Azua,2023,35,26.93,31.4,23.1
02 Azua,2023,36,26.43,31.5,22.1
02 Azua,2023,37,27.03,31.2,22.9
02 Azua,2023,38,27.0,31.7,22.6
02 Azua,2023,39,27.64,33.0,23.0
02 Azua,2023,40,27.19,31.6,22.7
02 Azua,2023,41,27.27,32.0,23.1
02 Azua,2023,42,27.03,32.2,22.9
02 Azua,2023,43,26.86,32.2,22.8
02 Azua,2023,44,26.3,32.5,20.6
02 Azua,2023,45,26.6,32.5,22.1
02 Azua,2023,46,25.63,33.0,20.8
02 Azua,2023,47,25.03,29.9,20.2
02 Azua,2023,48,24.56,31.2,19.8
02 Azua,2023,49,25.36,32.0,19.6
02 Azua,2023,50,25.86,32.7,20.4
02 Azua,2023,51,23.9,28.6,19.6
02 Azua,2023,52,24.3,28.5,19.5
03 Baoruco,2015,1,24.82,30.8,19.3
03 Baoruco,2015,2,24.66,30.9,19.5
03 Baoruco,2015,3,25.59,32.3,20.2
03 Baoruco,2015,4,25.7,32.3,20.6
03 Baoruco,2015,5,24.6,32.3,19.5
03 Baoruco,2015,6,24.74,31.6,19.9
03 Baoruco,2015,7,25.26,32.6,20.3
03 Baoruco,2015,8,25.49,31.8,20.0
03 Baoruco,2015,9,24.77,31.2,19.6
03 Baoruco,2015,10,25.03,31.5,19.9
03 Baoruco,2015,11,25.27,31.9,18.9
03 Baoruco,2015,12,25.76,32.5,22.1
03 Baoruco,2015,13,25.61,31.8,20.4
03 Baoruco,2015,14,25.47,31.4,21.6
03 Baoruco,2015,15,25.89,31.5,21.2
03 Baoruco,2015,16,26.53,33.3,21.5
03 Baoruco,2015,17,27.26,34.3,22.5
03 Baoruco,2015,18,27.2,34.5,21.2
03 Baoruco,2015,19,26.07,32.8,20.5
03 Baoruco,2015,20,26.9,33.5,21.3
03 Baoruco,2015,21,27.61,34.2,23.3
03 Baoruco,2015,22,27.07,33.7,22.5
03 Baoruco,2015,23,27.19,33.9,22.0
03 Baoruco,2015,24,27.69,35.7,22.3
03 Baoruco,2015,25,27.94,34.7,23.0
03 Baoruco,2015,26,27.29,33.4,22.0
03 Baoruco,2015,27,28.26,35.8,22.7
03 Baoruco,2015,28,28.11,34.8,22.8
03 Baoruco,2015,29,27.59,34.2,22.6
03 Baoruco,2015,30,28.41,35.1,23.8
03 Baoruco,2015,31,28.27,36.2,22.8
03 Baoruco,2015,32,28.24,34.6,23.5
03 Baoruco,2015,33,28.3,35.0,23.0
03 Baoruco,2015,34,28.56,36.0,22.7
03 Baoruco,2015,35,28.76,37.2,22.7
03 Baoruco,2015,36,27.36,33.4,22.6
03 Baoruco,2015,37,27.69,34.5,23.2
03 Baoruco,2015,38,27.61,34.6,23.0
03 Baoruco,2015,39,27.93,34.1,23.8
03 Baoruco,2015,40,27.44,34.3,22.9
03 Baoruco,2015,41,28.06,34.7,23.3
03 Baoruco,2015,42,27.94,34.7,23.4
03 Baoruco,2015,43,27.27,34.0,22.2
03 Baoruco,2015,44,27.19,33.4,22.6
03 Baoruco,2015,45,26.94,33.3,22.2
03 Baoruco,2015,46,26.29,32.2,21.9
03 Baoruco,2015,47,26.23,33.0,21.2
03 Baoruco,2015,48,26.04,33.8,20.7
03 Baoruco,2015,49,25.09,30.8,21.2
03 Baoruco,2015,50,24.83,30.6,20.1
03 Baoruco,2015,51,24.4,30.3,20.0
03 Baoruco,2015,52,24.63,30.7,19.4
03 Baoruco,2016,1,25.09,32.4,19.2
03 Baoruco,2016,2,25.01,32.5,19.8
03 Baoruco,2016,3,25.37,33.3,19.7
03 Baoruco,2016,4,24.63,30.7,19.7
03 Baoruco,2016,5,25.4,33.1,19.8
03 Baoruco,2016,6,25.64,32.3,20.9
03 Baoruco,2016,7,25.66,32.0,19.9
03 Baoruco,2016,8,25.56,33.2,19.7
03 Baoruco,2016,9,25.91,31.7,22.4
03 Baoruco,2016,10,24.49,30.4,18.8
03 Baoruco,2016,11,25.1,30.9,21.0
03 Baoruco,2016,12,25.5,31.9,19.5
03 Baoruco,2016,13,25.53,32.5,20.8
03 Baoruco,2016,14,26.47,32.1,22.6
03 Baoruco,2016,15,27.01,33.3,23.1
03 Baoruco,2016,16,26.61,32.2,22.8
03 Baoruco,2016,17,25.43,31.4,21.9
03 Baoruco,2016,18,24.76,29.5,21.5
03 Baoruco,2016,19,25.76,31.1,21.6
03 Baoruco,2016,20,26.41,31.7,21.6
03 Baoruco,2016,21,26.16,31.6,22.3
03 Baoruco,2016,22,25.97,31.2,22.4
03 Baoruco,2016,23,27.01,33.3,21.8
03 Baoruco,2016,24,27.53,34.0,22.4
03 Baoruco,2016,25,26.87,33.8,21.9
03 Baoruco,2016,26,27.41,33.5,22.6
03 Baoruco,2016,27,28.2,34.4,22.9
03 Baoruco,2016,28,28.49,36.1,24.0
03 Baoruco,2016,29,28.24,35.6,23.4
03 Baoruco,2016,30,28.37,34.7,23.4
03 Baoruco,2016,31,27.09,33.0,22.3
03 Baoruco,2016,32,28.09,34.1,23.6
03 Baoruco,2016,33,28.7,36.1,23.1
03 Baoruco,2016,34,26.8,34.3,22.8
03 Baoruco,2016,35,27.31,34.7,22.5
03 Baoruco,2016,36,27.86,34.9,22.4
03 Baoruco,2016,37,28.6,35.3,23.5
03 Baoruco,2016,38,28.74,35.7,23.8
03 Baoruco,2016,39,28.43,35.6,23.3
03 Baoruco,2016,40,25.53,32.4,22.3
03 Baoruco,2016,41,26.79,32.5,22.8
03 Baoruco,2016,42,25.31,31.9,21.8
03 Baoruco,2016,43,26.27,31.0,22.2
03 Baoruco,2016,44,25.67,31.1,21.2
03 Baoruco,2016,45,26.14,31.2,22.3
03 Baoruco,2016,46,25.64,30.6,22.0
03 Baoruco,2016,47,24.86,30.3,20.6
03 Baoruco,2016,48,25.06,30.5,18.7
03 Baoruco,2016,49,25.19,31.2,19.7
03 Baoruco,2016,50,25.24,30.2,20.8
03 Baoruco,2016,51,25.16,31.1,19.2
03 Baoruco,2016,52,25.4,32.5,19.9
03 Baoruco,2017,1,26.11,32.8,19.0
03 Baoruco,2017,2,25.13,33.0,18.1
03 Baoruco,2017,3,25.56,32.9,19.2
03 Baoruco,2017,4,25.77,33.3,20.1
03 Baoruco,2017,5,27.03,34.5,20.0
03 Baoruco,2017,6,26.37,33.7,19.3
03 Baoruco,2017,7,25.94,33.2,19.8
03 Baoruco,2017,8,26.33,33.7,18.2
03 Baoruco,2017,9,27.2,34.5,18.1
03 Baoruco,2017,10,26.29,33.0,19.6
03 Baoruco,2017,11,26.9,34.2,18.8
03 Baoruco,2017,12,26.29,33.0,20.2
03 Baoruco,2017,13,27.97,35.8,21.5
03 Baoruco,2017,14,27.43,34.2,21.6
03 Baoruco,2017,15,27.49,35.0,21.5
03 Baoruco,2017,16,25.77,33.2,22.1
03 Baoruco,2017,17,26.0,30.7,22.4
03 Baoruco,2017,18,26.0,32.1,21.4
03 Baoruco,2017,19,26.89,33.2,22.3
03 Baoruco,2017,20,27.26,33.5,22.2
03 Baoruco,2017,21,28.51,35.4,22.5
03 Baoruco,2017,22,28.31,35.3,22.8
03 Baoruco,2017,23,29.19,36.2,23.5
03 Baoruco,2017,24,28.41,35.5,23.4
03 Baoruco,2017,25,28.7,35.8,22.0
03 Baoruco,2017,26,29.11,36.2,23.3
03 Baoruco,2017,27,29.39,37.0,23.0
03 Baoruco,2017,28,29.06,36.3,23.3
03 Baoruco,2017,29,29.39,37.2,22.9
03 Baoruco,2017,30,29.57,36.6,24.2
03 Baoruco,2017,31,29.81,37.5,24.1
03 Baoruco,2017,32,28.89,36.2,24.0
03 Baoruco,2017,33,29.67,38.0,23.9
03 Baoruco,2017,34,29.51,37.3,24.2
03 Baoruco,2017,35,29.5,37.2,24.1
03 Baoruco,2017,36,29.09,37.2,23.5
03 Baoruco,2017,37,28.86,36.0,24.6
03 Baoruco,2017,38,29.3,36.2,24.5
03 Baoruco,2017,39,28.21,35.7,22.9
03 Baoruco,2017,40,27.86,35.0,22.9
03 Baoruco,2017,41,27.46,34.6,23.1
03 Baoruco,2017,42,27.26,32.5,21.8
03 Baoruco,2017,43,27.59,34.3,22.4
03 Baoruco,2017,44,28.04,34.0,23.1
03 Baoruco,2017,45,25.59,30.4,22.4
03 Baoruco,2017,46,25.3,30.6,22.5
03 Baoruco,2017,47,26.06,31.4,19.5
03 Baoruco,2017,48,26.57,31.8,22.2
03 Baoruco,2017,49,26.77,32.7,20.3
03 Baoruco,2017,50,26.57,33.7,21.0
03 Baoruco,2017,51,27.0,34.0,18.3
03 Baoruco,2017,52,26.89,34.2,19.5
03 Baoruco,2018,1,25.81,32.8,22.0
03 Baoruco,2018,2,24.9,30.5,19.3
03 Baoruco,2018,3,25.79,30.9,20.5
03 Baoruco,2018,4,26.4,32.2,21.6
03 Baoruco,2018,5,25.59,32.3,18.9
03 Baoruco,2018,6,26.11,33.5,18.8
03 Baoruco,2018,7,26.14,33.0,18.9
