province,year,week,avg_humidity,max_humidity,min_humidity
08 El Seibo,2021,17,78.6,96,49
08 El Seibo,2021,18,73.8,97,41
08 El Seibo,2021,19,78.4,96,38
08 El Seibo,2021,20,78.9,97,42
08 El Seibo,2021,21,78.8,97,45
08 El Seibo,2021,22,77.9,94,55
08 El Seibo,2021,23,84.9,97,56
08 El Seibo,2021,24,78.3,96,48
08 El Seibo,2021,25,79.2,97,53
08 El Seibo,2021,26,78.0,99,47
08 El Seibo,2021,27,75.8,96,45
08 El Seibo,2021,28,78.8,96,50
08 El Seibo,2021,29,78.5,98,45
08 El Seibo,2021,30,79.6,98,47
08 El Seibo,2021,31,81.2,96,54
08 El Seibo,2021,32,83.9,100,54
08 El Seibo,2021,33,82.9,100,48
08 El Seibo,2021,34,75.9,96,44
08 El Seibo,2021,35,77.4,98,42
08 El Seibo,2021,36,80.5,96,46
08 El Seibo,2021,37,84.1,99,55
08 El Seibo,2021,38,82.2,99,50
08 El Seibo,2021,39,84.7,100,49
08 El Seibo,2021,40,78.6,96,48
08 El Seibo,2021,41,87.6,100,56
08 El Seibo,2021,42,83.3,100,46
08 El Seibo,2021,43,77.4,94,47
08 El Seibo,2021,44,79.3,96,49
08 El Seibo,2021,45,77.3,95,48
08 El Seibo,2021,46,73.5,92,41
08 El Seibo,2021,47,77.9,95,48
08 El Seibo,2021,48,78.1,98,46
08 El Seibo,2021,49,75.0,94,45
08 El Seibo,2021,50,76.9,94,50
08 El Seibo,2021,51,83.1,100,50
08 El Seibo,2021,52,75.3,95,44
08 El Seibo,2022,1,79.2,96,50
08 El Seibo,2022,2,79.4,97,48
08 El Seibo,2022,3,76.9,96,44
08 El Seibo,2022,4,76.5,99,38
08 El Seibo,2022,5,82.6,97,53
08 El Seibo,2022,6,74.9,94,36
08 El Seibo,2022,7,75.6,96,47
08 El Seibo,2022,8,71.7,91,39
08 El Seibo,2022,9,81.2,100,45
08 El Seibo,2022,10,76.2,96,40
08 El Seibo,2022,11,73.0,94,41
08 El Seibo,2022,12,71.5,95,37
08 El Seibo,2022,13,77.3,100,45
08 El Seibo,2022,14,72.6,95,36
08 El Seibo,2022,15,74.6,96,40
08 El Seibo,2022,16,81.8,100,51
08 El Seibo,2022,17,74.2,100,42
08 El Seibo,2022,18,81.4,99,54
08 El Seibo,2022,19,80.1,98,46
08 El Seibo,2022,20,78.0,97,49
08 El Seibo,2022,21,80.7,98,45
08 El Seibo,2022,22,77.5,97,51
08 El Seibo,2022,23,74.4,96,44
08 El Seibo,2022,24,77.8,99,46
08 El Seibo,2022,25,77.3,98,47
08 El Seibo,2022,26,76.8,99,47
08 El Seibo,2022,27,77.5,96,49
08 El Seibo,2022,28,76.7,96,47
08 El Seibo,2022,29,76.7,95,50
08 El Seibo,2022,30,76.7,97,49
08 El Seibo,2022,31,76.1,96,51
08 El Seibo,2022,32,75.5,98,42
08 El Seibo,2022,33,80.8,98,51
08 El Seibo,2022,34,83.4,98,53
08 El Seibo,2022,35,81.6,96,54
08 El Seibo,2022,36,81.8,98,52
08 El Seibo,2022,37,78.9,99,49
08 El Seibo,2022,38,87.0,100,53
08 El Seibo,2022,39,84.9,99,53
08 El Seibo,2022,40,83.1,98,54
08 El Seibo,2022,41,83.1,96,55
08 El Seibo,2022,42,81.4,96,51
08 El Seibo,2022,43,88.0,100,58
08 El Seibo,2022,44,85.6,99,57
08 El Seibo,2022,45,84.2,97,52
08 El Seibo,2022,46,80.4,97,54
08 El Seibo,2022,47,79.6,96,52
08 El Seibo,2022,48,76.8,96,51
08 El Seibo,2022,49,76.2,96,51
08 El Seibo,2022,50,74.2,96,44
08 El Seibo,2022,51,77.6,95,47
08 El Seibo,2022,52,77.5,95,38
08 El Seibo,2023,1,81.9,97,57
08 El Seibo,2023,2,84.4,99,55
08 El Seibo,2023,3,71.2,94,44
08 El Seibo,2023,4,75.5,96,42
08 El Seibo,2023,5,73.7,95,48
08 El Seibo,2023,6,74.1,95,40
08 El Seibo,2023,7,74.9,95,40
08 El Seibo,2023,8,69.9,96,39
08 El Seibo,2023,9,69.7,96,36
08 El Seibo,2023,10,72.2,97,36
08 El Seibo,2023,11,73.6,96,41
08 El Seibo,2023,12,70.1,96,35
08 El Seibo,2023,13,70.9,95,37
08 El Seibo,2023,14,77.8,99,37
08 El Seibo,2023,15,78.7,99,47
08 El Seibo,2023,16,78.2,99,43
08 El Seibo,2023,17,76.0,99,42
08 El Seibo,2023,18,74.4,97,37
08 El Seibo,2023,19,73.1,96,36
08 El Seibo,2023,20,83.6,100,51
08 El Seibo,2023,21,82.8,98,58
08 El Seibo,2023,22,79.9,98,55
08 El Seibo,2023,23,77.6,97,50
08 El Seibo,2023,24,72.2,96,35
08 El Seibo,2023,25,70.9,94,39
08 El Seibo,2023,26,76.2,100,40
08 El Seibo,2023,27,76.5,97,47
08 El Seibo,2023,28,75.7,96,47
08 El Seibo,2023,29,75.8,97,43
08 El Seibo,2023,30,76.3,96,42
08 El Seibo,2023,31,79.0,100,52
08 El Seibo,2023,32,81.9,98,48
08 El Seibo,2023,33,75.5,97,46
08 El Seibo,2023,34,88.3,100,57
08 El Seibo,2023,35,81.4,98,53
08 El Seibo,2023,36,78.7,99,50
08 El Seibo,2023,37,83.2,100,49
08 El Seibo,2023,38,80.4,96,47
08 El Seibo,2023,39,77.9,96,52
08 El Seibo,2023,40,79.7,99,43
08 El Seibo,2023,41,77.0,97,42
08 El Seibo,2023,42,79.1,98,48
08 El Seibo,2023,43,80.8,98,52
08 El Seibo,2023,44,81.3,99,44
08 El Seibo,2023,45,85.2,97,49
08 El Seibo,2023,46,82.1,100,46
08 El Seibo,2023,47,80.5,100,54
08 El Seibo,2023,48,77.5,95,50
08 El Seibo,2023,49,79.7,96,53
08 El Seibo,2023,50,77.0,96,51
08 El Seibo,2023,51,79.5,100,49
08 El Seibo,2023,52,78.6,99,48
09 Espaillat,2015,1,86.8,97,63
09 Espaillat,2015,2,85.9,98,62
09 Espaillat,2015,3,87.0,98,63
09 Espaillat,2015,4,83.5,97,60
09 Espaillat,2015,5,89.8,100,54
09 Espaillat,2015,6,85.3,100,59
09 Espaillat,2015,7,81.4,98,61
09 Espaillat,2015,8,84.9,100,49
09 Espaillat,2015,9,82.7,97,54
09 Espaillat,2015,10,81.8,98,58
09 Espaillat,2015,11,84.1,96,59
09 Espaillat,2015,12,83.1,99,56
09 Espaillat,2015,13,78.8,100,49
09 Espaillat,2015,14,84.6,100,62
09 Espaillat,2015,15,84.3,96,59
09 Espaillat,2015,16,80.0,96,52
09 Espaillat,2015,17,77.2,98,46
09 Espaillat,2015,18,71.1,97,37
09 Espaillat,2015,19,73.2,94,43
09 Espaillat,2015,20,81.0,97,54
09 Espaillat,2015,21,85.1,97,62
09 Espaillat,2015,22,84.7,97,67
09 Espaillat,2015,23,82.0,97,58
09 Espaillat,2015,24,81.7,97,54
09 Espaillat,2015,25,84.8,97,63
09 Espaillat,2015,26,81.7,97,56
09 Espaillat,2015,27,82.4,96,61
09 Espaillat,2015,28,82.9,98,52
09 Espaillat,2015,29,81.1,97,56
09 Espaillat,2015,30,78.6,96,52
09 Espaillat,2015,31,80.8,96,51
09 Espaillat,2015,32,80.7,96,56
09 Espaillat,2015,33,79.1,95,55
09 Espaillat,2015,34,79.4,96,47
09 Espaillat,2015,35,84.9,99,57
09 Espaillat,2015,36,82.4,97,48
09 Espaillat,2015,37,82.9,97,51
09 Espaillat,2015,38,83.4,98,55
09 Espaillat,2015,39,83.4,97,57
09 Espaillat,2015,40,78.8,97,42
09 Espaillat,2015,41,77.8,97,49
09 Espaillat,2015,42,81.8,96,55
09 Espaillat,2015,43,87.2,100,62
09 Espaillat,2015,44,86.5,96,61
09 Espaillat,2015,45,89.2,100,70
09 Espaillat,2015,46,85.8,97,65
09 Espaillat,2015,47,83.2,98,56
09 Espaillat,2015,48,85.3,100,52
09 Espaillat,2015,49,85.7,97,60
09 Espaillat,2015,50,82.9,97,54
09 Espaillat,2015,51,84.7,98,57
09 Espaillat,2015,52,89.3,100,70
09 Espaillat,2016,1,81.5,97,57
09 Espaillat,2016,2,80.0,98,53
09 Espaillat,2016,3,85.5,100,54
09 Espaillat,2016,4,84.9,99,51
09 Espaillat,2016,5,82.4,97,57
09 Espaillat,2016,6,85.5,100,55
09 Espaillat,2016,7,83.4,100,56
09 Espaillat,2016,8,82.1,97,56
09 Espaillat,2016,9,85.3,99,54
09 Espaillat,2016,10,76.1,100,52
09 Espaillat,2016,11,80.5,96,48
09 Espaillat,2016,12,79.5,96,51
09 Espaillat,2016,13,80.0,97,48
09 Espaillat,2016,14,81.4,97,46
09 Espaillat,2016,15,80.2,96,50
09 Espaillat,2016,16,81.4,99,62
09 Espaillat,2016,17,88.4,99,68
09 Espaillat,2016,18,82.2,96,61
09 Espaillat,2016,19,85.6,96,66
09 Espaillat,2016,20,82.4,97,57
09 Espaillat,2016,21,83.5,100,57
09 Espaillat,2016,22,86.4,97,65
09 Espaillat,2016,23,78.1,97,51
09 Espaillat,2016,24,76.9,97,51
09 Espaillat,2016,25,85.3,96,62
09 Espaillat,2016,26,82.6,97,58
09 Espaillat,2016,27,83.2,97,56
09 Espaillat,2016,28,85.3,97,59
09 Espaillat,2016,29,84.8,97,59
09 Espaillat,2016,30,87.1,97,63
09 Espaillat,2016,31,87.4,97,59
09 Espaillat,2016,32,84.4,97,61
09 Espaillat,2016,33,82.6,97,57
09 Espaillat,2016,34,87.2,100,64
09 Espaillat,2016,35,83.7,97,54
09 Espaillat,2016,36,83.3,100,59
09 Espaillat,2016,37,83.0,96,58
09 Espaillat,2016,38,84.5,97,60
09 Espaillat,2016,39,86.5,97,60
09 Espaillat,2016,40,86.3,100,59
09 Espaillat,2016,41,87.3,100,62
09 Espaillat,2016,42,89.7,100,63
09 Espaillat,2016,43,91.3,100,62
09 Espaillat,2016,44,90.1,100,66
09 Espaillat,2016,45,92.6,100,70
09 Espaillat,2016,46,91.1,100,70
09 Espaillat,2016,47,87.9,100,62
09 Espaillat,2016,48,89.3,100,67
09 Espaillat,2016,49,84.9,98,57
09 Espaillat,2016,50,88.4,98,61
09 Espaillat,2016,51,91.0,98,75
09 Espaillat,2016,52,87.9,100,63
09 Espaillat,2017,1,81.4,97,47
09 Espaillat,2017,2,80.7,100,57
09 Espaillat,2017,3,82.6,100,51
09 Espaillat,2017,4,78.6,97,47
09 Espaillat,2017,5,83.9,99,54
09 Espaillat,2017,6,85.1,100,48
09 Espaillat,2017,7,83.0,100,60
09 Espaillat,2017,8,77.6,100,48
09 Espaillat,2017,9,83.0,100,49
09 Espaillat,2017,10,79.4,99,59
09 Espaillat,2017,11,81.0,96,51
09 Espaillat,2017,12,89.6,100,67
09 Espaillat,2017,13,81.0,99,55
09 Espaillat,2017,14,80.9,99,51
09 Espaillat,2017,15,83.0,100,54
09 Espaillat,2017,16,83.0,100,59
09 Espaillat,2017,17,87.3,100,68
09 Espaillat,2017,18,84.3,100,55
09 Espaillat,2017,19,85.2,100,57
09 Espaillat,2017,20,82.9,100,53
09 Espaillat,2017,21,79.5,99,47
09 Espaillat,2017,22,81.7,98,51
09 Espaillat,2017,23,75.9,94,47
09 Espaillat,2017,24,78.2,96,57
09 Espaillat,2017,25,80.9,95,55
09 Espaillat,2017,26,82.5,97,62
09 Espaillat,2017,27,82.4,96,54
09 Espaillat,2017,28,86.6,100,62
09 Espaillat,2017,29,82.0,96,55
09 Espaillat,2017,30,82.3,98,56
09 Espaillat,2017,31,81.7,97,59
09 Espaillat,2017,32,83.6,100,54
09 Espaillat,2017,33,85.2,100,59
09 Espaillat,2017,34,83.1,96,60
09 Espaillat,2017,35,82.2,98,58
09 Espaillat,2017,36,85.8,100,58
09 Espaillat,2017,37,85.0,100,57
09 Espaillat,2017,38,85.2,100,46
09 Espaillat,2017,39,80.4,98,56
09 Espaillat,2017,40,84.5,100,57
09 Espaillat,2017,41,87.7,100,59
09 Espaillat,2017,42,81.0,99,53
09 Espaillat,2017,43,82.9,99,54
09 Espaillat,2017,44,85.3,99,63
09 Espaillat,2017,45,89.0,100,63
09 Espaillat,2017,46,90.5,100,64
09 Espaillat,2017,47,86.2,100,48
09 Espaillat,2017,48,87.3,100,57
09 Espaillat,2017,49,86.1,100,57
09 Espaillat,2017,50,82.1,100,52
09 Espaillat,2017,51,85.5,99,59
09 Espaillat,2017,52,86.5,99,63
09 Espaillat,2018,1,89.1,100,60
09 Espaillat,2018,2,85.1,100,64
09 Espaillat,2018,3,88.7,100,69
09 Espaillat,2018,4,88.5,100,67
09 Espaillat,2018,5,82.0,100,57
09 Espaillat,2018,6,86.0,99,67
09 Espaillat,2018,7,82.5,100,62
09 Espaillat,2018,8,83.2,100,54
09 Espaillat,2018,9,82.4,100,53
09 Espaillat,2018,10,77.3,100,51
09 Espaillat,2018,11,78.8,100,46
09 Espaillat,2018,12,81.8,100,50
09 Espaillat,2018,13,78.4,100,53
09 Espaillat,2018,14,85.0,100,57
09 Espaillat,2018,15,80.3,96,49
09 Espaillat,2018,16,80.2,96,55
09 Espaillat,2018,17,77.9,96,50
09 Espaillat,2018,18,79.0,99,55
09 Espaillat,2018,19,77.3,94,54
09 Espaillat,2018,20,80.0,94,55
09 Espaillat,2018,21,78.1,94,49
09 Espaillat,2018,22,77.4,94,43
09 Espaillat,2018,23,74.6,93,44
09 Espaillat,2018,24,76.9,95,51
09 Espaillat,2018,25,78.4,96,50
09 Espaillat,2018,26,78.8,96,51
09 Espaillat,2018,27,76.7,95,44
09 Espaillat,2018,28,81.4,100,47
09 Espaillat,2018,29,80.4,96,58
09 Espaillat,2018,30,77.6,95,47
09 Espaillat,2018,31,79.3,95,50
09 Espaillat,2018,32,80.2,95,54
09 Espaillat,2018,33,83.3,100,58
09 Espaillat,2018,34,79.2,97,54
09 Espaillat,2018,35,84.6,100,60
09 Espaillat,2018,36,84.3,99,60
09 Espaillat,2018,37,84.3,100,59
09 Espaillat,2018,38,81.1,95,57
09 Espaillat,2018,39,85.3,100,59
09 Espaillat,2018,40,89.4,100,59
09 Espaillat,2018,41,84.8,100,57
09 Espaillat,2018,42,85.9,100,63
09 Espaillat,2018,43,83.6,100,57
09 Espaillat,2018,44,84.3,100,59
09 Espaillat,2018,45,88.4,100,64
09 Espaillat,2018,46,86.8,100,61
09 Espaillat,2018,47,82.1,98,56
09 Espaillat,2018,48,84.3,100,54
09 Espaillat,2018,49,83.1,100,54
09 Espaillat,2018,50,78.8,96,46
09 Espaillat,2018,51,78.8,100,44
09 Espaillat,2018,52,80.9,100,58
09 Espaillat,2019,1,78.7,97,50
09 Espaillat,2019,2,83.5,100,48
09 Espaillat,2019,3,80.3,100,46
09 Espaillat,2019,4,79.0,95,47
09 Espaillat,2019,5,77.1,94,51
09 Espaillat,2019,6,83.5,100,45
09 Espaillat,2019,7,81.9,99,46
09 Espaillat,2019,8,77.2,95,45
09 Espaillat,2019,9,76.9,95,46
09 Espaillat,2019,10,78.5,96,47
09 Espaillat,2019,11,79.2,100,49
09 Espaillat,2019,12,77.0,99,41
09 Espaillat,2019,13,85.6,100,60
09 Espaillat,2019,14,82.0,100,55
09 Espaillat,2019,15,75.3,93,45
09 Espaillat,2019,16,75.3,93,46
09 Espaillat,2019,17,77.1,99,47
09 Espaillat,2019,18,78.1,98,50
09 Espaillat,2019,19,78.1,95,55
09 Espaillat,2019,20,72.5,96,36
09 Espaillat,2019,21,84.3,100,51
09 Espaillat,2019,22,83.2,100,55
09 Espaillat,2019,23,82.3,100,49
09 Espaillat,2019,24,76.3,94,40
09 Espaillat,2019,25,77.6,96,49
09 Espaillat,2019,26,80.7,97,56
09 Espaillat,2019,27,77.2,94,47
09 Espaillat,2019,28,76.4,94,51
09 Espaillat,2019,29,80.5,99,56
09 Espaillat,2019,30,78.8,97,51
09 Espaillat,2019,31,83.6,100,58
09 Espaillat,2019,32,78.1,95,50
09 Espaillat,2019,33,78.9,96,49
09 Espaillat,2019,34,78.9,96,54
09 Espaillat,2019,35,79.5,99,50
09 Espaillat,2019,36,78.7,98,48
09 Espaillat,2019,37,82.0,100,51
09 Espaillat,2019,38,82.7,100,50
09 Espaillat,2019,39,91.1,100,60
09 Espaillat,2019,40,89.6,100,57
09 Espaillat,2019,41,81.8,97,56
09 Espaillat,2019,42,81.8,99,50
09 Espaillat,2019,43,88.3,100,65
09 Espaillat,2019,44,85.4,100,65
09 Espaillat,2019,45,81.9,98,51
09 Espaillat,2019,46,85.5,100,59
09 Espaillat,2019,47,85.0,100,55
09 Espaillat,2019,48,82.5,100,50
09 Espaillat,2019,49,89.1,100,55
09 Espaillat,2019,50,88.3,100,64
09 Espaillat,2019,51,82.9,99,53
09 Espaillat,2019,52,83.0,100,45
09 Espaillat,2020,1,85.5,100,58
09 Espaillat,2020,2,84.8,99,57
09 Espaillat,2020,3,85.5,100,59
09 Espaillat,2020,4,82.5,100,61
09 Espaillat,2020,5,82.8,100,53
09 Espaillat,2020,6,83.6,100,53
09 Espaillat,2020,7,81.5,99,59
09 Espaillat,2020,8,82.8,99,58
09 Espaillat,2020,9,82.1,100,58
09 Espaillat,2020,10,87.3,100,57
09 Espaillat,2020,11,86.4,100,65
09 Espaillat,2020,12,79.6,100,52
09 Espaillat,2020,13,82.7,99,63
09 Espaillat,2020,14,82.9,100,55
09 Espaillat,2020,15,85.7,99,64
09 Espaillat,2020,16,81.8,96,56
09 Espaillat,2020,17,77.2,99,47
09 Espaillat,2020,18,77.2,95,45
09 Espaillat,2020,19,77.5,98,41
09 Espaillat,2020,20,74.8,95,42
09 Espaillat,2020,21,79.2,99,51
09 Espaillat,2020,22,80.1,99,45
09 Espaillat,2020,23,77.7,95,54
09 Espaillat,2020,24,80.5,98,53
09 Espaillat,2020,25,76.6,95,49
09 Espaillat,2020,26,79.3,96,50
09 Espaillat,2020,27,81.3,97,54
09 Espaillat,2020,28,77.7,95,53
09 Espaillat,2020,29,80.4,100,56
09 Espaillat,2020,30,82.3,100,52
09 Espaillat,2020,31,84.8,100,55
09 Espaillat,2020,32,79.7,97,55
09 Espaillat,2020,33,82.9,96,60
09 Espaillat,2020,34,84.8,100,57
09 Espaillat,2020,35,83.6,98,61
09 Espaillat,2020,36,85.5,100,62
09 Espaillat,2020,37,82.3,98,56
09 Espaillat,2020,38,85.5,100,58
09 Espaillat,2020,39,86.2,100,64
09 Espaillat,2020,40,84.5,97,62
09 Espaillat,2020,41,84.2,100,58
09 Espaillat,2020,42,84.8,100,61
09 Espaillat,2020,43,80.9,100,49
09 Espaillat,2020,44,83.9,100,60
09 Espaillat,2020,45,85.6,100,62
09 Espaillat,2020,46,87.6,99,65
09 Espaillat,2020,47,87.9,100,58
09 Espaillat,2020,48,85.9,100,62
09 Espaillat,2020,49,81.6,96,56
09 Espaillat,2020,50,89.1,100,51
09 Espaillat,2020,51,88.6,100,67
09 Espaillat,2020,52,86.2,100,63
09 Espaillat,2021,1,82.2,98,58
09 Espaillat,2021,2,81.1,98,50
09 Espaillat,2021,3,86.0,100,64
09 Espaillat,2021,4,81.4,99,53
09 Espaillat,2021,5,84.7,100,51
09 Espaillat,2021,6,82.2,94,48
09 Espaillat,2021,7,80.5,96,53
09 Espaillat,2021,8,80.5,99,50
09 Espaillat,2021,9,79.0,99,44
09 Espaillat,2021,10,89.7,100,61
09 Espaillat,2021,11,78.4,98,54
09 Espaillat,2021,12,81.5,95,56
09 Espaillat,2021,13,82.5,100,44
09 Espaillat,2021,14,83.2,99,50
09 Espaillat,2021,15,79.6,100,48
09 Espaillat,2021,16,77.3,95,43
09 Espaillat,2021,17,83.2,100,59
09 Espaillat,2021,18,78.1,95,51
09 Espaillat,2021,19,80.6,95,53
09 Espaillat,2021,20,85.4,100,47
09 Espaillat,2021,21,85.3,100,62
09 Espaillat,2021,22,83.5,96,66
09 Espaillat,2021,23,87.1,100,59
09 Espaillat,2021,24,80.9,97,60
09 Espaillat,2021,25,83.3,97,57
09 Espaillat,2021,26,80.2,94,51
09 Espaillat,2021,27,80.2,100,59
09 Espaillat,2021,28,83.4,99,61
09 Espaillat,2021,29,81.9,99,53
09 Espaillat,2021,30,81.1,96,59
09 Espaillat,2021,31,81.9,96,57
09 Espaillat,2021,32,86.6,100,47
09 Espaillat,2021,33,85.0,99,58
09 Espaillat,2021,34,81.6,97,56
09 Espaillat,2021,35,80.4,96,50
09 Espaillat,2021,36,81.6,97,55
09 Espaillat,2021,37,84.3,100,59
09 Espaillat,2021,38,88.6,100,65
09 Espaillat,2021,39,87.2,100,55
09 Espaillat,2021,40,82.7,100,56
09 Espaillat,2021,41,88.7,100,61
09 Espaillat,2021,42,84.1,100,52
09 Espaillat,2021,43,76.1,94,44
09 Espaillat,2021,44,80.0,100,52
09 Espaillat,2021,45,80.3,100,52
09 Espaillat,2021,46,78.6,97,55
09 Espaillat,2021,47,83.9,100,50
09 Espaillat,2021,48,84.5,100,51
09 Espaillat,2021,49,83.4,100,59
09 Espaillat,2021,50,83.9,100,55
09 Espaillat,2021,51,83.9,100,47
09 Espaillat,2021,52,76.9,100,46
09 Espaillat,2022,1,80.9,100,48
09 Espaillat,2022,2,82.2,100,49
09 Espaillat,2022,3,79.3,100,47
09 Espaillat,2022,4,79.9,100,48
09 Espaillat,2022,5,89.2,100,61
09 Espaillat,2022,6,79.3,98,56
09 Espaillat,2022,7,81.7,97,56
09 Espaillat,2022,8,81.7,100,60
09 Espaillat,2022,9,85.3,100,54
09 Espaillat,2022,10,81.2,100,58
09 Espaillat,2022,11,76.5,93,51
09 Espaillat,2022,12,76.6,99,43
09 Espaillat,2022,13,84.3,100,53
09 Espaillat,2022,14,76.8,95,50
09 Espaillat,2022,15,80.7,100,58
09 Espaillat,2022,16,81.4,100,57
09 Espaillat,2022,17,76.9,99,49
09 Espaillat,2022,18,79.7,100,46
09 Espaillat,2022,19,75.3,96,38
09 Espaillat,2022,20,77.7,95,52
09 Espaillat,2022,21,82.1,98,60
09 Espaillat,2022,22,72.7,94,40
09 Espaillat,2022,23,75.1,96,45
09 Espaillat,2022,24,76.4,97,34
09 Espaillat,2022,25,76.2,99,49
09 Espaillat,2022,26,76.8,100,52
09 Espaillat,2022,27,79.7,97,51
09 Espaillat,2022,28,77.9,96,54
09 Espaillat,2022,29,80.1,100,58
09 Espaillat,2022,30,81.1,98,58
09 Espaillat,2022,31,80.7,99,58
09 Espaillat,2022,32,79.3,98,54
09 Espaillat,2022,33,83.5,100,56
09 Espaillat,2022,34,80.6,98,54
09 Espaillat,2022,35,83.8,100,58
09 Espaillat,2022,36,82.9,100,56
09 Espaillat,2022,37,81.7,100,55
09 Espaillat,2022,38,86.1,100,57
09 Espaillat,2022,39,81.2,100,56
09 Espaillat,2022,40,84.3,100,59
09 Espaillat,2022,41,81.9,100,55
09 Espaillat,2022,42,81.5,100,52
09 Espaillat,2022,43,86.1,100,53
09 Espaillat,2022,44,87.1,100,60
09 Espaillat,2022,45,84.9,100,62
09 Espaillat,2022,46,82.2,99,57
09 Espaillat,2022,47,83.6,99,62
09 Espaillat,2022,48,86.0,100,60
09 Espaillat,2022,49,82.6,100,56
09 Espaillat,2022,50,78.9,100,52
09 Espaillat,2022,51,78.5,96,51
09 Espaillat,2022,52,79.9,96,51
09 Espaillat,2023,1,84.0,99,57
09 Espaillat,2023,2,85.5,100,60
09 Espaillat,2023,3,76.7,97,46
09 Espaillat,2023,4,77.7,97,43
09 Espaillat,2023,5,79.6,98,49
09 Espaillat,2023,6,78.3,96,51
09 Espaillat,2023,7,78.0,99,44
09 Espaillat,2023,8,76.3,98,48
09 Espaillat,2023,9,75.4,100,42
09 Espaillat,2023,10,75.6,100,50
09 Espaillat,2023,11,76.1,100,42
09 Espaillat,2023,12,75.5,96,46
09 Espaillat,2023,13,75.2,95,42
09 Espaillat,2023,14,80.6,100,40
09 Espaillat,2023,15,81.7,100,56
09 Espaillat,2023,16,79.5,100,51
09 Espaillat,2023,17,80.3,100,51
09 Espaillat,2023,18,76.7,99,39
09 Espaillat,2023,19,76.4,97,39
09 Espaillat,2023,20,85.5,100,50
09 Espaillat,2023,21,81.9,100,51
09 Espaillat,2023,22,76.1,100,48
09 Espaillat,2023,23,71.6,97,40
09 Espaillat,2023,24,74.4,95,43
09 Espaillat,2023,25,74.5,92,44
09 Espaillat,2023,26,76.0,96,41
09 Espaillat,2023,27,73.4,93,49
09 Espaillat,2023,28,74.5,95,45
09 Espaillat,2023,29,77.1,95,45
09 Espaillat,2023,30,77.1,94,47
09 Espaillat,2023,31,77.6,96,48
09 Espaillat,2023,32,79.9,95,49
09 Espaillat,2023,33,75.9,95,46
09 Espaillat,2023,34,84.5,99,58
09 Espaillat,2023,35,77.4,94,49
09 Espaillat,2023,36,77.3,98,39
09 Espaillat,2023,37,80.9,97,55
09 Espaillat,2023,38,78.5,98,50
09 Espaillat,2023,39,80.6,97,59
09 Espaillat,2023,40,80.7,96,46
09 Espaillat,2023,41,74.1,92,42
09 Espaillat,2023,42,78.3,97,41
09 Espaillat,2023,43,86.1,100,60
09 Espaillat,2023,44,77.9,95,52
09 Espaillat,2023,45,81.8,96,51
09 Espaillat,2023,46,77.5,100,41
09 Espaillat,2023,47,82.8,99,61
09 Espaillat,2023,48,76.6,100,52
09 Espaillat,2023,49,80.1,99,43
09 Espaillat,2023,50,82.1,100,55
09 Espaillat,2023,51,83.8,100,60
09 Espaillat,2023,52,81.9,99,60
10 Independencia,2015,1,65.9,90,39
10 Independencia,2015,2,66.5,96,36
10 Independencia,2015,3,71.3,99,36
10 Independencia,2015,4,72.4,99,40
10 Independencia,2015,5,77.9,99,38
10 Independencia,2015,6,73.2,97,36
10 Independencia,2015,7,78.0,100,49
10 Independencia,2015,8,73.2,98,43
10 Independencia,2015,9,68.9,98,39
10 Independencia,2015,10,64.7,96,32
10 Independencia,2015,11,64.5,96,29
10 Independencia,2015,12,73.8,93,46
10 Independencia,2015,13,71.9,94,42
10 Independencia,2015,14,74.2,93,45
10 Independencia,2015,15,68.0,97,38
10 Independencia,2015,16,62.7,96,31
10 Independencia,2015,17,67.8,94,38
10 Independencia,2015,18,62.0,91,29
10 Independencia,2015,19,63.4,97,30
10 Independencia,2015,20,63.7,90,35
10 Independencia,2015,21,71.2,94,39
10 Independencia,2015,22,75.1,94,41
10 Independencia,2015,23,71.2,95,42
10 Independencia,2015,24,67.2,96,33
10 Independencia,2015,25,67.5,94,32
10 Independencia,2015,26,68.2,92,38
10 Independencia,2015,27,63.6,96,24
10 Independencia,2015,28,64.1,93,33
10 Independencia,2015,29,64.6,94,34
10 Independencia,2015,30,64.1,97,35
10 Independencia,2015,31,60.8,94,25
10 Independencia,2015,32,65.6,94,33
10 Independencia,2015,33,63.3,87,35
10 Independencia,2015,34,67.3,92,33
10 Independencia,2015,35,70.7,97,31
10 Independencia,2015,36,73.5,98,39
10 Independencia,2015,37,68.6,94,35
10 Independencia,2015,38,73.1,99,35
10 Independencia,2015,39,77.9,99,51
10 Independencia,2015,40,79.8,99,41
10 Independencia,2015,41,69.2,98,40
10 Independencia,2015,42,72.7,99,46
10 Independencia,2015,43,81.7,99,56
10 Independencia,2015,44,79.4,99,54
10 Independencia,2015,45,73.5,95,46
10 Independencia,2015,46,73.8,95,43
10 Independencia,2015,47,71.5,98,40
10 Independencia,2015,48,74.4,99,37
10 Independencia,2015,49,78.4,97,49
10 Independencia,2015,50,77.3,98,44
10 Independencia,2015,51,77.4,98,49
10 Independencia,2015,52,73.4,96,38
10 Independencia,2016,1,71.4,99,39
10 Independencia,2016,2,70.3,98,39
10 Independencia,2016,3,72.3,98,31
10 Independencia,2016,4,70.7,99,40
10 Independencia,2016,5,67.2,98,30
10 Independencia,2016,6,69.9,96,33
10 Independencia,2016,7,74.9,97,39
10 Independencia,2016,8,67.3,90,35
