province,year,week,avg_humidity,max_humidity,min_humidity
29 Monte Plata,2019,36,80.3,100,44
29 Monte Plata,2019,37,81.6,99,48
29 Monte Plata,2019,38,88.9,100,51
29 Monte Plata,2019,39,87.0,100,58
29 Monte Plata,2019,40,87.5,100,52
29 Monte Plata,2019,41,81.7,99,44
29 Monte Plata,2019,42,80.5,99,40
29 Monte Plata,2019,43,87.0,100,53
29 Monte Plata,2019,44,80.2,98,43
29 Monte Plata,2019,45,81.4,98,48
29 Monte Plata,2019,46,85.0,100,51
29 Monte Plata,2019,47,77.2,99,36
29 Monte Plata,2019,48,74.6,98,45
29 Monte Plata,2019,49,86.7,100,52
29 Monte Plata,2019,50,85.6,100,56
29 Monte Plata,2019,51,83.5,100,48
29 Monte Plata,2019,52,81.8,99,49
29 Monte Plata,2020,1,78.5,98,47
29 Monte Plata,2020,2,75.8,96,44
29 Monte Plata,2020,3,77.0,94,44
29 Monte Plata,2020,4,80.8,100,52
29 Monte Plata,2020,5,78.2,98,42
29 Monte Plata,2020,6,77.7,96,41
29 Monte Plata,2020,7,76.2,100,37
29 Monte Plata,2020,8,79.0,99,44
29 Monte Plata,2020,9,75.8,99,36
29 Monte Plata,2020,10,81.2,99,42
29 Monte Plata,2020,11,82.8,100,49
29 Monte Plata,2020,12,75.3,95,44
29 Monte Plata,2020,13,78.2,100,46
29 Monte Plata,2020,14,75.8,100,41
29 Monte Plata,2020,15,81.3,100,44
29 Monte Plata,2020,16,77.4,99,38
29 Monte Plata,2020,17,75.5,97,35
29 Monte Plata,2020,18,75.5,97,38
29 Monte Plata,2020,19,79.8,99,45
29 Monte Plata,2020,20,75.8,100,44
29 Monte Plata,2020,21,77.7,100,46
29 Monte Plata,2020,22,80.8,100,51
29 Monte Plata,2020,23,79.5,99,39
29 Monte Plata,2020,24,76.7,100,39
29 Monte Plata,2020,25,79.0,99,41
29 Monte Plata,2020,26,75.5,98,38
29 Monte Plata,2020,27,81.1,98,47
29 Monte Plata,2020,28,79.5,100,45
29 Monte Plata,2020,29,78.4,100,42
29 Monte Plata,2020,30,80.8,100,37
29 Monte Plata,2020,31,82.8,100,51
29 Monte Plata,2020,32,77.9,98,42
29 Monte Plata,2020,33,77.5,98,36
29 Monte Plata,2020,34,83.8,100,37
29 Monte Plata,2020,35,80.4,99,46
29 Monte Plata,2020,36,87.1,100,54
29 Monte Plata,2020,37,81.8,98,55
29 Monte Plata,2020,38,81.8,99,48
29 Monte Plata,2020,39,81.2,98,49
29 Monte Plata,2020,40,89.1,100,52
29 Monte Plata,2020,41,85.1,100,50
29 Monte Plata,2020,42,88.8,100,58
29 Monte Plata,2020,43,83.3,100,52
29 Monte Plata,2020,44,85.7,100,55
29 Monte Plata,2020,45,91.3,100,58
29 Monte Plata,2020,46,90.9,100,60
29 Monte Plata,2020,47,89.5,100,54
29 Monte Plata,2020,48,83.4,100,48
29 Monte Plata,2020,49,79.3,97,50
29 Monte Plata,2020,50,87.2,100,57
29 Monte Plata,2020,51,85.8,98,52
29 Monte Plata,2020,52,84.0,98,49
29 Monte Plata,2021,1,77.7,98,44
29 Monte Plata,2021,2,79.3,99,45
29 Monte Plata,2021,3,79.3,98,44
29 Monte Plata,2021,4,75.8,97,41
29 Monte Plata,2021,5,80.6,98,44
29 Monte Plata,2021,6,75.3,97,37
29 Monte Plata,2021,7,74.0,98,32
29 Monte Plata,2021,8,72.7,97,31
29 Monte Plata,2021,9,74.2,98,34
29 Monte Plata,2021,10,80.5,100,41
29 Monte Plata,2021,11,74.0,97,36
29 Monte Plata,2021,12,79.3,99,50
29 Monte Plata,2021,13,77.9,98,41
29 Monte Plata,2021,14,79.2,100,39
29 Monte Plata,2021,15,75.8,100,38
29 Monte Plata,2021,16,78.1,99,42
29 Monte Plata,2021,17,80.3,98,39
29 Monte Plata,2021,18,75.6,98,39
29 Monte Plata,2021,19,78.7,100,45
29 Monte Plata,2021,20,82.2,100,44
29 Monte Plata,2021,21,82.9,100,48
29 Monte Plata,2021,22,84.7,100,49
29 Monte Plata,2021,23,87.8,100,57
29 Monte Plata,2021,24,79.5,97,47
29 Monte Plata,2021,25,84.4,100,48
29 Monte Plata,2021,26,82.1,100,44
29 Monte Plata,2021,27,79.2,100,42
29 Monte Plata,2021,28,82.1,100,51
29 Monte Plata,2021,29,81.2,99,47
29 Monte Plata,2021,30,84.5,100,44
29 Monte Plata,2021,31,81.9,99,49
29 Monte Plata,2021,32,86.1,100,52
29 Monte Plata,2021,33,86.9,100,54
29 Monte Plata,2021,34,77.4,97,45
29 Monte Plata,2021,35,80.1,100,40
29 Monte Plata,2021,36,79.6,100,47
29 Monte Plata,2021,37,85.0,100,52
29 Monte Plata,2021,38,82.1,100,49
29 Monte Plata,2021,39,85.0,100,45
29 Monte Plata,2021,40,81.0,99,36
29 Monte Plata,2021,41,89.1,100,56
29 Monte Plata,2021,42,85.8,100,46
29 Monte Plata,2021,43,80.7,99,49
29 Monte Plata,2021,44,83.8,99,49
29 Monte Plata,2021,45,79.8,98,46
29 Monte Plata,2021,46,74.8,98,38
29 Monte Plata,2021,47,79.7,100,46
29 Monte Plata,2021,48,80.9,100,51
29 Monte Plata,2021,49,77.4,97,42
29 Monte Plata,2021,50,79.7,98,40
29 Monte Plata,2021,51,83.6,100,45
29 Monte Plata,2021,52,73.4,98,40
29 Monte Plata,2022,1,76.6,98,42
29 Monte Plata,2022,2,80.0,98,49
29 Monte Plata,2022,3,76.9,98,38
29 Monte Plata,2022,4,76.5,99,40
29 Monte Plata,2022,5,86.6,100,51
29 Monte Plata,2022,6,80.7,100,45
29 Monte Plata,2022,7,78.3,99,43
29 Monte Plata,2022,8,75.8,97,46
29 Monte Plata,2022,9,84.0,100,45
29 Monte Plata,2022,10,83.1,100,42
29 Monte Plata,2022,11,74.8,96,36
29 Monte Plata,2022,12,74.4,100,39
29 Monte Plata,2022,13,80.6,100,37
29 Monte Plata,2022,14,75.7,96,41
29 Monte Plata,2022,15,78.3,100,35
29 Monte Plata,2022,16,86.4,100,48
29 Monte Plata,2022,17,75.1,100,40
29 Monte Plata,2022,18,82.3,100,53
29 Monte Plata,2022,19,81.6,100,51
29 Monte Plata,2022,20,79.8,99,49
29 Monte Plata,2022,21,84.0,99,47
29 Monte Plata,2022,22,78.9,98,49
29 Monte Plata,2022,23,78.1,99,42
29 Monte Plata,2022,24,78.5,100,43
29 Monte Plata,2022,25,76.8,98,45
29 Monte Plata,2022,26,80.2,100,45
29 Monte Plata,2022,27,82.8,100,49
29 Monte Plata,2022,28,79.9,98,42
29 Monte Plata,2022,29,81.7,100,48
29 Monte Plata,2022,30,82.7,98,49
29 Monte Plata,2022,31,79.4,98,45
29 Monte Plata,2022,32,79.5,100,41
29 Monte Plata,2022,33,84.3,100,51
29 Monte Plata,2022,34,84.3,99,47
29 Monte Plata,2022,35,84.2,100,54
29 Monte Plata,2022,36,86.1,100,52
29 Monte Plata,2022,37,81.5,100,44
29 Monte Plata,2022,38,87.3,100,52
29 Monte Plata,2022,39,87.7,100,58
29 Monte Plata,2022,40,84.4,99,48
29 Monte Plata,2022,41,84.3,99,50
29 Monte Plata,2022,42,81.3,97,52
29 Monte Plata,2022,43,88.5,100,52
29 Monte Plata,2022,44,88.0,100,58
29 Monte Plata,2022,45,84.8,99,56
29 Monte Plata,2022,46,83.7,100,50
29 Monte Plata,2022,47,80.8,98,48
29 Monte Plata,2022,48,79.3,99,45
29 Monte Plata,2022,49,75.1,94,49
29 Monte Plata,2022,50,74.7,97,41
29 Monte Plata,2022,51,77.6,97,38
29 Monte Plata,2022,52,78.4,97,44
29 Monte Plata,2023,1,84.5,100,51
29 Monte Plata,2023,2,86.3,100,59
29 Monte Plata,2023,3,72.6,97,43
29 Monte Plata,2023,4,76.2,97,43
29 Monte Plata,2023,5,77.6,99,41
29 Monte Plata,2023,6,74.6,98,33
29 Monte Plata,2023,7,73.2,96,34
29 Monte Plata,2023,8,69.4,95,33
29 Monte Plata,2023,9,69.6,98,34
29 Monte Plata,2023,10,70.5,100,35
29 Monte Plata,2023,11,73.1,100,35
29 Monte Plata,2023,12,70.1,96,32
29 Monte Plata,2023,13,68.9,95,29
29 Monte Plata,2023,14,77.5,98,27
29 Monte Plata,2023,15,79.2,99,47
29 Monte Plata,2023,16,78.2,100,41
29 Monte Plata,2023,17,76.9,100,36
29 Monte Plata,2023,18,74.2,98,33
29 Monte Plata,2023,19,72.7,97,35
29 Monte Plata,2023,20,84.8,100,50
29 Monte Plata,2023,21,83.7,99,60
29 Monte Plata,2023,22,81.7,100,57
29 Monte Plata,2023,23,80.3,98,51
29 Monte Plata,2023,24,76.7,96,46
29 Monte Plata,2023,25,73.3,97,40
29 Monte Plata,2023,26,76.9,100,42
29 Monte Plata,2023,27,77.9,100,38
29 Monte Plata,2023,28,77.0,100,43
29 Monte Plata,2023,29,77.9,99,43
29 Monte Plata,2023,30,79.1,99,43
29 Monte Plata,2023,31,82.3,100,51
29 Monte Plata,2023,32,84.1,100,49
29 Monte Plata,2023,33,79.0,100,46
29 Monte Plata,2023,34,89.8,100,53
29 Monte Plata,2023,35,83.7,99,53
29 Monte Plata,2023,36,81.9,100,44
29 Monte Plata,2023,37,84.9,100,50
29 Monte Plata,2023,38,85.4,100,51
29 Monte Plata,2023,39,83.2,100,53
29 Monte Plata,2023,40,84.6,100,51
29 Monte Plata,2023,41,80.5,97,42
29 Monte Plata,2023,42,83.6,100,47
29 Monte Plata,2023,43,81.3,98,49
29 Monte Plata,2023,44,81.3,100,42
29 Monte Plata,2023,45,87.8,100,52
29 Monte Plata,2023,46,84.1,100,50
29 Monte Plata,2023,47,82.0,99,52
29 Monte Plata,2023,48,79.1,99,49
29 Monte Plata,2023,49,80.9,100,49
29 Monte Plata,2023,50,82.6,99,44
29 Monte Plata,2023,51,84.6,100,51
29 Monte Plata,2023,52,80.9,98,50
30 Hato Mayor,2015,1,79.3,96,56
30 Hato Mayor,2015,2,79.4,94,53
30 Hato Mayor,2015,3,82.6,98,49
30 Hato Mayor,2015,4,80.0,98,51
30 Hato Mayor,2015,5,85.3,100,54
30 Hato Mayor,2015,6,78.9,99,50
30 Hato Mayor,2015,7,82.0,98,60
30 Hato Mayor,2015,8,80.4,100,51
30 Hato Mayor,2015,9,75.9,97,42
30 Hato Mayor,2015,10,74.1,91,47
30 Hato Mayor,2015,11,73.9,93,41
30 Hato Mayor,2015,12,75.6,96,42
30 Hato Mayor,2015,13,73.7,97,44
30 Hato Mayor,2015,14,73.0,94,44
30 Hato Mayor,2015,15,74.8,93,47
30 Hato Mayor,2015,16,72.2,99,42
30 Hato Mayor,2015,17,73.8,97,43
30 Hato Mayor,2015,18,73.1,96,44
30 Hato Mayor,2015,19,68.5,97,37
30 Hato Mayor,2015,20,71.5,93,39
30 Hato Mayor,2015,21,79.6,97,53
30 Hato Mayor,2015,22,80.7,96,53
30 Hato Mayor,2015,23,81.2,98,57
30 Hato Mayor,2015,24,77.6,97,49
30 Hato Mayor,2015,25,77.9,95,49
30 Hato Mayor,2015,26,77.9,95,50
30 Hato Mayor,2015,27,76.4,94,52
30 Hato Mayor,2015,28,78.0,100,45
30 Hato Mayor,2015,29,75.3,96,43
30 Hato Mayor,2015,30,76.0,96,50
30 Hato Mayor,2015,31,72.8,95,41
30 Hato Mayor,2015,32,74.2,97,44
30 Hato Mayor,2015,33,71.8,94,39
30 Hato Mayor,2015,34,75.3,96,45
30 Hato Mayor,2015,35,82.0,99,52
30 Hato Mayor,2015,36,80.9,99,53
30 Hato Mayor,2015,37,79.0,96,47
30 Hato Mayor,2015,38,83.5,98,53
30 Hato Mayor,2015,39,82.9,97,56
30 Hato Mayor,2015,40,79.2,98,52
30 Hato Mayor,2015,41,79.2,99,49
30 Hato Mayor,2015,42,79.4,96,53
30 Hato Mayor,2015,43,82.5,98,56
30 Hato Mayor,2015,44,84.9,98,61
30 Hato Mayor,2015,45,87.7,100,64
30 Hato Mayor,2015,46,81.8,96,54
30 Hato Mayor,2015,47,80.0,96,51
30 Hato Mayor,2015,48,83.4,99,47
30 Hato Mayor,2015,49,83.3,98,55
30 Hato Mayor,2015,50,79.6,96,51
30 Hato Mayor,2015,51,79.5,96,52
30 Hato Mayor,2015,52,79.8,95,52
30 Hato Mayor,2016,1,81.2,98,52
30 Hato Mayor,2016,2,76.4,97,43
30 Hato Mayor,2016,3,77.3,99,42
30 Hato Mayor,2016,4,77.6,97,47
30 Hato Mayor,2016,5,77.6,97,49
30 Hato Mayor,2016,6,77.4,99,45
30 Hato Mayor,2016,7,77.5,98,51
30 Hato Mayor,2016,8,77.0,98,44
30 Hato Mayor,2016,9,77.1,98,51
30 Hato Mayor,2016,10,69.9,100,44
30 Hato Mayor,2016,11,77.3,96,43
30 Hato Mayor,2016,12,74.2,98,38
30 Hato Mayor,2016,13,75.3,96,38
30 Hato Mayor,2016,14,77.2,99,48
30 Hato Mayor,2016,15,74.0,96,39
30 Hato Mayor,2016,16,75.1,100,46
30 Hato Mayor,2016,17,89.6,100,70
30 Hato Mayor,2016,18,85.0,100,64
30 Hato Mayor,2016,19,84.8,100,58
30 Hato Mayor,2016,20,79.3,96,55
30 Hato Mayor,2016,21,82.4,100,57
30 Hato Mayor,2016,22,89.6,100,67
30 Hato Mayor,2016,23,83.1,99,55
30 Hato Mayor,2016,24,79.3,98,53
30 Hato Mayor,2016,25,83.7,96,56
30 Hato Mayor,2016,26,81.5,97,51
30 Hato Mayor,2016,27,80.7,96,51
30 Hato Mayor,2016,28,80.9,95,50
30 Hato Mayor,2016,29,79.9,96,52
30 Hato Mayor,2016,30,83.5,97,56
30 Hato Mayor,2016,31,85.5,100,53
30 Hato Mayor,2016,32,81.3,99,54
30 Hato Mayor,2016,33,79.5,96,50
30 Hato Mayor,2016,34,87.6,100,54
30 Hato Mayor,2016,35,81.0,99,49
30 Hato Mayor,2016,36,83.1,100,54
30 Hato Mayor,2016,37,83.5,98,56
30 Hato Mayor,2016,38,83.8,98,59
30 Hato Mayor,2016,39,81.8,97,56
30 Hato Mayor,2016,40,86.7,100,61
30 Hato Mayor,2016,41,85.4,99,62
30 Hato Mayor,2016,42,88.4,100,63
30 Hato Mayor,2016,43,87.3,100,64
30 Hato Mayor,2016,44,88.7,100,67
30 Hato Mayor,2016,45,90.4,100,70
30 Hato Mayor,2016,46,91.2,100,65
30 Hato Mayor,2016,47,87.3,100,65
30 Hato Mayor,2016,48,86.0,100,62
30 Hato Mayor,2016,49,84.1,95,61
30 Hato Mayor,2016,50,83.6,96,58
30 Hato Mayor,2016,51,84.3,95,60
30 Hato Mayor,2016,52,82.8,98,57
30 Hato Mayor,2017,1,78.1,97,48
30 Hato Mayor,2017,2,72.2,97,45
30 Hato Mayor,2017,3,73.5,98,43
30 Hato Mayor,2017,4,74.3,96,40
30 Hato Mayor,2017,5,76.3,96,39
30 Hato Mayor,2017,6,75.9,96,46
30 Hato Mayor,2017,7,78.5,97,46
30 Hato Mayor,2017,8,73.3,96,44
30 Hato Mayor,2017,9,71.5,93,36
30 Hato Mayor,2017,10,72.7,94,43
30 Hato Mayor,2017,11,72.6,97,40
30 Hato Mayor,2017,12,78.4,97,41
30 Hato Mayor,2017,13,72.1,97,34
30 Hato Mayor,2017,14,70.4,96,35
30 Hato Mayor,2017,15,69.5,93,38
30 Hato Mayor,2017,16,74.4,95,45
30 Hato Mayor,2017,17,82.6,98,48
30 Hato Mayor,2017,18,83.2,97,52
30 Hato Mayor,2017,19,79.1,99,51
30 Hato Mayor,2017,20,76.8,97,38
30 Hato Mayor,2017,21,74.5,96,37
30 Hato Mayor,2017,22,78.3,96,46
30 Hato Mayor,2017,23,73.2,97,40
30 Hato Mayor,2017,24,72.2,96,37
30 Hato Mayor,2017,25,73.2,96,38
30 Hato Mayor,2017,26,74.9,96,43
30 Hato Mayor,2017,27,75.0,94,36
30 Hato Mayor,2017,28,80.8,96,50
30 Hato Mayor,2017,29,76.8,96,46
30 Hato Mayor,2017,30,78.8,97,43
30 Hato Mayor,2017,31,75.7,95,40
30 Hato Mayor,2017,32,78.4,96,44
30 Hato Mayor,2017,33,80.2,96,48
30 Hato Mayor,2017,34,81.5,97,57
30 Hato Mayor,2017,35,80.1,96,43
30 Hato Mayor,2017,36,84.3,97,56
30 Hato Mayor,2017,37,86.1,99,54
30 Hato Mayor,2017,38,87.6,99,54
30 Hato Mayor,2017,39,83.8,97,50
30 Hato Mayor,2017,40,87.0,98,56
30 Hato Mayor,2017,41,86.8,98,59
30 Hato Mayor,2017,42,81.5,96,46
30 Hato Mayor,2017,43,83.1,97,56
30 Hato Mayor,2017,44,82.2,99,52
30 Hato Mayor,2017,45,90.5,98,73
30 Hato Mayor,2017,46,91.5,98,69
30 Hato Mayor,2017,47,86.3,97,57
30 Hato Mayor,2017,48,82.3,98,50
30 Hato Mayor,2017,49,80.8,96,52
30 Hato Mayor,2017,50,80.3,96,52
30 Hato Mayor,2017,51,78.2,92,52
30 Hato Mayor,2017,52,79.6,95,51
30 Hato Mayor,2018,1,83.4,97,51
30 Hato Mayor,2018,2,81.7,96,54
30 Hato Mayor,2018,3,82.3,97,54
30 Hato Mayor,2018,4,80.3,95,49
30 Hato Mayor,2018,5,72.9,96,43
30 Hato Mayor,2018,6,76.3,91,52
30 Hato Mayor,2018,7,74.5,93,47
30 Hato Mayor,2018,8,73.2,94,38
30 Hato Mayor,2018,9,76.5,96,38
30 Hato Mayor,2018,10,70.7,96,40
30 Hato Mayor,2018,11,74.5,97,36
30 Hato Mayor,2018,12,75.6,96,39
30 Hato Mayor,2018,13,70.9,92,39
30 Hato Mayor,2018,14,76.6,96,34
30 Hato Mayor,2018,15,72.9,96,34
30 Hato Mayor,2018,16,75.6,97,39
30 Hato Mayor,2018,17,73.0,96,39
30 Hato Mayor,2018,18,76.9,97,43
30 Hato Mayor,2018,19,73.2,96,36
30 Hato Mayor,2018,20,76.0,95,46
30 Hato Mayor,2018,21,72.1,97,40
30 Hato Mayor,2018,22,77.9,97,43
30 Hato Mayor,2018,23,72.7,97,40
30 Hato Mayor,2018,24,74.1,96,39
30 Hato Mayor,2018,25,80.8,100,43
30 Hato Mayor,2018,26,73.6,96,40
30 Hato Mayor,2018,27,72.9,97,32
30 Hato Mayor,2018,28,77.6,98,44
30 Hato Mayor,2018,29,77.5,96,47
30 Hato Mayor,2018,30,74.8,96,37
30 Hato Mayor,2018,31,73.5,95,41
30 Hato Mayor,2018,32,78.9,96,36
30 Hato Mayor,2018,33,78.3,100,38
30 Hato Mayor,2018,34,77.5,96,40
30 Hato Mayor,2018,35,81.6,96,50
30 Hato Mayor,2018,36,82.0,98,50
30 Hato Mayor,2018,37,82.8,98,49
30 Hato Mayor,2018,38,83.6,97,44
30 Hato Mayor,2018,39,81.9,95,48
30 Hato Mayor,2018,40,86.9,98,49
30 Hato Mayor,2018,41,87.8,99,54
30 Hato Mayor,2018,42,81.6,96,55
30 Hato Mayor,2018,43,81.1,96,54
30 Hato Mayor,2018,44,78.7,96,47
30 Hato Mayor,2018,45,84.0,97,57
30 Hato Mayor,2018,46,84.5,98,54
30 Hato Mayor,2018,47,80.7,96,51
30 Hato Mayor,2018,48,78.9,98,39
30 Hato Mayor,2018,49,77.9,96,38
30 Hato Mayor,2018,50,77.5,96,44
30 Hato Mayor,2018,51,77.3,95,40
30 Hato Mayor,2018,52,73.5,92,44
30 Hato Mayor,2019,1,73.2,93,42
30 Hato Mayor,2019,2,78.1,99,40
30 Hato Mayor,2019,3,76.7,95,43
30 Hato Mayor,2019,4,75.9,96,40
30 Hato Mayor,2019,5,76.1,97,39
30 Hato Mayor,2019,6,76.2,95,44
30 Hato Mayor,2019,7,75.2,97,40
30 Hato Mayor,2019,8,73.2,96,39
30 Hato Mayor,2019,9,69.1,96,30
30 Hato Mayor,2019,10,72.4,95,33
30 Hato Mayor,2019,11,72.3,94,36
30 Hato Mayor,2019,12,73.2,97,35
30 Hato Mayor,2019,13,80.6,97,52
30 Hato Mayor,2019,14,75.1,95,35
30 Hato Mayor,2019,15,71.3,95,37
30 Hato Mayor,2019,16,68.2,95,32
30 Hato Mayor,2019,17,74.6,97,34
30 Hato Mayor,2019,18,73.9,96,39
30 Hato Mayor,2019,19,75.9,97,44
30 Hato Mayor,2019,20,77.4,98,43
30 Hato Mayor,2019,21,83.1,97,50
30 Hato Mayor,2019,22,83.1,97,49
30 Hato Mayor,2019,23,83.6,97,56
30 Hato Mayor,2019,24,77.2,96,46
30 Hato Mayor,2019,25,75.8,98,47
30 Hato Mayor,2019,26,77.9,97,40
30 Hato Mayor,2019,27,74.3,98,39
30 Hato Mayor,2019,28,75.3,96,44
30 Hato Mayor,2019,29,75.3,96,43
30 Hato Mayor,2019,30,73.8,95,36
30 Hato Mayor,2019,31,81.3,98,48
30 Hato Mayor,2019,32,80.6,98,45
30 Hato Mayor,2019,33,76.2,96,45
30 Hato Mayor,2019,34,79.2,98,48
30 Hato Mayor,2019,35,79.0,98,41
30 Hato Mayor,2019,36,79.2,98,41
30 Hato Mayor,2019,37,81.5,97,49
30 Hato Mayor,2019,38,87.1,98,53
30 Hato Mayor,2019,39,86.7,100,54
30 Hato Mayor,2019,40,87.3,100,54
30 Hato Mayor,2019,41,79.8,98,42
30 Hato Mayor,2019,42,80.5,98,42
30 Hato Mayor,2019,43,85.1,97,56
30 Hato Mayor,2019,44,77.3,96,46
30 Hato Mayor,2019,45,78.4,97,47
30 Hato Mayor,2019,46,82.8,98,49
30 Hato Mayor,2019,47,77.6,98,40
30 Hato Mayor,2019,48,75.9,96,45
30 Hato Mayor,2019,49,85.2,98,54
30 Hato Mayor,2019,50,81.4,97,56
30 Hato Mayor,2019,51,79.1,96,49
30 Hato Mayor,2019,52,79.7,98,47
30 Hato Mayor,2020,1,78.2,96,50
30 Hato Mayor,2020,2,76.5,96,50
30 Hato Mayor,2020,3,78.5,94,45
30 Hato Mayor,2020,4,79.8,97,51
30 Hato Mayor,2020,5,78.5,97,44
30 Hato Mayor,2020,6,77.0,97,44
30 Hato Mayor,2020,7,74.5,95,45
30 Hato Mayor,2020,8,76.4,97,38
30 Hato Mayor,2020,9,77.8,97,42
30 Hato Mayor,2020,10,78.9,96,44
30 Hato Mayor,2020,11,81.7,97,50
30 Hato Mayor,2020,12,74.4,93,46
30 Hato Mayor,2020,13,77.1,96,47
30 Hato Mayor,2020,14,74.4,97,41
30 Hato Mayor,2020,15,80.3,99,41
30 Hato Mayor,2020,16,75.8,96,43
30 Hato Mayor,2020,17,72.6,96,35
30 Hato Mayor,2020,18,73.5,96,35
30 Hato Mayor,2020,19,77.3,96,42
30 Hato Mayor,2020,20,74.8,97,43
30 Hato Mayor,2020,21,78.9,97,48
30 Hato Mayor,2020,22,80.3,98,47
30 Hato Mayor,2020,23,74.6,96,46
30 Hato Mayor,2020,24,77.6,97,41
30 Hato Mayor,2020,25,73.6,96,36
30 Hato Mayor,2020,26,73.6,96,41
30 Hato Mayor,2020,27,79.1,96,40
30 Hato Mayor,2020,28,76.9,97,40
30 Hato Mayor,2020,29,76.7,96,44
30 Hato Mayor,2020,30,76.3,95,39
30 Hato Mayor,2020,31,80.5,96,48
30 Hato Mayor,2020,32,75.0,97,44
30 Hato Mayor,2020,33,74.7,96,40
30 Hato Mayor,2020,34,78.0,96,40
30 Hato Mayor,2020,35,77.8,96,43
30 Hato Mayor,2020,36,80.2,96,43
30 Hato Mayor,2020,37,82.3,97,55
30 Hato Mayor,2020,38,79.3,98,48
30 Hato Mayor,2020,39,80.5,97,50
30 Hato Mayor,2020,40,84.3,97,53
30 Hato Mayor,2020,41,83.2,98,47
30 Hato Mayor,2020,42,86.5,98,58
30 Hato Mayor,2020,43,80.9,97,47
30 Hato Mayor,2020,44,80.4,98,48
30 Hato Mayor,2020,45,87.1,97,50
30 Hato Mayor,2020,46,88.0,98,56
30 Hato Mayor,2020,47,86.1,97,54
30 Hato Mayor,2020,48,83.4,98,55
30 Hato Mayor,2020,49,77.1,95,47
30 Hato Mayor,2020,50,84.1,98,57
30 Hato Mayor,2020,51,81.8,96,52
30 Hato Mayor,2020,52,81.5,96,50
30 Hato Mayor,2021,1,77.2,96,47
30 Hato Mayor,2021,2,78.7,98,45
30 Hato Mayor,2021,3,78.8,96,47
30 Hato Mayor,2021,4,75.9,95,42
30 Hato Mayor,2021,5,78.1,96,45
30 Hato Mayor,2021,6,74.8,95,36
30 Hato Mayor,2021,7,72.3,94,33
30 Hato Mayor,2021,8,71.5,95,39
30 Hato Mayor,2021,9,72.4,97,37
30 Hato Mayor,2021,10,78.9,98,46
30 Hato Mayor,2021,11,71.2,95,38
30 Hato Mayor,2021,12,75.9,96,48
30 Hato Mayor,2021,13,75.3,98,40
30 Hato Mayor,2021,14,76.1,96,37
30 Hato Mayor,2021,15,76.1,98,43
30 Hato Mayor,2021,16,73.6,98,38
30 Hato Mayor,2021,17,77.7,97,44
30 Hato Mayor,2021,18,72.9,96,43
30 Hato Mayor,2021,19,77.5,96,40
30 Hato Mayor,2021,20,77.8,98,45
30 Hato Mayor,2021,21,77.2,97,44
30 Hato Mayor,2021,22,76.5,94,50
30 Hato Mayor,2021,23,84.6,97,52
30 Hato Mayor,2021,24,76.4,95,46
30 Hato Mayor,2021,25,78.4,97,49
30 Hato Mayor,2021,26,76.2,97,45
30 Hato Mayor,2021,27,73.7,94,42
30 Hato Mayor,2021,28,78.5,96,49
30 Hato Mayor,2021,29,76.9,98,42
30 Hato Mayor,2021,30,78.6,98,40
30 Hato Mayor,2021,31,79.6,97,49
30 Hato Mayor,2021,32,82.6,97,53
30 Hato Mayor,2021,33,81.2,97,46
30 Hato Mayor,2021,34,74.5,95,42
30 Hato Mayor,2021,35,76.5,98,40
30 Hato Mayor,2021,36,79.4,97,44
30 Hato Mayor,2021,37,83.4,98,54
30 Hato Mayor,2021,38,81.5,98,49
30 Hato Mayor,2021,39,83.6,99,48
30 Hato Mayor,2021,40,78.0,96,48
30 Hato Mayor,2021,41,87.0,100,59
30 Hato Mayor,2021,42,82.8,99,43
30 Hato Mayor,2021,43,77.5,96,45
30 Hato Mayor,2021,44,80.1,96,50
30 Hato Mayor,2021,45,76.1,94,47
30 Hato Mayor,2021,46,71.5,92,38
30 Hato Mayor,2021,47,76.3,96,43
30 Hato Mayor,2021,48,76.6,96,45
30 Hato Mayor,2021,49,73.5,92,41
30 Hato Mayor,2021,50,75.6,91,47
30 Hato Mayor,2021,51,81.3,99,45
30 Hato Mayor,2021,52,73.3,94,41
30 Hato Mayor,2022,1,77.3,95,45
30 Hato Mayor,2022,2,78.1,98,46
30 Hato Mayor,2022,3,75.2,96,41
30 Hato Mayor,2022,4,74.5,96,34
30 Hato Mayor,2022,5,82.1,96,48
30 Hato Mayor,2022,6,74.4,95,34
30 Hato Mayor,2022,7,75.4,95,46
30 Hato Mayor,2022,8,71.1,91,42
30 Hato Mayor,2022,9,80.2,98,45
30 Hato Mayor,2022,10,76.1,95,40
30 Hato Mayor,2022,11,72.0,94,39
30 Hato Mayor,2022,12,70.8,94,36
30 Hato Mayor,2022,13,76.9,97,43
30 Hato Mayor,2022,14,72.3,94,36
30 Hato Mayor,2022,15,73.5,95,38
30 Hato Mayor,2022,16,81.1,98,49
30 Hato Mayor,2022,17,73.1,98,38
30 Hato Mayor,2022,18,80.6,97,52
30 Hato Mayor,2022,19,79.8,98,45
30 Hato Mayor,2022,20,78.2,97,47
30 Hato Mayor,2022,21,81.0,97,43
30 Hato Mayor,2022,22,76.9,96,49
30 Hato Mayor,2022,23,73.1,96,38
30 Hato Mayor,2022,24,76.6,98,43
30 Hato Mayor,2022,25,75.8,96,46
30 Hato Mayor,2022,26,74.8,96,48
30 Hato Mayor,2022,27,77.7,97,50
30 Hato Mayor,2022,28,75.5,96,41
