province,year,month,week,total_cases,avg_temp,max_temp,min_temp,avg_rainfall,max_rainfall,min_rainfall,avg_humidity,max_humidity,min_humidity,population
14 María Trinidad Sánchez,2017,7,37,0,27.33,33.0,24.4,6.86,13.2,0.4,86.6,99,54,141284
14 María Trinidad Sánchez,2017,7,38,0,26.81,31.8,23.4,20.9,94.9,0.0,87.3,100,63,141284
14 María Trinidad Sánchez,2017,9,39,1,26.87,31.2,23.8,4.24,9.2,0.6,84.5,100,59,141284
14 María Trinidad Sánchez,2017,9,40,0,26.56,31.5,23.8,5.87,16.4,1.0,87.1,99,63,141284
14 María Trinidad Sánchez,2017,9,41,0,26.19,30.5,22.9,9.99,25.5,0.2,87.9,100,69,141284
14 María Trinidad Sánchez,2017,9,42,0,26.63,30.7,23.5,3.73,11.6,0.0,84.5,100,56,141284
14 María Trinidad Sánchez,2017,9,43,0,26.21,31.1,23.3,3.09,9.6,0.2,85.8,100,55,141284
14 María Trinidad Sánchez,2017,9,44,0,26.11,29.6,23.3,3.26,9.2,0.4,86.4,100,63,141284
14 María Trinidad Sánchez,2017,9,45,0,24.77,28.9,22.5,18.44,30.7,5.3,92.9,100,71,141284
14 María Trinidad Sánchez,2017,9,46,0,24.94,29.2,22.9,13.77,29.4,3.4,91.6,100,67,141284
14 María Trinidad Sánchez,2017,9,47,0,25.29,30.3,21.8,6.46,21.8,0.0,89.0,100,54,141284
14 María Trinidad Sánchez,2017,9,48,0,25.21,29.4,22.6,2.81,8.4,0.0,87.4,99,59,141284
14 María Trinidad Sánchez,2017,9,49,0,24.93,29.0,22.4,5.43,19.0,0.1,86.2,100,59,141284
14 María Trinidad Sánchez,2017,9,50,0,25.23,29.6,21.0,0.9,1.8,0.0,81.0,99,55,141284
14 María Trinidad Sánchez,2017,9,51,0,24.74,27.3,21.6,3.84,8.3,0.6,83.2,100,62,141284
14 María Trinidad Sánchez,2017,9,52,0,24.21,26.9,21.5,6.31,11.5,0.1,86.9,100,69,141284
14 María Trinidad Sánchez,2018,9,1,0,24.06,28.5,21.0,8.73,28.8,0.0,89.2,100,64,141275
14 María Trinidad Sánchez,2018,9,2,0,24.49,27.8,21.6,5.96,21.2,0.3,87.2,100,65,141275
14 María Trinidad Sánchez,2018,1,3,1,24.03,26.9,21.3,6.84,11.5,2.3,88.7,100,69,141275
14 María Trinidad Sánchez,2018,1,4,2,23.79,26.7,21.4,11.84,31.2,4.0,87.7,100,68,141275
14 María Trinidad Sánchez,2018,1,5,0,23.93,26.9,21.4,2.44,6.4,0.0,79.8,99,58,141275
14 María Trinidad Sánchez,2018,1,6,0,23.94,26.6,21.5,4.39,9.1,1.5,83.1,96,70,141275
14 María Trinidad Sánchez,2018,1,7,0,23.67,26.2,20.5,6.54,18.4,2.2,79.0,100,64,141275
14 María Trinidad Sánchez,2018,1,8,0,23.31,27.0,19.8,5.33,9.9,1.9,80.1,99,60,141275
14 María Trinidad Sánchez,2018,1,9,0,22.64,27.8,19.1,3.96,16.2,0.0,81.1,100,50,141275
14 María Trinidad Sánchez,2018,1,10,0,23.63,30.2,19.4,1.01,3.8,0.0,78.2,97,48,141275
14 María Trinidad Sánchez,2018,1,11,0,24.94,31.0,21.5,0.73,2.1,0.0,80.7,98,46,141275
14 María Trinidad Sánchez,2018,1,12,0,24.46,29.1,21.5,4.11,14.9,0.0,82.2,100,55,141275
14 María Trinidad Sánchez,2018,3,13,1,23.46,26.4,20.7,3.43,9.1,0.2,75.2,99,51,141275
14 María Trinidad Sánchez,2018,3,14,0,24.49,28.5,21.4,2.29,4.5,0.8,85.8,100,64,141275
14 María Trinidad Sánchez,2018,3,15,0,24.94,27.9,21.1,5.67,16.2,1.8,83.9,100,59,141275
14 María Trinidad Sánchez,2018,3,16,0,25.07,28.9,21.7,5.61,11.6,2.1,84.1,100,58,141275
14 María Trinidad Sánchez,2018,3,17,0,25.69,30.1,22.6,2.09,6.4,0.1,82.0,95,56,141275
14 María Trinidad Sánchez,2018,3,18,0,25.26,28.8,22.3,6.77,13.1,0.8,84.8,98,63,141275
14 María Trinidad Sánchez,2018,5,19,2,25.53,29.0,22.7,2.4,10.9,0.6,82.1,100,55,141275
14 María Trinidad Sánchez,2018,5,20,0,25.19,29.2,22.0,4.9,9.7,1.5,82.5,100,60,141275
14 María Trinidad Sánchez,2018,5,21,0,25.79,29.7,22.2,3.39,10.8,0.1,82.7,100,61,141275
14 María Trinidad Sánchez,2018,5,22,0,26.11,32.2,22.2,5.83,12.5,0.0,84.1,100,47,141275
14 María Trinidad Sánchez,2018,5,23,0,26.9,31.5,23.2,1.69,4.6,0.0,81.9,97,52,141275
14 María Trinidad Sánchez,2018,5,24,0,26.74,30.3,23.5,3.11,7.8,0.6,83.8,97,62,141275
14 María Trinidad Sánchez,2018,5,25,0,26.34,31.0,23.0,9.64,16.4,1.7,86.0,98,61,141275
14 María Trinidad Sánchez,2018,5,26,0,26.69,30.5,23.6,2.86,6.3,0.3,83.2,97,60,141275
14 María Trinidad Sánchez,2018,7,27,1,26.93,30.4,23.4,2.03,3.3,0.2,82.7,100,59,141275
14 María Trinidad Sánchez,2018,7,28,0,26.56,31.6,22.9,7.66,20.5,0.0,86.4,100,57,141275
14 María Trinidad Sánchez,2018,7,29,0,26.84,30.4,24.1,3.53,5.4,2.3,85.8,100,62,141275
14 María Trinidad Sánchez,2018,7,30,0,26.99,30.6,23.3,3.0,7.0,1.3,83.6,99,55,141275
14 María Trinidad Sánchez,2018,7,31,0,26.63,29.9,23.4,4.41,8.9,1.7,83.9,99,64,141275
14 María Trinidad Sánchez,2018,7,32,0,26.66,30.1,23.4,7.49,13.4,1.4,87.4,100,68,141275
14 María Trinidad Sánchez,2018,7,33,0,26.41,29.3,23.5,5.79,9.6,1.6,86.9,100,71,141275
14 María Trinidad Sánchez,2018,7,34,0,26.76,30.0,23.1,4.83,7.4,3.4,85.2,100,66,141275
14 María Trinidad Sánchez,2018,7,35,0,25.93,29.5,22.5,14.9,24.8,1.9,88.7,100,69,141275
14 María Trinidad Sánchez,2018,7,36,0,26.41,29.8,23.5,5.43,11.8,1.2,88.4,100,71,141275
14 María Trinidad Sánchez,2018,7,37,0,26.53,29.7,23.9,6.67,24.4,1.1,87.8,100,70,141275
14 María Trinidad Sánchez,2018,9,38,1,26.76,30.8,23.2,6.31,17.7,2.3,87.7,100,67,141275
14 María Trinidad Sánchez,2018,9,39,0,26.13,29.7,23.7,8.47,15.9,1.7,88.2,100,68,141275
14 María Trinidad Sánchez,2018,9,40,0,25.4,29.0,22.6,11.54,18.7,3.4,92.1,100,74,141275
14 María Trinidad Sánchez,2018,9,41,0,25.46,30.5,22.6,11.59,32.2,0.2,90.4,100,64,141275
14 María Trinidad Sánchez,2018,9,42,0,25.89,28.5,23.3,7.43,15.2,2.6,84.9,100,65,141275
14 María Trinidad Sánchez,2018,10,43,1,26.37,29.8,23.5,1.83,3.6,0.5,83.8,98,62,141275
14 María Trinidad Sánchez,2018,10,44,0,25.74,29.2,22.6,3.47,10.8,0.1,83.8,100,62,141275
14 María Trinidad Sánchez,2018,10,45,0,25.37,28.1,22.0,6.13,13.7,2.9,87.9,100,66,141275
14 María Trinidad Sánchez,2018,10,46,0,25.63,30.2,22.8,6.56,17.6,0.3,88.6,100,56,141275
14 María Trinidad Sánchez,2018,11,47,1,25.74,30.5,22.5,1.17,2.4,0.4,83.9,97,54,141275
14 María Trinidad Sánchez,2018,11,48,0,25.5,29.8,22.5,1.76,7.7,0.0,84.9,99,58,141275
14 María Trinidad Sánchez,2018,11,49,0,25.24,29.3,22.5,2.57,4.2,0.6,84.3,100,53,141275
14 María Trinidad Sánchez,2018,11,50,0,25.01,29.1,21.6,0.79,2.4,0.0,82.4,99,50,141275
14 María Trinidad Sánchez,2018,11,51,0,24.67,29.2,21.5,0.93,6.0,0.0,82.4,100,52,141275
14 María Trinidad Sánchez,2018,12,52,1,24.71,27.4,22.0,2.67,4.6,0.9,80.5,98,63,141275
14 María Trinidad Sánchez,2019,12,1,0,24.54,28.4,20.5,1.09,2.1,0.0,79.5,98,55,141200
14 María Trinidad Sánchez,2019,12,2,0,23.59,28.1,20.0,2.7,6.6,0.3,84.7,100,53,141200
14 María Trinidad Sánchez,2019,12,3,0,23.54,28.5,20.4,0.81,2.7,0.0,83.7,99,52,141200
14 María Trinidad Sánchez,2019,1,4,1,24.07,27.8,20.5,1.51,3.4,0.0,81.0,97,55,141200
14 María Trinidad Sánchez,2019,1,5,1,24.24,28.4,20.9,0.99,2.2,0.0,81.5,98,59,141200
14 María Trinidad Sánchez,2019,1,6,0,23.93,28.3,20.4,2.71,5.8,0.3,82.7,100,57,141200
14 María Trinidad Sánchez,2019,1,7,0,24.39,29.2,21.0,2.91,11.2,0.1,83.1,98,49,141200
14 María Trinidad Sánchez,2019,1,8,0,24.86,28.8,21.9,1.29,3.4,0.2,78.9,99,46,141200
14 María Trinidad Sánchez,2019,2,9,1,24.5,28.3,20.9,1.26,2.1,0.3,79.4,98,54,141200
14 María Trinidad Sánchez,2019,3,10,2,24.51,27.9,21.0,1.84,3.6,0.6,81.4,96,61,141200
14 María Trinidad Sánchez,2019,3,11,0,24.09,27.0,21.0,3.13,11.2,0.1,78.5,93,56,141200
14 María Trinidad Sánchez,2019,3,12,2,24.67,30.3,19.6,1.6,5.4,0.0,79.6,99,48,141200
14 María Trinidad Sánchez,2019,3,13,1,24.04,29.9,21.0,10.04,17.7,3.2,88.7,100,58,141200
14 María Trinidad Sánchez,2019,4,14,1,24.87,27.6,22.6,3.37,6.6,1.6,83.3,96,65,141200
14 María Trinidad Sánchez,2019,4,15,0,25.2,30.6,21.4,1.53,4.1,0.0,80.0,96,46,141200
14 María Trinidad Sánchez,2019,4,16,0,25.33,29.2,21.9,2.44,5.8,1.0,80.2,100,53,141200
14 María Trinidad Sánchez,2019,4,17,0,25.1,29.5,21.0,3.44,8.3,0.0,81.4,95,61,141200
14 María Trinidad Sánchez,2019,5,18,2,25.5,29.4,21.5,4.29,14.1,0.4,81.9,100,59,141200
14 María Trinidad Sánchez,2019,5,19,3,25.63,28.8,22.6,3.97,9.9,1.2,84.4,99,60,141200
14 María Trinidad Sánchez,2019,5,20,1,26.94,34.0,23.7,2.5,10.4,0.0,81.4,98,44,141200
14 María Trinidad Sánchez,2019,5,21,0,25.76,30.9,22.3,11.17,27.8,2.5,87.8,100,58,141200
14 María Trinidad Sánchez,2019,5,22,1,25.49,29.6,22.7,12.9,26.6,2.1,88.4,100,60,141200
14 María Trinidad Sánchez,2019,6,23,1,26.46,32.2,22.9,5.27,10.4,0.0,87.0,100,54,141200
14 María Trinidad Sánchez,2019,6,24,2,27.01,31.9,23.8,3.01,6.1,0.0,82.0,100,47,141200
14 María Trinidad Sánchez,2019,6,25,0,27.46,30.7,24.9,2.29,8.9,0.0,84.7,99,63,141200
14 María Trinidad Sánchez,2019,6,26,2,26.96,30.4,23.8,5.69,14.3,0.8,85.7,100,65,141200
14 María Trinidad Sánchez,2019,7,27,6,27.14,31.0,23.6,2.26,5.3,0.1,83.7,100,57,141200
14 María Trinidad Sánchez,2019,7,28,1,27.03,30.7,23.9,3.2,4.9,1.6,83.6,96,61,141200
14 María Trinidad Sánchez,2019,7,29,4,26.99,29.9,24.1,3.83,7.7,1.0,86.0,100,70,141200
14 María Trinidad Sánchez,2019,7,30,1,27.37,31.4,24.5,4.84,14.3,0.4,85.4,99,59,141200
14 María Trinidad Sánchez,2019,8,31,5,26.76,31.0,23.5,13.49,27.7,2.5,87.9,100,66,141200
14 María Trinidad Sánchez,2019,8,32,12,27.59,32.7,24.5,4.29,10.1,0.5,85.2,97,59,141200
14 María Trinidad Sánchez,2019,8,33,6,27.37,31.4,23.9,4.47,6.6,2.0,85.6,100,60,141200
14 María Trinidad Sánchez,2019,8,34,6,27.24,30.8,24.1,7.64,22.5,2.3,86.5,100,65,141200
14 María Trinidad Sánchez,2019,8,35,9,27.61,32.9,24.8,2.74,7.6,0.1,85.8,99,56,141200
14 María Trinidad Sánchez,2019,9,36,3,27.57,32.1,24.4,3.67,8.2,0.6,84.4,100,56,141200
14 María Trinidad Sánchez,2019,9,37,9,27.54,31.4,23.8,4.33,9.0,1.2,86.9,100,65,141200
14 María Trinidad Sánchez,2019,9,38,4,26.94,32.8,24.3,11.81,29.1,2.3,88.3,100,58,141200
14 María Trinidad Sánchez,2019,9,39,7,26.97,33.7,24.0,9.17,23.6,0.0,88.9,100,57,141200
14 María Trinidad Sánchez,2019,10,40,9,27.01,31.4,23.8,6.39,27.0,0.3,87.9,100,59,141200
14 María Trinidad Sánchez,2019,10,41,7,27.09,30.4,23.1,2.61,6.8,0.3,84.9,100,67,141200
14 María Trinidad Sánchez,2019,10,42,7,27.03,30.6,23.1,3.51,8.9,0.3,85.1,100,64,141200
14 María Trinidad Sánchez,2019,10,43,8,26.0,29.1,22.6,8.81,16.5,1.6,89.8,100,74,141200
14 María Trinidad Sánchez,2019,11,44,6,26.41,29.0,22.7,3.96,6.5,1.2,82.4,100,63,141200
14 María Trinidad Sánchez,2019,11,45,10,26.63,30.5,23.6,2.31,4.9,0.7,82.9,97,59,141200
14 María Trinidad Sánchez,2019,11,46,7,26.0,30.0,22.9,3.26,13.7,0.0,86.8,100,59,141200
14 María Trinidad Sánchez,2019,11,47,7,25.7,29.9,22.8,3.43,14.6,0.0,81.2,100,46,141200
14 María Trinidad Sánchez,2019,11,48,12,25.43,29.1,22.0,1.69,3.2,0.0,80.6,95,57,141200
14 María Trinidad Sánchez,2019,12,49,12,25.23,30.6,22.6,6.87,14.4,0.3,89.5,100,63,141200
14 María Trinidad Sánchez,2019,12,50,9,24.83,28.7,22.0,7.21,13.3,2.9,88.3,100,66,141200
14 María Trinidad Sánchez,2019,12,51,4,25.13,29.6,21.9,3.17,7.2,0.0,85.2,100,55,141200
14 María Trinidad Sánchez,2019,12,52,4,25.11,29.6,22.0,2.47,5.9,0.0,83.9,100,58,141200
14 María Trinidad Sánchez,2020,12,1,5,25.3,27.5,22.0,1.64,5.3,0.1,82.3,100,59,141097
14 María Trinidad Sánchez,2020,1,2,7,24.84,27.8,22.0,2.61,7.3,0.1,81.7,95,61,141097
14 María Trinidad Sánchez,2020,1,3,6,24.0,26.9,21.0,6.21,10.6,1.4,82.2,100,63,141097
14 María Trinidad Sánchez,2020,1,4,8,24.03,30.5,21.4,1.67,3.4,0.8,82.6,100,48,141097
14 María Trinidad Sánchez,2020,2,5,11,24.56,29.6,21.1,0.57,1.7,0.0,84.2,99,51,141097
14 María Trinidad Sánchez,2020,2,6,4,24.56,29.8,22.0,3.34,10.1,0.0,84.6,100,56,141097
14 María Trinidad Sánchez,2020,2,7,2,24.67,27.6,21.8,3.09,6.5,1.2,82.1,100,62,141097
14 María Trinidad Sánchez,2020,2,8,2,24.56,28.4,21.6,2.67,7.4,0.4,82.6,96,59,141097
14 María Trinidad Sánchez,2020,2,9,4,24.2,28.9,21.0,2.89,12.7,0.0,81.0,100,59,141097
14 María Trinidad Sánchez,2020,3,10,4,24.0,28.6,20.9,12.61,42.0,0.8,87.8,100,59,141097
14 María Trinidad Sánchez,2020,3,11,8,23.27,26.4,19.7,10.24,32.0,1.0,84.7,100,63,141097
14 María Trinidad Sánchez,2020,3,12,1,23.67,26.4,20.9,4.27,8.6,0.1,78.5,100,54,141097
14 María Trinidad Sánchez,2020,3,13,0,24.26,27.3,21.0,2.93,6.4,0.9,81.6,100,63,141097
14 María Trinidad Sánchez,2020,3,14,0,24.64,31.0,20.1,5.1,24.6,0.0,81.4,100,44,141097
14 María Trinidad Sánchez,2020,4,15,2,25.56,31.5,22.4,2.73,9.7,0.0,85.2,100,54,141097
14 María Trinidad Sánchez,2020,4,16,0,25.64,28.8,22.9,2.91,5.0,1.1,85.1,99,67,141097
14 María Trinidad Sánchez,2020,4,17,2,26.33,30.9,22.9,0.91,2.3,0.0,81.8,100,53,141097
14 María Trinidad Sánchez,2020,5,18,1,26.19,30.7,22.9,2.23,7.5,0.0,82.2,99,48,141097
14 María Trinidad Sánchez,2020,5,19,0,26.93,33.1,23.2,2.27,7.9,0.0,82.2,100,45,141097
14 María Trinidad Sánchez,2020,5,20,1,26.7,31.7,23.1,2.66,9.1,0.0,81.8,100,49,141097
14 María Trinidad Sánchez,2020,5,21,0,26.87,30.5,24.1,2.41,5.7,0.9,85.3,98,61,141097
14 María Trinidad Sánchez,2020,5,22,0,26.64,31.6,23.2,8.21,24.8,0.1,85.7,100,54,141097
14 María Trinidad Sánchez,2020,5,23,0,27.14,30.5,24.1,1.97,4.1,0.1,83.1,97,61,141097
14 María Trinidad Sánchez,2020,5,24,0,26.96,31.2,24.0,3.19,12.6,0.1,83.9,97,62,141097
14 María Trinidad Sánchez,2020,6,25,1,27.56,30.5,24.6,2.46,3.6,1.5,83.6,96,63,141097
14 María Trinidad Sánchez,2020,6,26,0,27.5,30.9,24.4,3.93,9.7,0.4,85.8,100,67,141097
14 María Trinidad Sánchez,2020,6,27,0,27.33,30.9,23.9,4.71,14.6,0.4,86.5,100,67,141097
14 María Trinidad Sánchez,2020,6,28,0,27.46,32.5,24.3,4.96,12.8,0.1,84.5,100,57,141097
14 María Trinidad Sánchez,2020,7,29,1,27.34,32.2,23.8,4.47,7.5,1.0,84.8,100,60,141097
14 María Trinidad Sánchez,2020,7,30,0,27.01,30.3,23.9,5.99,10.1,1.9,86.4,100,66,141097
14 María Trinidad Sánchez,2020,7,31,0,26.89,31.2,24.5,18.34,89.1,1.0,87.3,100,59,141097
14 María Trinidad Sánchez,2020,7,32,0,27.7,31.1,24.5,2.04,3.2,1.2,84.9,99,65,141097
14 María Trinidad Sánchez,2020,7,33,0,27.27,30.5,24.2,3.01,7.4,1.6,85.8,100,70,141097
14 María Trinidad Sánchez,2020,8,34,1,27.24,31.0,24.4,13.3,51.5,3.0,88.3,100,68,141097
14 María Trinidad Sánchez,2020,8,35,1,27.47,30.2,24.9,3.84,7.7,1.1,85.7,98,69,141097
14 María Trinidad Sánchez,2020,8,36,0,27.01,30.5,24.0,9.37,23.8,2.4,87.8,100,68,141097
14 María Trinidad Sánchez,2020,9,37,1,27.07,30.4,24.1,4.63,7.3,2.7,86.1,100,65,141097
14 María Trinidad Sánchez,2020,9,38,1,27.19,30.2,24.0,6.56,14.3,0.2,86.7,100,69,141097
14 María Trinidad Sánchez,2020,9,39,0,27.21,32.3,24.2,5.51,21.6,0.5,85.6,100,51,141097
14 María Trinidad Sánchez,2020,9,40,2,26.49,30.2,23.9,9.31,19.7,4.0,88.7,100,68,141097
14 María Trinidad Sánchez,2020,9,41,0,26.66,29.9,23.6,3.7,6.7,1.1,86.5,100,61,141097
14 María Trinidad Sánchez,2020,10,42,1,26.49,30.0,23.5,6.7,13.0,0.8,88.7,100,69,141097
14 María Trinidad Sánchez,2020,10,43,1,26.81,31.9,23.4,2.23,8.1,0.0,84.8,100,57,141097
14 María Trinidad Sánchez,2020,10,44,0,26.56,29.9,23.6,7.21,17.0,1.5,85.6,100,61,141097
14 María Trinidad Sánchez,2020,10,45,0,25.66,29.6,23.1,9.74,25.8,0.8,89.1,100,62,141097
14 María Trinidad Sánchez,2020,10,46,0,25.31,29.2,22.9,10.19,26.9,1.7,89.5,100,67,141097
14 María Trinidad Sánchez,2020,11,47,1,25.23,29.4,22.4,8.31,25.8,0.8,88.1,100,65,141097
14 María Trinidad Sánchez,2020,11,48,0,25.19,30.4,22.4,4.84,10.0,0.5,82.7,100,62,141097
14 María Trinidad Sánchez,2020,11,49,0,24.93,27.9,22.0,1.09,2.7,0.0,81.9,97,57,141097
14 María Trinidad Sánchez,2020,12,50,2,24.34,29.9,21.1,10.37,44.0,0.0,89.6,100,57,141097
14 María Trinidad Sánchez,2020,12,51,1,24.71,27.0,22.2,2.89,5.3,1.5,86.9,100,66,141097
14 María Trinidad Sánchez,2020,12,52,0,24.64,27.6,21.9,2.94,5.3,0.5,86.5,100,61,141097
14 María Trinidad Sánchez,2021,12,1,0,24.09,28.2,20.4,0.54,2.1,0.0,81.5,100,54,140954
14 María Trinidad Sánchez,2021,12,2,0,24.67,29.8,20.9,1.07,3.2,0.0,84.0,100,57,140954
14 María Trinidad Sánchez,2021,12,3,0,24.53,27.0,21.9,2.14,3.9,0.2,85.1,100,64,140954
14 María Trinidad Sánchez,2021,12,4,0,23.99,28.4,21.2,2.47,7.2,0.0,79.0,97,59,140954
14 María Trinidad Sánchez,2021,12,5,0,24.17,29.7,21.0,3.51,6.1,0.5,85.3,100,50,140954
14 María Trinidad Sánchez,2021,2,6,1,24.37,28.6,21.5,3.01,5.1,0.2,83.3,100,48,140954
14 María Trinidad Sánchez,2021,2,7,0,24.46,28.2,21.0,1.59,3.4,0.3,81.1,100,54,140954
14 María Trinidad Sánchez,2021,2,8,0,24.2,27.7,20.9,3.76,10.3,1.0,80.1,100,56,140954
14 María Trinidad Sánchez,2021,2,9,0,24.69,31.0,20.7,1.13,4.5,0.0,77.8,98,49,140954
14 María Trinidad Sánchez,2021,3,10,1,23.39,27.0,20.7,9.47,22.2,2.2,86.2,100,61,140954
14 María Trinidad Sánchez,2021,3,11,0,24.0,27.5,20.9,1.24,3.9,0.0,76.6,98,53,140954
14 María Trinidad Sánchez,2021,3,12,0,24.43,28.1,21.3,2.01,3.3,0.9,82.9,97,61,140954
14 María Trinidad Sánchez,2021,3,13,0,24.59,29.8,21.0,3.5,12.1,0.0,83.0,100,46,140954
14 María Trinidad Sánchez,2021,3,14,0,23.73,27.3,21.2,9.94,37.4,0.0,81.0,100,54,140954
14 María Trinidad Sánchez,2021,3,15,0,24.76,30.8,20.1,0.67,2.6,0.0,81.2,98,51,140954
14 María Trinidad Sánchez,2021,3,16,0,25.77,32.1,22.0,2.07,5.1,0.0,81.7,100,45,140954
14 María Trinidad Sánchez,2021,5,17,1,24.7,28.0,21.0,5.4,18.1,1.2,84.4,100,62,140954
14 María Trinidad Sánchez,2021,5,18,1,25.43,29.2,22.4,2.73,5.4,0.6,82.8,98,55,140954
14 María Trinidad Sánchez,2021,5,19,0,25.9,29.5,23.2,2.81,8.0,0.9,85.3,100,59,140954
14 María Trinidad Sánchez,2021,5,20,0,25.16,29.9,21.6,10.97,28.3,0.1,89.0,100,57,140954
14 María Trinidad Sánchez,2021,5,21,0,25.73,29.0,23.1,5.56,12.7,2.2,86.1,100,72,140954
14 María Trinidad Sánchez,2021,5,22,0,25.64,28.2,22.7,7.33,18.8,2.3,85.3,100,68,140954
14 María Trinidad Sánchez,2021,6,23,1,25.16,30.0,22.1,12.11,22.4,1.4,89.8,100,65,140954
14 María Trinidad Sánchez,2021,6,24,1,26.99,30.4,23.6,3.61,7.3,1.3,84.5,100,64,140954
14 María Trinidad Sánchez,2021,6,25,2,25.99,29.0,23.0,6.33,13.3,1.9,86.4,100,68,140954
14 María Trinidad Sánchez,2021,6,26,0,26.83,31.6,23.6,5.87,18.0,0.7,84.0,100,56,140954
14 María Trinidad Sánchez,2021,7,27,2,26.7,29.6,23.8,5.47,14.6,2.5,84.3,99,69,140954
14 María Trinidad Sánchez,2021,7,28,0,26.19,29.2,22.3,6.93,12.8,1.3,86.5,100,68,140954
14 María Trinidad Sánchez,2021,7,29,0,26.8,30.6,23.9,4.1,7.6,0.3,86.2,100,63,140954
14 María Trinidad Sánchez,2021,7,30,0,26.93,30.0,23.5,5.73,9.4,1.2,86.5,100,70,140954
14 María Trinidad Sánchez,2021,7,31,0,26.83,29.7,23.5,4.44,9.2,1.2,85.6,100,68,140954
14 María Trinidad Sánchez,2021,8,32,1,26.23,29.5,22.9,15.34,63.3,2.3,88.6,100,51,140954
14 María Trinidad Sánchez,2021,8,33,1,26.66,30.4,23.7,7.29,28.8,1.9,88.7,100,70,140954
14 María Trinidad Sánchez,2021,8,34,0,27.37,30.5,24.8,1.64,3.1,0.0,84.0,100,60,140954
14 María Trinidad Sánchez,2021,8,35,1,27.41,31.5,24.4,2.46,6.5,0.0,83.6,97,61,140954
14 María Trinidad Sánchez,2021,8,36,0,27.23,30.4,23.6,5.23,23.0,0.2,85.6,100,66,140954
14 María Trinidad Sánchez,2021,9,37,1,26.46,30.1,23.6,6.57,15.6,2.5,87.1,100,69,140954
14 María Trinidad Sánchez,2021,9,38,2,26.7,30.5,23.6,6.36,12.2,0.9,88.8,100,69,140954
14 María Trinidad Sánchez,2021,9,39,0,26.34,30.0,23.2,6.76,13.5,2.1,88.0,100,64,140954
14 María Trinidad Sánchez,2021,9,40,0,26.93,31.2,22.6,2.66,4.0,0.8,84.6,100,60,140954
14 María Trinidad Sánchez,2021,9,41,0,26.3,31.5,24.2,10.57,18.9,1.9,90.7,100,61,140954
14 María Trinidad Sánchez,2021,10,42,1,26.56,31.0,23.2,5.73,16.5,0.1,84.9,100,53,140954
14 María Trinidad Sánchez,2021,10,43,1,26.66,32.5,23.1,0.47,3.1,0.0,80.7,99,44,140954
14 María Trinidad Sánchez,2021,10,44,0,26.44,31.4,22.6,3.57,17.7,0.1,83.1,100,53,140954
14 María Trinidad Sánchez,2021,10,45,0,26.24,30.1,23.0,1.17,2.9,0.0,83.8,99,59,140954
14 María Trinidad Sánchez,2021,11,46,2,26.49,29.1,23.0,0.89,1.9,0.0,80.3,99,61,140954
14 María Trinidad Sánchez,2021,11,47,2,25.06,31.8,21.4,5.29,22.0,0.0,84.2,100,52,140954
14 María Trinidad Sánchez,2021,11,48,0,25.51,29.4,22.0,2.27,3.9,0.6,84.6,100,63,140954
14 María Trinidad Sánchez,2021,11,49,0,25.23,28.9,21.9,3.21,4.9,0.3,82.3,100,61,140954
14 María Trinidad Sánchez,2021,11,50,0,24.24,28.4,21.1,7.67,14.1,0.5,84.4,100,57,140954
14 María Trinidad Sánchez,2021,11,51,0,24.44,30.2,21.0,2.46,8.3,0.0,86.3,100,53,140954
14 María Trinidad Sánchez,2021,1,52,1,24.96,27.8,20.9,0.41,1.3,0.0,76.8,97,49,140954
14 María Trinidad Sánchez,2022,1,1,0,24.16,28.0,20.2,2.04,3.8,0.0,83.8,100,58,140911
14 María Trinidad Sánchez,2022,1,2,1,23.81,29.5,20.1,1.76,3.6,0.8,83.6,100,53,140911
14 María Trinidad Sánchez,2022,1,3,1,24.69,29.6,21.2,0.69,1.4,0.2,80.9,98,52,140911
14 María Trinidad Sánchez,2022,1,4,3,24.36,30.5,20.9,2.27,11.4,0.0,83.0,100,45,140911
14 María Trinidad Sánchez,2022,2,5,1,22.76,26.4,20.0,12.99,22.4,5.8,86.7,100,62,140911
14 María Trinidad Sánchez,2022,2,6,1,23.96,28.0,20.4,4.04,13.1,0.1,83.0,100,58,140911
14 María Trinidad Sánchez,2022,2,7,0,24.26,27.0,20.4,2.6,4.0,0.9,82.0,100,63,140911
14 María Trinidad Sánchez,2022,2,8,1,23.7,27.0,20.5,3.56,7.3,0.7,79.5,100,61,140911
14 María Trinidad Sánchez,2022,2,9,0,23.76,29.2,20.2,8.51,24.4,0.3,87.6,100,63,140911
14 María Trinidad Sánchez,2022,3,10,1,24.21,28.9,20.2,4.1,7.5,0.6,83.7,100,54,140911
14 María Trinidad Sánchez,2022,3,11,3,24.99,28.7,21.5,1.33,2.0,0.6,78.2,100,54,140911
14 María Trinidad Sánchez,2022,3,12,1,24.77,30.2,20.4,1.36,4.8,0.1,79.4,97,47,140911
14 María Trinidad Sánchez,2022,3,13,1,24.06,29.2,20.6,7.21,18.9,0.7,84.8,100,55,140911
14 María Trinidad Sánchez,2022,3,14,0,25.24,30.1,21.9,0.67,1.4,0.2,81.2,97,51,140911
14 María Trinidad Sánchez,2022,4,15,3,24.49,28.2,21.5,7.83,14.2,1.2,83.5,100,61,140911
14 María Trinidad Sánchez,2022,4,16,0,24.24,29.1,21.2,9.46,26.8,0.9,83.7,100,59,140911
