province,year,week,avg_rainfall,max_rainfall,min_rainfall
18 Puerto Plata,2015,51,0.44,2.9,0.0
18 Puerto Plata,2015,52,1.76,3.7,0.1
18 Puerto Plata,2016,1,0.0,0.0,0.0
18 Puerto Plata,2016,2,0.39,1.9,0.0
18 Puerto Plata,2016,3,3.99,12.8,0.0
18 Puerto Plata,2016,4,1.83,7.1,0.0
18 Puerto Plata,2016,5,0.86,3.0,0.0
18 Puerto Plata,2016,6,3.49,9.0,0.2
18 Puerto Plata,2016,7,2.7,11.3,0.0
18 Puerto Plata,2016,8,0.69,2.7,0.0
18 Puerto Plata,2016,9,1.37,7.4,0.0
18 Puerto Plata,2016,10,0.87,4.4,0.0
18 Puerto Plata,2016,11,0.09,0.3,0.0
18 Puerto Plata,2016,12,0.04,0.3,0.0
18 Puerto Plata,2016,13,0.07,0.3,0.0
18 Puerto Plata,2016,14,1.27,7.0,0.0
18 Puerto Plata,2016,15,0.64,1.4,0.0
18 Puerto Plata,2016,16,3.8,6.3,0.6
18 Puerto Plata,2016,17,6.41,17.6,0.8
18 Puerto Plata,2016,18,4.59,14.7,0.0
18 Puerto Plata,2016,19,2.46,7.6,0.2
18 Puerto Plata,2016,20,0.21,1.5,0.0
18 Puerto Plata,2016,21,7.26,14.4,1.0
18 Puerto Plata,2016,22,4.53,19.8,0.3
18 Puerto Plata,2016,23,0.37,1.1,0.0
18 Puerto Plata,2016,24,0.73,3.7,0.0
18 Puerto Plata,2016,25,0.86,1.7,0.1
18 Puerto Plata,2016,26,0.27,1.1,0.0
18 Puerto Plata,2016,27,0.79,2.9,0.0
18 Puerto Plata,2016,28,0.94,3.1,0.0
18 Puerto Plata,2016,29,0.74,1.7,0.0
18 Puerto Plata,2016,30,1.76,4.9,0.2
18 Puerto Plata,2016,31,1.51,4.7,0.0
18 Puerto Plata,2016,32,0.67,1.1,0.0
18 Puerto Plata,2016,33,0.14,0.8,0.0
18 Puerto Plata,2016,34,9.37,32.2,0.1
18 Puerto Plata,2016,35,0.31,2.1,0.0
18 Puerto Plata,2016,36,0.89,2.9,0.0
18 Puerto Plata,2016,37,0.43,0.9,0.0
18 Puerto Plata,2016,38,1.23,3.2,0.2
18 Puerto Plata,2016,39,1.69,5.2,0.3
18 Puerto Plata,2016,40,2.34,10.8,0.0
18 Puerto Plata,2016,41,3.81,7.3,0.8
18 Puerto Plata,2016,42,9.07,30.1,2.7
18 Puerto Plata,2016,43,8.41,22.0,1.3
18 Puerto Plata,2016,44,7.99,15.3,0.4
18 Puerto Plata,2016,45,22.19,70.1,2.2
18 Puerto Plata,2016,46,8.89,21.5,0.3
18 Puerto Plata,2016,47,6.19,13.7,0.0
18 Puerto Plata,2016,48,3.04,9.1,0.0
18 Puerto Plata,2016,49,1.24,5.5,0.0
18 Puerto Plata,2016,50,0.83,2.9,0.0
18 Puerto Plata,2016,51,3.56,6.8,0.9
18 Puerto Plata,2016,52,1.99,6.3,0.0
18 Puerto Plata,2017,1,0.33,1.5,0.0
18 Puerto Plata,2017,2,24.6,90.5,4.8
18 Puerto Plata,2017,3,2.21,12.0,0.0
18 Puerto Plata,2017,4,0.64,3.3,0.0
18 Puerto Plata,2017,5,1.39,4.7,0.0
18 Puerto Plata,2017,6,4.97,16.7,0.0
18 Puerto Plata,2017,7,1.09,2.3,0.0
18 Puerto Plata,2017,8,0.84,2.4,0.1
18 Puerto Plata,2017,9,7.27,35.6,0.0
18 Puerto Plata,2017,10,8.61,45.4,0.1
18 Puerto Plata,2017,11,0.9,3.3,0.0
18 Puerto Plata,2017,12,36.59,116.5,1.5
18 Puerto Plata,2017,13,1.33,5.5,0.0
18 Puerto Plata,2017,14,1.83,8.1,0.0
18 Puerto Plata,2017,15,4.93,12.5,0.0
18 Puerto Plata,2017,16,3.1,6.0,0.5
18 Puerto Plata,2017,17,7.66,21.5,2.6
18 Puerto Plata,2017,18,6.57,14.0,0.7
18 Puerto Plata,2017,19,3.53,10.0,0.1
18 Puerto Plata,2017,20,2.53,4.5,0.1
18 Puerto Plata,2017,21,0.36,1.5,0.0
18 Puerto Plata,2017,22,3.37,8.3,0.5
18 Puerto Plata,2017,23,0.53,2.0,0.0
18 Puerto Plata,2017,24,2.39,7.8,0.0
18 Puerto Plata,2017,25,1.03,1.8,0.4
18 Puerto Plata,2017,26,3.09,9.0,0.4
18 Puerto Plata,2017,27,1.97,6.8,0.3
18 Puerto Plata,2017,28,2.71,5.1,1.0
18 Puerto Plata,2017,29,1.66,5.9,0.1
18 Puerto Plata,2017,30,1.1,2.9,0.6
18 Puerto Plata,2017,31,2.16,6.4,0.0
18 Puerto Plata,2017,32,3.3,7.4,0.2
18 Puerto Plata,2017,33,4.19,11.5,0.2
18 Puerto Plata,2017,34,1.56,3.9,0.3
18 Puerto Plata,2017,35,0.83,2.8,0.0
18 Puerto Plata,2017,36,24.0,155.7,0.0
18 Puerto Plata,2017,37,3.2,14.0,0.0
18 Puerto Plata,2017,38,27.84,135.8,1.9
18 Puerto Plata,2017,39,2.17,4.3,0.7
18 Puerto Plata,2017,40,3.27,8.2,0.0
18 Puerto Plata,2017,41,2.46,6.3,0.0
18 Puerto Plata,2017,42,2.46,10.2,0.0
18 Puerto Plata,2017,43,1.44,4.3,0.0
18 Puerto Plata,2017,44,2.44,4.9,0.2
18 Puerto Plata,2017,45,11.36,26.4,0.1
18 Puerto Plata,2017,46,9.63,21.1,2.0
18 Puerto Plata,2017,47,3.3,19.6,0.0
18 Puerto Plata,2017,48,1.81,6.5,0.0
18 Puerto Plata,2017,49,2.44,8.6,0.0
18 Puerto Plata,2017,50,1.74,6.2,0.0
18 Puerto Plata,2017,51,4.73,8.6,0.6
18 Puerto Plata,2017,52,1.83,4.2,0.4
18 Puerto Plata,2018,1,36.8,121.9,0.3
18 Puerto Plata,2018,2,0.36,0.8,0.1
18 Puerto Plata,2018,3,4.63,14.8,1.0
18 Puerto Plata,2018,4,17.81,78.2,0.9
18 Puerto Plata,2018,5,1.43,4.2,0.0
18 Puerto Plata,2018,6,3.26,6.6,0.7
18 Puerto Plata,2018,7,10.49,46.9,1.7
18 Puerto Plata,2018,8,4.77,9.3,1.3
18 Puerto Plata,2018,9,1.73,5.7,0.0
18 Puerto Plata,2018,10,0.69,1.6,0.0
18 Puerto Plata,2018,11,1.57,7.2,0.0
18 Puerto Plata,2018,12,5.69,28.8,0.0
18 Puerto Plata,2018,13,7.04,24.7,0.4
18 Puerto Plata,2018,14,2.27,9.7,0.2
18 Puerto Plata,2018,15,0.89,1.7,0.1
18 Puerto Plata,2018,16,0.73,2.3,0.0
18 Puerto Plata,2018,17,0.73,2.6,0.0
18 Puerto Plata,2018,18,3.04,12.9,0.0
18 Puerto Plata,2018,19,0.8,2.3,0.0
18 Puerto Plata,2018,20,0.9,1.6,0.0
18 Puerto Plata,2018,21,0.57,2.0,0.0
18 Puerto Plata,2018,22,0.93,2.4,0.0
18 Puerto Plata,2018,23,0.14,0.4,0.0
18 Puerto Plata,2018,24,0.47,1.2,0.0
18 Puerto Plata,2018,25,3.31,8.0,0.0
18 Puerto Plata,2018,26,0.37,0.8,0.0
18 Puerto Plata,2018,27,0.39,2.0,0.0
18 Puerto Plata,2018,28,1.54,9.0,0.0
18 Puerto Plata,2018,29,1.36,6.5,0.0
18 Puerto Plata,2018,30,1.21,3.4,0.3
18 Puerto Plata,2018,31,0.89,3.7,0.0
18 Puerto Plata,2018,32,0.64,3.2,0.0
18 Puerto Plata,2018,33,2.6,6.4,0.8
18 Puerto Plata,2018,34,1.26,2.3,0.3
18 Puerto Plata,2018,35,3.09,8.5,0.7
18 Puerto Plata,2018,36,5.69,21.9,0.3
18 Puerto Plata,2018,37,1.56,4.2,0.4
18 Puerto Plata,2018,38,2.23,10.5,0.1
18 Puerto Plata,2018,39,2.71,5.6,0.0
18 Puerto Plata,2018,40,5.46,12.8,0.9
18 Puerto Plata,2018,41,6.21,21.9,0.0
18 Puerto Plata,2018,42,5.13,7.3,2.3
18 Puerto Plata,2018,43,1.07,5.3,0.0
18 Puerto Plata,2018,44,2.4,6.5,0.1
18 Puerto Plata,2018,45,2.13,8.1,0.4
18 Puerto Plata,2018,46,2.33,5.0,0.0
18 Puerto Plata,2018,47,0.44,1.2,0.0
18 Puerto Plata,2018,48,2.86,12.9,0.0
18 Puerto Plata,2018,49,0.87,2.3,0.2
18 Puerto Plata,2018,50,0.61,1.5,0.0
18 Puerto Plata,2018,51,0.51,3.4,0.0
18 Puerto Plata,2018,52,1.53,3.2,0.0
18 Puerto Plata,2019,1,0.8,2.1,0.0
18 Puerto Plata,2019,2,1.49,5.2,0.0
18 Puerto Plata,2019,3,0.34,1.0,0.0
18 Puerto Plata,2019,4,1.0,2.8,0.0
18 Puerto Plata,2019,5,0.26,1.0,0.0
18 Puerto Plata,2019,6,4.89,8.5,0.0
18 Puerto Plata,2019,7,2.17,8.0,0.1
18 Puerto Plata,2019,8,0.26,1.5,0.0
18 Puerto Plata,2019,9,0.89,2.3,0.0
18 Puerto Plata,2019,10,0.63,1.5,0.1
18 Puerto Plata,2019,11,1.5,4.5,0.0
18 Puerto Plata,2019,12,1.06,3.5,0.0
18 Puerto Plata,2019,13,4.39,11.7,0.6
18 Puerto Plata,2019,14,1.61,3.2,0.1
18 Puerto Plata,2019,15,0.39,0.5,0.2
18 Puerto Plata,2019,16,0.36,1.9,0.0
18 Puerto Plata,2019,17,0.67,3.2,0.0
18 Puerto Plata,2019,18,1.83,7.7,0.0
18 Puerto Plata,2019,19,0.77,1.8,0.1
18 Puerto Plata,2019,20,1.23,5.3,0.0
18 Puerto Plata,2019,21,3.11,7.2,0.7
18 Puerto Plata,2019,22,3.66,10.2,0.1
18 Puerto Plata,2019,23,1.73,3.3,0.1
18 Puerto Plata,2019,24,1.01,2.7,0.0
18 Puerto Plata,2019,25,0.26,1.2,0.0
18 Puerto Plata,2019,26,1.27,6.8,0.0
18 Puerto Plata,2019,27,0.94,2.5,0.0
18 Puerto Plata,2019,28,0.66,1.4,0.0
18 Puerto Plata,2019,29,1.01,2.3,0.0
18 Puerto Plata,2019,30,1.26,4.1,0.0
18 Puerto Plata,2019,31,2.3,5.1,0.5
18 Puerto Plata,2019,32,0.31,0.9,0.0
18 Puerto Plata,2019,33,1.63,5.0,0.0
18 Puerto Plata,2019,34,1.43,4.3,0.1
18 Puerto Plata,2019,35,0.49,1.7,0.0
18 Puerto Plata,2019,36,1.41,2.6,0.0
18 Puerto Plata,2019,37,1.81,5.7,0.4
18 Puerto Plata,2019,38,4.87,8.0,1.5
18 Puerto Plata,2019,39,7.41,16.3,0.8
18 Puerto Plata,2019,40,4.34,11.4,0.0
18 Puerto Plata,2019,41,0.6,1.1,0.0
18 Puerto Plata,2019,42,1.07,2.0,0.0
18 Puerto Plata,2019,43,2.39,6.6,0.5
18 Puerto Plata,2019,44,2.17,4.2,1.1
18 Puerto Plata,2019,45,0.89,1.3,0.4
18 Puerto Plata,2019,46,2.6,10.2,0.1
18 Puerto Plata,2019,47,6.51,27.2,0.0
18 Puerto Plata,2019,48,2.67,6.8,0.0
18 Puerto Plata,2019,49,6.86,26.0,0.2
18 Puerto Plata,2019,50,3.17,8.4,0.2
18 Puerto Plata,2019,51,1.11,2.9,0.0
18 Puerto Plata,2019,52,3.83,8.9,0.0
18 Puerto Plata,2020,1,1.4,5.0,0.0
18 Puerto Plata,2020,2,5.97,13.0,0.0
18 Puerto Plata,2020,3,7.93,23.1,0.0
18 Puerto Plata,2020,4,2.93,11.3,0.0
18 Puerto Plata,2020,5,0.6,3.0,0.0
18 Puerto Plata,2020,6,9.37,32.0,0.0
18 Puerto Plata,2020,7,1.0,1.7,0.0
18 Puerto Plata,2020,8,4.76,26.6,0.0
18 Puerto Plata,2020,9,13.04,86.7,0.0
18 Puerto Plata,2020,10,20.11,62.7,0.0
18 Puerto Plata,2020,11,7.27,17.8,1.2
18 Puerto Plata,2020,12,5.6,14.2,0.1
18 Puerto Plata,2020,13,2.24,5.6,0.0
18 Puerto Plata,2020,14,1.47,4.2,0.0
18 Puerto Plata,2020,15,1.36,6.8,0.0
18 Puerto Plata,2020,16,0.54,1.2,0.0
18 Puerto Plata,2020,17,0.03,0.2,0.0
18 Puerto Plata,2020,18,0.27,0.9,0.0
18 Puerto Plata,2020,19,0.76,1.9,0.0
18 Puerto Plata,2020,20,0.89,2.2,0.0
18 Puerto Plata,2020,21,0.7,1.9,0.1
18 Puerto Plata,2020,22,2.36,9.1,0.0
18 Puerto Plata,2020,23,0.59,1.5,0.0
18 Puerto Plata,2020,24,1.46,5.4,0.0
18 Puerto Plata,2020,25,0.81,1.7,0.0
18 Puerto Plata,2020,26,0.61,1.5,0.0
18 Puerto Plata,2020,27,0.69,2.0,0.0
18 Puerto Plata,2020,28,0.66,1.1,0.0
18 Puerto Plata,2020,29,1.27,3.0,0.1
18 Puerto Plata,2020,30,1.6,3.4,0.1
18 Puerto Plata,2020,31,17.3,105.6,0.0
18 Puerto Plata,2020,32,0.86,3.0,0.0
18 Puerto Plata,2020,33,1.07,1.6,0.6
18 Puerto Plata,2020,34,8.71,35.7,0.1
18 Puerto Plata,2020,35,0.89,2.6,0.1
18 Puerto Plata,2020,36,3.56,12.0,0.9
18 Puerto Plata,2020,37,0.99,2.1,0.1
18 Puerto Plata,2020,38,1.07,3.3,0.0
18 Puerto Plata,2020,39,1.07,1.9,0.1
18 Puerto Plata,2020,40,1.51,3.3,0.4
18 Puerto Plata,2020,41,1.81,5.4,0.0
18 Puerto Plata,2020,42,1.54,2.3,0.5
18 Puerto Plata,2020,43,1.6,6.5,0.0
18 Puerto Plata,2020,44,2.11,5.5,0.4
18 Puerto Plata,2020,45,3.69,8.9,0.5
18 Puerto Plata,2020,46,6.27,31.0,0.3
18 Puerto Plata,2020,47,7.34,21.6,0.2
18 Puerto Plata,2020,48,3.31,7.9,0.0
18 Puerto Plata,2020,49,0.37,1.7,0.0
18 Puerto Plata,2020,50,11.8,50.1,0.0
18 Puerto Plata,2020,51,1.63,6.6,0.2
18 Puerto Plata,2020,52,2.91,7.5,1.0
18 Puerto Plata,2021,1,0.06,0.2,0.0
18 Puerto Plata,2021,2,0.07,0.3,0.0
18 Puerto Plata,2021,3,1.67,3.8,0.0
18 Puerto Plata,2021,4,5.87,24.0,0.0
18 Puerto Plata,2021,5,14.37,67.0,0.0
18 Puerto Plata,2021,6,0.59,1.5,0.0
18 Puerto Plata,2021,7,1.09,5.0,0.0
18 Puerto Plata,2021,8,3.27,7.6,0.0
18 Puerto Plata,2021,9,2.5,9.7,0.0
18 Puerto Plata,2021,10,27.51,88.0,1.4
18 Puerto Plata,2021,11,0.73,3.5,0.0
18 Puerto Plata,2021,12,3.33,5.2,1.2
18 Puerto Plata,2021,13,8.49,39.9,0.1
18 Puerto Plata,2021,14,18.16,78.5,0.0
18 Puerto Plata,2021,15,1.11,5.6,0.0
18 Puerto Plata,2021,16,0.4,0.9,0.0
18 Puerto Plata,2021,17,1.73,4.0,0.1
18 Puerto Plata,2021,18,1.11,2.4,0.0
18 Puerto Plata,2021,19,0.43,1.4,0.0
18 Puerto Plata,2021,20,7.19,21.8,0.1
18 Puerto Plata,2021,21,1.8,4.0,0.2
18 Puerto Plata,2021,22,1.34,2.0,0.6
18 Puerto Plata,2021,23,2.04,4.6,0.0
18 Puerto Plata,2021,24,0.56,2.1,0.0
18 Puerto Plata,2021,25,1.11,2.1,0.3
18 Puerto Plata,2021,26,1.56,5.5,0.0
18 Puerto Plata,2021,27,1.17,4.0,0.1
18 Puerto Plata,2021,28,1.14,3.6,0.0
18 Puerto Plata,2021,29,1.21,3.9,0.0
18 Puerto Plata,2021,30,1.03,3.1,0.1
18 Puerto Plata,2021,31,0.76,2.1,0.0
18 Puerto Plata,2021,32,9.67,36.1,1.0
18 Puerto Plata,2021,33,2.77,14.6,0.0
18 Puerto Plata,2021,34,0.69,2.8,0.0
18 Puerto Plata,2021,35,0.24,1.0,0.0
18 Puerto Plata,2021,36,1.1,6.7,0.0
18 Puerto Plata,2021,37,3.59,15.8,0.8
18 Puerto Plata,2021,38,2.69,6.7,0.3
18 Puerto Plata,2021,39,4.26,13.6,0.0
18 Puerto Plata,2021,40,1.77,3.8,0.1
18 Puerto Plata,2021,41,4.73,21.2,0.6
18 Puerto Plata,2021,42,2.67,12.2,0.0
18 Puerto Plata,2021,43,0.39,2.3,0.0
18 Puerto Plata,2021,44,2.47,9.5,0.2
18 Puerto Plata,2021,45,0.91,3.0,0.0
18 Puerto Plata,2021,46,0.83,2.2,0.0
18 Puerto Plata,2021,47,4.1,15.6,0.0
18 Puerto Plata,2021,48,1.3,2.2,0.3
18 Puerto Plata,2021,49,1.54,2.6,0.3
18 Puerto Plata,2021,50,2.26,8.4,0.2
18 Puerto Plata,2021,51,2.03,4.9,0.0
18 Puerto Plata,2021,52,0.06,0.3,0.0
18 Puerto Plata,2022,1,1.13,3.5,0.0
18 Puerto Plata,2022,2,1.17,2.8,0.1
18 Puerto Plata,2022,3,0.79,3.8,0.0
18 Puerto Plata,2022,4,2.73,15.2,0.0
18 Puerto Plata,2022,5,13.54,47.7,2.6
18 Puerto Plata,2022,6,1.13,3.7,0.0
18 Puerto Plata,2022,7,0.89,1.7,0.3
18 Puerto Plata,2022,8,3.19,7.3,0.6
18 Puerto Plata,2022,9,6.34,27.6,0.1
18 Puerto Plata,2022,10,0.86,2.1,0.1
18 Puerto Plata,2022,11,0.23,0.8,0.0
18 Puerto Plata,2022,12,1.93,9.2,0.0
18 Puerto Plata,2022,13,7.59,20.9,0.0
18 Puerto Plata,2022,14,0.7,2.5,0.0
18 Puerto Plata,2022,15,1.97,2.7,0.6
18 Puerto Plata,2022,16,6.91,19.8,0.4
18 Puerto Plata,2022,17,1.17,4.5,0.0
18 Puerto Plata,2022,18,3.03,14.1,0.0
18 Puerto Plata,2022,19,2.14,9.2,0.0
18 Puerto Plata,2022,20,0.69,2.5,0.0
18 Puerto Plata,2022,21,3.21,12.9,0.5
18 Puerto Plata,2022,22,0.69,1.9,0.0
18 Puerto Plata,2022,23,0.87,3.5,0.0
18 Puerto Plata,2022,24,2.31,10.6,0.0
18 Puerto Plata,2022,25,2.06,7.5,0.0
18 Puerto Plata,2022,26,2.13,10.6,0.0
18 Puerto Plata,2022,27,1.71,5.8,0.3
18 Puerto Plata,2022,28,0.66,1.4,0.1
18 Puerto Plata,2022,29,1.06,1.9,0.4
18 Puerto Plata,2022,30,0.99,2.6,0.0
18 Puerto Plata,2022,31,1.19,3.6,0.0
18 Puerto Plata,2022,32,0.54,1.8,0.0
18 Puerto Plata,2022,33,4.34,11.7,1.3
18 Puerto Plata,2022,34,1.33,2.9,0.0
18 Puerto Plata,2022,35,2.36,6.4,0.3
18 Puerto Plata,2022,36,0.83,2.5,0.1
18 Puerto Plata,2022,37,3.23,16.1,0.0
18 Puerto Plata,2022,38,21.66,126.4,0.0
18 Puerto Plata,2022,39,1.97,5.7,0.3
18 Puerto Plata,2022,40,2.14,4.7,1.2
18 Puerto Plata,2022,41,1.36,2.4,0.1
18 Puerto Plata,2022,42,1.57,5.9,0.1
18 Puerto Plata,2022,43,5.87,15.9,0.6
18 Puerto Plata,2022,44,7.7,20.4,1.0
18 Puerto Plata,2022,45,1.51,4.0,0.4
18 Puerto Plata,2022,46,0.57,1.3,0.1
18 Puerto Plata,2022,47,1.2,4.1,0.2
18 Puerto Plata,2022,48,4.46,6.8,0.0
18 Puerto Plata,2022,49,3.0,6.1,1.0
18 Puerto Plata,2022,50,0.07,0.3,0.0
18 Puerto Plata,2022,51,0.2,0.5,0.0
18 Puerto Plata,2022,52,0.79,1.6,0.2
18 Puerto Plata,2023,1,2.1,5.5,1.1
18 Puerto Plata,2023,2,4.6,13.8,0.7
18 Puerto Plata,2023,3,0.03,0.2,0.0
18 Puerto Plata,2023,4,1.69,5.0,0.0
18 Puerto Plata,2023,5,2.54,5.6,0.2
18 Puerto Plata,2023,6,1.37,4.5,0.0
18 Puerto Plata,2023,7,1.04,3.0,0.0
18 Puerto Plata,2023,8,0.79,2.6,0.0
18 Puerto Plata,2023,9,0.07,0.5,0.0
18 Puerto Plata,2023,10,0.6,2.6,0.0
18 Puerto Plata,2023,11,7.01,26.9,0.0
18 Puerto Plata,2023,12,0.43,2.7,0.0
18 Puerto Plata,2023,13,0.51,1.7,0.0
18 Puerto Plata,2023,14,4.91,10.9,0.1
18 Puerto Plata,2023,15,3.8,11.6,0.0
18 Puerto Plata,2023,16,3.61,13.5,0.1
18 Puerto Plata,2023,17,0.76,1.7,0.0
18 Puerto Plata,2023,18,1.4,3.6,0.0
18 Puerto Plata,2023,19,1.49,7.6,0.0
18 Puerto Plata,2023,20,7.83,27.6,2.2
18 Puerto Plata,2023,21,4.43,13.9,0.2
18 Puerto Plata,2023,22,3.41,13.3,0.1
18 Puerto Plata,2023,23,0.7,1.3,0.1
18 Puerto Plata,2023,24,1.2,3.1,0.0
18 Puerto Plata,2023,25,0.7,2.0,0.0
18 Puerto Plata,2023,26,2.14,5.5,0.0
18 Puerto Plata,2023,27,2.41,9.4,0.0
18 Puerto Plata,2023,28,0.5,1.5,0.0
18 Puerto Plata,2023,29,0.47,1.6,0.0
18 Puerto Plata,2023,30,1.69,8.1,0.0
18 Puerto Plata,2023,31,1.06,2.0,0.4
18 Puerto Plata,2023,32,2.13,5.7,0.3
18 Puerto Plata,2023,33,2.4,6.5,0.0
18 Puerto Plata,2023,34,6.84,27.9,1.1
18 Puerto Plata,2023,35,0.74,3.4,0.0
18 Puerto Plata,2023,36,2.5,7.7,0.0
18 Puerto Plata,2023,37,2.41,4.9,0.5
18 Puerto Plata,2023,38,2.5,11.5,0.6
18 Puerto Plata,2023,39,1.31,2.3,0.3
18 Puerto Plata,2023,40,2.99,7.5,0.0
18 Puerto Plata,2023,41,0.56,1.5,0.0
18 Puerto Plata,2023,42,1.49,3.4,0.4
18 Puerto Plata,2023,43,3.96,10.3,0.4
18 Puerto Plata,2023,44,2.3,9.5,0.0
18 Puerto Plata,2023,45,1.0,2.2,0.0
18 Puerto Plata,2023,46,3.63,10.9,0.0
18 Puerto Plata,2023,47,2.21,5.7,0.5
18 Puerto Plata,2023,48,0.29,0.8,0.0
18 Puerto Plata,2023,49,2.99,8.1,0.0
18 Puerto Plata,2023,50,2.49,5.2,0.0
18 Puerto Plata,2023,51,11.07,29.6,0.0
18 Puerto Plata,2023,52,1.7,11.5,0.0
19 Hermanas Mirabal,2015,1,1.25,3.6,0.0
19 Hermanas Mirabal,2015,2,0.86,2.5,0.0
19 Hermanas Mirabal,2015,3,1.43,4.6,0.0
19 Hermanas Mirabal,2015,4,0.23,1.5,0.0
19 Hermanas Mirabal,2015,5,10.57,34.2,0.0
19 Hermanas Mirabal,2015,6,1.66,6.0,0.0
19 Hermanas Mirabal,2015,7,1.0,3.1,0.0
19 Hermanas Mirabal,2015,8,18.24,93.8,0.0
19 Hermanas Mirabal,2015,9,0.54,1.8,0.0
19 Hermanas Mirabal,2015,10,0.84,2.7,0.0
19 Hermanas Mirabal,2015,11,2.09,3.9,0.3
19 Hermanas Mirabal,2015,12,0.9,2.9,0.0
19 Hermanas Mirabal,2015,13,0.5,1.5,0.0
19 Hermanas Mirabal,2015,14,3.77,14.9,0.8
19 Hermanas Mirabal,2015,15,1.66,2.9,0.1
19 Hermanas Mirabal,2015,16,0.33,1.1,0.0
19 Hermanas Mirabal,2015,17,0.09,0.5,0.0
19 Hermanas Mirabal,2015,18,0.07,0.4,0.0
19 Hermanas Mirabal,2015,19,0.17,1.2,0.0
19 Hermanas Mirabal,2015,20,0.9,3.0,0.0
19 Hermanas Mirabal,2015,21,1.6,2.8,0.2
19 Hermanas Mirabal,2015,22,4.51,19.7,0.6
19 Hermanas Mirabal,2015,23,1.71,6.8,0.0
19 Hermanas Mirabal,2015,24,1.16,2.5,0.0
19 Hermanas Mirabal,2015,25,2.23,3.8,1.4
19 Hermanas Mirabal,2015,26,0.47,1.8,0.0
19 Hermanas Mirabal,2015,27,0.41,1.2,0.0
19 Hermanas Mirabal,2015,28,1.14,2.9,0.0
19 Hermanas Mirabal,2015,29,0.51,2.0,0.0
19 Hermanas Mirabal,2015,30,0.26,1.7,0.0
19 Hermanas Mirabal,2015,31,0.67,2.9,0.0
19 Hermanas Mirabal,2015,32,0.77,2.1,0.0
19 Hermanas Mirabal,2015,33,0.54,2.9,0.0
19 Hermanas Mirabal,2015,34,0.43,1.9,0.0
19 Hermanas Mirabal,2015,35,5.5,17.2,0.3
19 Hermanas Mirabal,2015,36,0.7,2.7,0.0
19 Hermanas Mirabal,2015,37,1.36,5.7,0.0
19 Hermanas Mirabal,2015,38,0.99,2.2,0.0
19 Hermanas Mirabal,2015,39,3.49,15.1,0.3
19 Hermanas Mirabal,2015,40,2.41,9.6,0.0
19 Hermanas Mirabal,2015,41,0.66,2.2,0.0
19 Hermanas Mirabal,2015,42,0.71,2.1,0.0
19 Hermanas Mirabal,2015,43,6.6,13.3,2.1
19 Hermanas Mirabal,2015,44,1.59,3.6,0.1
19 Hermanas Mirabal,2015,45,3.04,10.7,0.2
19 Hermanas Mirabal,2015,46,0.96,4.5,0.0
19 Hermanas Mirabal,2015,47,1.4,4.1,0.0
19 Hermanas Mirabal,2015,48,3.0,9.1,0.1
19 Hermanas Mirabal,2015,49,0.64,1.5,0.0
19 Hermanas Mirabal,2015,50,0.64,1.8,0.0
19 Hermanas Mirabal,2015,51,0.43,1.9,0.0
19 Hermanas Mirabal,2015,52,1.66,3.2,0.9
19 Hermanas Mirabal,2016,1,0.1,0.4,0.0
19 Hermanas Mirabal,2016,2,0.03,0.2,0.0
19 Hermanas Mirabal,2016,3,2.04,8.3,0.0
19 Hermanas Mirabal,2016,4,1.0,3.9,0.0
19 Hermanas Mirabal,2016,5,1.07,3.5,0.0
19 Hermanas Mirabal,2016,6,2.47,8.9,0.1
19 Hermanas Mirabal,2016,7,2.74,12.1,0.0
19 Hermanas Mirabal,2016,8,0.47,1.6,0.0
19 Hermanas Mirabal,2016,9,2.76,15.9,0.0
19 Hermanas Mirabal,2016,10,1.26,4.7,0.1
19 Hermanas Mirabal,2016,11,0.3,1.1,0.0
19 Hermanas Mirabal,2016,12,0.27,1.0,0.0
19 Hermanas Mirabal,2016,13,0.19,1.1,0.0
19 Hermanas Mirabal,2016,14,1.7,10.4,0.0
19 Hermanas Mirabal,2016,15,1.14,2.9,0.0
19 Hermanas Mirabal,2016,16,4.47,9.1,1.4
19 Hermanas Mirabal,2016,17,6.06,12.0,2.9
19 Hermanas Mirabal,2016,18,4.24,11.5,0.4
19 Hermanas Mirabal,2016,19,3.17,8.9,0.2
19 Hermanas Mirabal,2016,20,0.3,1.0,0.0
19 Hermanas Mirabal,2016,21,2.86,7.0,0.2
19 Hermanas Mirabal,2016,22,2.66,7.0,1.0
19 Hermanas Mirabal,2016,23,0.26,1.0,0.0
19 Hermanas Mirabal,2016,24,0.79,3.6,0.0
19 Hermanas Mirabal,2016,25,2.33,6.0,0.2
19 Hermanas Mirabal,2016,26,0.64,2.0,0.0
19 Hermanas Mirabal,2016,27,1.13,4.0,0.0
19 Hermanas Mirabal,2016,28,1.77,5.0,0.2
19 Hermanas Mirabal,2016,29,1.56,3.5,0.0
19 Hermanas Mirabal,2016,30,2.74,4.5,0.4
19 Hermanas Mirabal,2016,31,2.74,6.8,0.3
19 Hermanas Mirabal,2016,32,1.9,5.2,0.0
19 Hermanas Mirabal,2016,33,0.37,1.5,0.0
19 Hermanas Mirabal,2016,34,6.73,30.0,0.7
19 Hermanas Mirabal,2016,35,0.54,2.3,0.0
19 Hermanas Mirabal,2016,36,1.84,5.7,0.0
19 Hermanas Mirabal,2016,37,0.77,1.5,0.1
