province,year,week,avg_rainfall,max_rainfall,min_rainfall
02 Azua,2015,38,3.29,8.4,0.0
02 Azua,2015,39,2.17,5.8,0.4
02 Azua,2015,40,0.9,3.8,0.0
02 Azua,2015,41,1.14,3.9,0.0
02 Azua,2015,42,2.84,11.6,0.0
02 Azua,2015,43,4.31,14.5,0.0
02 Azua,2015,44,2.16,4.1,0.5
02 Azua,2015,45,0.96,1.9,0.0
02 Azua,2015,46,0.74,3.3,0.0
02 Azua,2015,47,0.19,1.0,0.0
02 Azua,2015,48,0.24,0.7,0.0
02 Azua,2015,49,0.77,2.3,0.0
02 Azua,2015,50,0.37,1.2,0.0
02 Azua,2015,51,0.71,3.4,0.0
02 Azua,2015,52,0.01,0.1,0.0
02 Azua,2016,1,0.53,1.2,0.0
02 Azua,2016,2,0.11,0.4,0.0
02 Azua,2016,3,0.26,1.4,0.0
02 Azua,2016,4,0.06,0.3,0.0
02 Azua,2016,5,0.43,1.4,0.0
02 Azua,2016,6,0.36,0.9,0.0
02 Azua,2016,7,0.57,1.6,0.0
02 Azua,2016,8,0.71,2.4,0.0
02 Azua,2016,9,2.2,6.0,0.4
02 Azua,2016,10,1.46,9.9,0.0
02 Azua,2016,11,1.13,3.1,0.0
02 Azua,2016,12,0.04,0.3,0.0
02 Azua,2016,13,1.39,6.1,0.0
02 Azua,2016,14,2.53,5.0,1.0
02 Azua,2016,15,2.14,4.5,0.7
02 Azua,2016,16,1.0,2.9,0.0
02 Azua,2016,17,8.6,14.7,1.2
02 Azua,2016,18,3.7,11.3,0.6
02 Azua,2016,19,3.24,6.6,0.9
02 Azua,2016,20,0.64,2.2,0.0
02 Azua,2016,21,3.84,8.8,0.2
02 Azua,2016,22,3.13,5.6,0.6
02 Azua,2016,23,1.14,2.9,0.2
02 Azua,2016,24,0.66,1.5,0.0
02 Azua,2016,25,2.97,8.6,0.6
02 Azua,2016,26,0.89,2.7,0.0
02 Azua,2016,27,1.46,4.8,0.0
02 Azua,2016,28,1.39,3.3,0.2
02 Azua,2016,29,1.86,5.5,0.7
02 Azua,2016,30,1.84,3.7,0.0
02 Azua,2016,31,2.44,5.6,0.0
02 Azua,2016,32,2.27,5.3,0.5
02 Azua,2016,33,0.37,1.0,0.0
02 Azua,2016,34,9.21,40.1,0.8
02 Azua,2016,35,0.56,1.8,0.0
02 Azua,2016,36,3.29,8.8,0.0
02 Azua,2016,37,1.57,5.3,0.2
02 Azua,2016,38,2.69,5.0,0.6
02 Azua,2016,39,1.97,5.8,0.1
02 Azua,2016,40,23.06,106.1,0.0
02 Azua,2016,41,3.26,8.5,0.2
02 Azua,2016,42,3.57,14.1,0.0
02 Azua,2016,43,4.37,10.3,0.3
02 Azua,2016,44,6.0,18.8,0.0
02 Azua,2016,45,10.43,36.4,0.4
02 Azua,2016,46,8.03,21.4,0.3
02 Azua,2016,47,1.21,3.0,0.3
02 Azua,2016,48,1.09,2.2,0.0
02 Azua,2016,49,0.27,0.8,0.0
02 Azua,2016,50,0.26,1.3,0.0
02 Azua,2016,51,0.19,0.8,0.0
02 Azua,2016,52,0.5,1.3,0.0
02 Azua,2017,1,0.33,1.1,0.0
02 Azua,2017,2,0.07,0.3,0.0
02 Azua,2017,3,0.01,0.1,0.0
02 Azua,2017,4,0.7,2.3,0.0
02 Azua,2017,5,0.04,0.3,0.0
02 Azua,2017,6,0.59,1.7,0.0
02 Azua,2017,7,1.33,3.1,0.0
02 Azua,2017,8,1.3,5.0,0.0
02 Azua,2017,9,0.21,1.2,0.0
02 Azua,2017,10,0.43,1.2,0.0
02 Azua,2017,11,1.19,4.0,0.1
02 Azua,2017,12,3.51,11.6,0.8
02 Azua,2017,13,0.37,1.7,0.0
02 Azua,2017,14,1.2,2.6,0.1
02 Azua,2017,15,1.17,4.5,0.1
02 Azua,2017,16,8.1,34.6,0.1
02 Azua,2017,17,8.4,22.6,1.3
02 Azua,2017,18,5.83,9.4,0.2
02 Azua,2017,19,2.76,9.6,0.2
02 Azua,2017,20,3.27,14.8,0.0
02 Azua,2017,21,0.69,3.6,0.0
02 Azua,2017,22,4.29,12.8,0.1
02 Azua,2017,23,1.19,3.0,0.0
02 Azua,2017,24,4.13,22.6,0.0
02 Azua,2017,25,0.61,2.2,0.0
02 Azua,2017,26,1.64,4.5,0.0
02 Azua,2017,27,1.59,7.1,0.0
02 Azua,2017,28,1.39,5.4,0.1
02 Azua,2017,29,0.83,4.3,0.0
02 Azua,2017,30,0.67,1.3,0.1
02 Azua,2017,31,1.6,5.1,0.0
02 Azua,2017,32,3.44,8.3,0.2
02 Azua,2017,33,3.37,16.1,0.0
02 Azua,2017,34,1.33,3.9,0.0
02 Azua,2017,35,1.36,3.6,0.0
02 Azua,2017,36,16.81,48.0,0.0
02 Azua,2017,37,8.13,18.5,1.1
02 Azua,2017,38,9.53,39.2,0.0
02 Azua,2017,39,4.66,13.4,0.0
02 Azua,2017,40,3.76,10.5,0.0
02 Azua,2017,41,3.79,11.0,0.0
02 Azua,2017,42,5.59,15.0,0.0
02 Azua,2017,43,2.06,4.6,0.0
02 Azua,2017,44,0.93,2.8,0.0
02 Azua,2017,45,8.8,16.3,0.5
02 Azua,2017,46,18.2,52.2,0.5
02 Azua,2017,47,0.91,4.2,0.0
02 Azua,2017,48,0.27,1.0,0.0
02 Azua,2017,49,0.3,1.0,0.0
02 Azua,2017,50,0.13,0.6,0.0
02 Azua,2017,51,0.0,0.0,0.0
02 Azua,2017,52,0.13,0.9,0.0
02 Azua,2018,1,1.43,3.4,0.0
02 Azua,2018,2,0.61,2.5,0.0
02 Azua,2018,3,0.19,0.9,0.0
02 Azua,2018,4,0.27,1.2,0.0
02 Azua,2018,5,0.04,0.3,0.0
02 Azua,2018,6,0.0,0.0,0.0
02 Azua,2018,7,0.01,0.1,0.0
02 Azua,2018,8,0.39,2.3,0.0
02 Azua,2018,9,0.91,4.6,0.0
02 Azua,2018,10,0.57,1.8,0.0
02 Azua,2018,11,0.47,1.1,0.0
02 Azua,2018,12,2.06,10.0,0.0
02 Azua,2018,13,0.44,2.7,0.0
02 Azua,2018,14,0.74,2.9,0.0
02 Azua,2018,15,1.07,3.7,0.0
02 Azua,2018,16,0.97,3.4,0.2
02 Azua,2018,17,1.16,2.2,0.1
02 Azua,2018,18,3.56,13.5,0.7
02 Azua,2018,19,1.37,3.4,0.3
02 Azua,2018,20,0.43,1.2,0.0
02 Azua,2018,21,0.41,1.1,0.0
02 Azua,2018,22,1.34,3.8,0.2
02 Azua,2018,23,0.71,1.7,0.0
02 Azua,2018,24,1.33,5.1,0.0
02 Azua,2018,25,3.09,8.4,1.3
02 Azua,2018,26,0.36,1.3,0.0
02 Azua,2018,27,0.31,1.4,0.0
02 Azua,2018,28,3.76,23.5,0.0
02 Azua,2018,29,1.71,3.4,0.5
02 Azua,2018,30,0.89,2.0,0.3
02 Azua,2018,31,1.99,8.5,0.0
02 Azua,2018,32,1.31,3.1,0.4
02 Azua,2018,33,2.59,8.4,0.6
02 Azua,2018,34,1.04,2.6,0.0
02 Azua,2018,35,2.97,10.2,0.0
02 Azua,2018,36,2.06,5.1,0.2
02 Azua,2018,37,3.74,15.0,0.0
02 Azua,2018,38,2.29,7.7,0.0
02 Azua,2018,39,1.93,10.4,0.1
02 Azua,2018,40,3.16,9.0,0.4
02 Azua,2018,41,6.61,16.7,0.6
02 Azua,2018,42,0.29,0.6,0.0
02 Azua,2018,43,1.67,5.4,0.0
02 Azua,2018,44,2.46,14.5,0.0
02 Azua,2018,45,0.49,1.3,0.0
02 Azua,2018,46,1.34,5.6,0.0
02 Azua,2018,47,0.54,1.6,0.0
02 Azua,2018,48,0.31,1.4,0.0
02 Azua,2018,49,0.19,0.7,0.0
02 Azua,2018,50,0.14,0.5,0.0
02 Azua,2018,51,0.54,1.6,0.0
02 Azua,2018,52,0.03,0.1,0.0
02 Azua,2019,1,0.04,0.3,0.0
02 Azua,2019,2,0.16,0.4,0.0
02 Azua,2019,3,0.6,1.4,0.0
02 Azua,2019,4,0.21,0.8,0.0
02 Azua,2019,5,0.93,3.0,0.2
02 Azua,2019,6,1.04,4.0,0.0
02 Azua,2019,7,1.37,5.1,0.0
02 Azua,2019,8,0.0,0.0,0.0
02 Azua,2019,9,0.36,1.1,0.0
02 Azua,2019,10,0.91,1.6,0.4
02 Azua,2019,11,0.49,1.0,0.0
02 Azua,2019,12,0.69,1.9,0.0
02 Azua,2019,13,8.83,50.4,0.5
02 Azua,2019,14,1.74,4.9,0.0
02 Azua,2019,15,0.81,1.6,0.0
02 Azua,2019,16,0.83,1.9,0.0
02 Azua,2019,17,2.14,5.6,0.2
02 Azua,2019,18,1.11,3.8,0.0
02 Azua,2019,19,1.7,3.9,0.2
02 Azua,2019,20,0.94,2.5,0.0
02 Azua,2019,21,5.14,12.4,2.0
02 Azua,2019,22,8.11,17.8,0.7
02 Azua,2019,23,3.26,7.7,0.1
02 Azua,2019,24,0.76,2.8,0.0
02 Azua,2019,25,0.7,3.5,0.0
02 Azua,2019,26,0.74,2.6,0.1
02 Azua,2019,27,0.94,3.5,0.0
02 Azua,2019,28,1.96,4.6,0.1
02 Azua,2019,29,0.74,2.3,0.1
02 Azua,2019,30,1.96,6.8,0.0
02 Azua,2019,31,3.03,8.4,0.0
02 Azua,2019,32,1.59,3.0,0.2
02 Azua,2019,33,1.31,2.9,0.1
02 Azua,2019,34,1.49,3.2,0.6
02 Azua,2019,35,0.73,1.3,0.3
02 Azua,2019,36,2.47,5.3,0.3
02 Azua,2019,37,1.89,3.1,0.4
02 Azua,2019,38,19.61,65.4,1.1
02 Azua,2019,39,3.11,6.1,1.5
02 Azua,2019,40,6.96,17.7,0.0
02 Azua,2019,41,0.36,1.2,0.0
02 Azua,2019,42,1.74,6.5,0.0
02 Azua,2019,43,1.41,4.6,0.0
02 Azua,2019,44,0.49,1.2,0.1
02 Azua,2019,45,0.74,1.5,0.0
02 Azua,2019,46,2.71,12.0,0.1
02 Azua,2019,47,1.61,8.1,0.0
02 Azua,2019,48,0.01,0.1,0.0
02 Azua,2019,49,1.34,2.9,0.3
02 Azua,2019,50,1.93,11.5,0.0
02 Azua,2019,51,0.71,2.5,0.0
02 Azua,2019,52,0.74,2.1,0.0
02 Azua,2020,1,0.9,3.6,0.0
02 Azua,2020,2,0.59,2.2,0.0
02 Azua,2020,3,0.14,0.8,0.0
02 Azua,2020,4,4.5,22.1,0.9
02 Azua,2020,5,0.26,0.9,0.0
02 Azua,2020,6,0.51,1.2,0.0
02 Azua,2020,7,0.53,1.3,0.0
02 Azua,2020,8,1.07,4.5,0.0
02 Azua,2020,9,3.94,13.0,0.0
02 Azua,2020,10,3.21,10.3,0.0
02 Azua,2020,11,1.89,5.1,0.1
02 Azua,2020,12,0.03,0.1,0.0
02 Azua,2020,13,2.41,5.5,0.0
02 Azua,2020,14,0.21,0.6,0.0
02 Azua,2020,15,1.51,3.3,0.0
02 Azua,2020,16,1.2,2.6,0.0
02 Azua,2020,17,0.8,2.3,0.0
02 Azua,2020,18,0.97,3.4,0.0
02 Azua,2020,19,1.47,3.4,0.0
02 Azua,2020,20,1.49,3.6,0.0
02 Azua,2020,21,1.47,4.8,0.0
02 Azua,2020,22,3.11,9.2,0.2
02 Azua,2020,23,1.96,8.6,0.0
02 Azua,2020,24,1.76,6.2,0.3
02 Azua,2020,25,1.19,3.0,0.4
02 Azua,2020,26,0.87,4.3,0.0
02 Azua,2020,27,2.01,5.7,0.4
02 Azua,2020,28,1.2,2.0,0.3
02 Azua,2020,29,2.21,6.7,0.5
02 Azua,2020,30,1.46,4.6,0.0
02 Azua,2020,31,24.53,91.0,0.0
02 Azua,2020,32,2.16,6.8,0.0
02 Azua,2020,33,0.71,2.6,0.0
02 Azua,2020,34,19.27,116.4,0.2
02 Azua,2020,35,1.41,6.5,0.0
02 Azua,2020,36,4.19,8.3,0.0
02 Azua,2020,37,3.4,6.8,1.0
02 Azua,2020,38,3.3,9.7,0.0
02 Azua,2020,39,1.37,3.7,0.0
02 Azua,2020,40,1.76,4.9,0.2
02 Azua,2020,41,1.64,5.5,0.0
02 Azua,2020,42,3.2,9.0,1.3
02 Azua,2020,43,2.81,15.6,0.0
02 Azua,2020,44,0.83,3.3,0.0
02 Azua,2020,45,8.17,21.1,0.7
02 Azua,2020,46,6.87,20.5,0.4
02 Azua,2020,47,1.5,5.7,0.0
02 Azua,2020,48,1.44,7.6,0.0
02 Azua,2020,49,0.51,1.5,0.0
02 Azua,2020,50,0.36,0.9,0.0
02 Azua,2020,51,0.2,0.8,0.0
02 Azua,2020,52,0.64,1.9,0.0
02 Azua,2021,1,0.23,1.1,0.0
02 Azua,2021,2,0.16,0.6,0.0
02 Azua,2021,3,0.56,2.7,0.0
02 Azua,2021,4,0.8,4.9,0.0
02 Azua,2021,5,1.09,3.8,0.0
02 Azua,2021,6,0.1,0.4,0.0
02 Azua,2021,7,0.46,1.7,0.0
02 Azua,2021,8,0.59,2.0,0.0
02 Azua,2021,9,0.5,1.4,0.0
02 Azua,2021,10,2.64,6.5,0.5
02 Azua,2021,11,0.09,0.5,0.0
02 Azua,2021,12,1.1,2.7,0.0
02 Azua,2021,13,2.23,11.2,0.2
02 Azua,2021,14,4.13,12.4,0.1
02 Azua,2021,15,0.69,2.2,0.0
02 Azua,2021,16,0.59,1.6,0.1
02 Azua,2021,17,1.83,3.4,0.8
02 Azua,2021,18,1.1,2.3,0.4
02 Azua,2021,19,1.14,3.1,0.0
02 Azua,2021,20,1.01,2.2,0.1
02 Azua,2021,21,2.3,5.2,0.0
02 Azua,2021,22,1.06,1.7,0.0
02 Azua,2021,23,3.34,6.3,0.8
02 Azua,2021,24,0.59,2.8,0.0
02 Azua,2021,25,1.34,1.9,0.2
02 Azua,2021,26,5.21,30.4,0.1
02 Azua,2021,27,0.64,2.1,0.0
02 Azua,2021,28,1.76,4.8,0.0
02 Azua,2021,29,0.84,1.9,0.0
02 Azua,2021,30,1.6,5.3,0.2
02 Azua,2021,31,2.16,4.8,0.4
02 Azua,2021,32,9.47,41.5,0.0
02 Azua,2021,33,10.31,59.0,0.1
02 Azua,2021,34,0.5,2.9,0.0
02 Azua,2021,35,4.6,27.7,0.0
02 Azua,2021,36,1.41,5.3,0.1
02 Azua,2021,37,2.51,10.6,0.4
02 Azua,2021,38,0.89,2.5,0.0
02 Azua,2021,39,3.41,6.5,1.4
02 Azua,2021,40,0.49,1.0,0.0
02 Azua,2021,41,4.14,10.2,0.4
02 Azua,2021,42,4.0,13.7,0.3
02 Azua,2021,43,0.83,2.1,0.0
02 Azua,2021,44,2.83,8.5,0.5
02 Azua,2021,45,0.76,2.4,0.0
02 Azua,2021,46,0.13,0.5,0.0
02 Azua,2021,47,0.91,3.0,0.0
02 Azua,2021,48,0.34,0.8,0.0
02 Azua,2021,49,0.0,0.0,0.0
02 Azua,2021,50,0.04,0.1,0.0
02 Azua,2021,51,1.93,6.6,0.0
02 Azua,2021,52,0.04,0.3,0.0
02 Azua,2022,1,0.06,0.2,0.0
02 Azua,2022,2,0.63,1.4,0.0
02 Azua,2022,3,0.07,0.4,0.0
02 Azua,2022,4,0.46,1.2,0.0
02 Azua,2022,5,0.97,2.5,0.2
02 Azua,2022,6,0.97,4.0,0.0
02 Azua,2022,7,0.5,3.1,0.0
02 Azua,2022,8,0.17,0.4,0.0
02 Azua,2022,9,1.19,3.2,0.0
02 Azua,2022,10,0.96,4.0,0.0
02 Azua,2022,11,0.19,0.9,0.0
02 Azua,2022,12,0.83,2.6,0.0
02 Azua,2022,13,3.56,12.6,0.0
02 Azua,2022,14,0.96,1.9,0.4
02 Azua,2022,15,3.74,16.6,0.5
02 Azua,2022,16,10.17,28.4,0.7
02 Azua,2022,17,7.01,44.4,0.0
02 Azua,2022,18,1.23,3.8,0.0
02 Azua,2022,19,1.64,3.3,0.4
02 Azua,2022,20,1.71,4.0,0.1
02 Azua,2022,21,0.54,1.0,0.1
02 Azua,2022,22,1.46,3.2,0.3
02 Azua,2022,23,0.9,2.1,0.0
02 Azua,2022,24,2.29,7.0,0.1
02 Azua,2022,25,1.7,3.1,0.5
02 Azua,2022,26,8.23,50.6,0.0
02 Azua,2022,27,3.67,7.6,0.6
02 Azua,2022,28,2.21,7.5,0.0
02 Azua,2022,29,2.06,11.4,0.0
02 Azua,2022,30,1.94,9.5,0.1
02 Azua,2022,31,0.83,3.1,0.0
02 Azua,2022,32,3.17,19.0,0.0
02 Azua,2022,33,3.17,6.3,2.0
02 Azua,2022,34,3.17,9.9,0.7
02 Azua,2022,35,0.7,1.6,0.0
02 Azua,2022,36,3.66,12.5,1.2
02 Azua,2022,37,0.86,1.9,0.0
02 Azua,2022,38,12.54,19.8,0.4
02 Azua,2022,39,6.73,12.9,1.5
02 Azua,2022,40,2.19,8.8,0.1
02 Azua,2022,41,1.83,4.7,0.0
02 Azua,2022,42,1.46,3.6,0.2
02 Azua,2022,43,2.07,4.6,0.1
02 Azua,2022,44,3.06,9.5,0.5
02 Azua,2022,45,1.43,5.1,0.1
02 Azua,2022,46,0.56,2.9,0.0
02 Azua,2022,47,0.27,0.9,0.0
02 Azua,2022,48,0.14,0.9,0.0
02 Azua,2022,49,0.0,0.0,0.0
02 Azua,2022,50,0.09,0.4,0.0
02 Azua,2022,51,0.2,1.3,0.0
02 Azua,2022,52,0.27,0.9,0.0
02 Azua,2023,1,1.59,10.1,0.0
02 Azua,2023,2,1.67,7.9,0.0
02 Azua,2023,3,0.09,0.5,0.0
02 Azua,2023,4,0.24,1.3,0.0
02 Azua,2023,5,0.09,0.4,0.0
02 Azua,2023,6,0.16,0.6,0.0
02 Azua,2023,7,0.11,0.8,0.0
02 Azua,2023,8,0.03,0.2,0.0
02 Azua,2023,9,0.0,0.0,0.0
02 Azua,2023,10,0.43,2.1,0.0
02 Azua,2023,11,0.94,4.0,0.0
02 Azua,2023,12,0.8,2.3,0.0
02 Azua,2023,13,0.14,0.7,0.0
02 Azua,2023,14,1.63,4.6,0.0
02 Azua,2023,15,1.27,2.2,0.6
02 Azua,2023,16,1.31,3.4,0.2
02 Azua,2023,17,1.14,3.1,0.1
02 Azua,2023,18,0.59,1.7,0.0
02 Azua,2023,19,1.01,2.8,0.0
02 Azua,2023,20,5.04,17.4,0.1
02 Azua,2023,21,3.29,9.2,1.1
02 Azua,2023,22,9.59,40.9,1.2
02 Azua,2023,23,2.07,4.7,0.7
02 Azua,2023,24,1.0,1.3,0.6
02 Azua,2023,25,0.77,2.0,0.0
02 Azua,2023,26,1.99,7.3,0.0
02 Azua,2023,27,3.7,19.6,0.0
02 Azua,2023,28,2.33,13.3,0.0
02 Azua,2023,29,0.3,0.8,0.0
02 Azua,2023,30,2.43,7.5,0.2
02 Azua,2023,31,2.83,6.4,0.0
02 Azua,2023,32,4.07,10.6,0.3
02 Azua,2023,33,0.5,1.4,0.0
02 Azua,2023,34,28.01,130.2,0.3
02 Azua,2023,35,3.96,9.6,0.3
02 Azua,2023,36,1.44,3.9,0.0
02 Azua,2023,37,3.9,10.6,0.1
02 Azua,2023,38,2.93,4.2,1.9
02 Azua,2023,39,0.97,2.5,0.0
02 Azua,2023,40,6.51,24.8,0.2
02 Azua,2023,41,1.83,5.7,0.1
02 Azua,2023,42,2.59,5.8,0.0
02 Azua,2023,43,2.79,6.5,0.4
02 Azua,2023,44,2.21,8.3,0.0
02 Azua,2023,45,1.06,2.3,0.0
02 Azua,2023,46,12.8,39.5,0.0
02 Azua,2023,47,0.49,1.5,0.0
02 Azua,2023,48,0.07,0.3,0.0
02 Azua,2023,49,0.11,0.4,0.0
02 Azua,2023,50,1.03,2.8,0.0
02 Azua,2023,51,3.74,15.4,0.0
02 Azua,2023,52,0.3,0.7,0.0
03 Baoruco,2015,1,0.0,0.0,0.0
03 Baoruco,2015,2,0.0,0.0,0.0
03 Baoruco,2015,3,0.2,0.7,0.0
03 Baoruco,2015,4,0.09,0.4,0.0
03 Baoruco,2015,5,1.69,6.6,0.0
03 Baoruco,2015,6,0.86,5.8,0.0
03 Baoruco,2015,7,1.16,3.8,0.0
03 Baoruco,2015,8,1.11,6.9,0.0
03 Baoruco,2015,9,0.07,0.3,0.0
03 Baoruco,2015,10,0.0,0.0,0.0
03 Baoruco,2015,11,0.0,0.0,0.0
03 Baoruco,2015,12,3.67,6.1,0.8
03 Baoruco,2015,13,0.84,2.6,0.0
03 Baoruco,2015,14,1.79,4.6,0.1
03 Baoruco,2015,15,0.29,1.0,0.0
03 Baoruco,2015,16,0.09,0.2,0.0
03 Baoruco,2015,17,0.31,1.3,0.0
03 Baoruco,2015,18,0.0,0.0,0.0
03 Baoruco,2015,19,0.09,0.4,0.0
03 Baoruco,2015,20,0.17,1.1,0.0
03 Baoruco,2015,21,1.01,2.9,0.2
03 Baoruco,2015,22,1.93,3.7,0.0
03 Baoruco,2015,23,0.41,2.0,0.0
03 Baoruco,2015,24,0.31,0.8,0.0
03 Baoruco,2015,25,1.27,4.3,0.0
03 Baoruco,2015,26,0.39,1.7,0.0
03 Baoruco,2015,27,0.1,0.3,0.0
03 Baoruco,2015,28,0.83,2.3,0.0
03 Baoruco,2015,29,0.54,2.1,0.0
03 Baoruco,2015,30,0.16,0.6,0.0
03 Baoruco,2015,31,0.27,0.8,0.0
03 Baoruco,2015,32,0.47,1.6,0.0
03 Baoruco,2015,33,0.53,2.6,0.0
03 Baoruco,2015,34,0.96,6.0,0.0
03 Baoruco,2015,35,10.39,61.0,0.0
03 Baoruco,2015,36,0.7,2.2,0.0
03 Baoruco,2015,37,0.89,5.4,0.0
03 Baoruco,2015,38,2.8,8.9,0.0
03 Baoruco,2015,39,2.1,8.9,0.0
03 Baoruco,2015,40,1.67,4.9,0.0
03 Baoruco,2015,41,0.41,1.9,0.0
03 Baoruco,2015,42,0.94,5.3,0.0
03 Baoruco,2015,43,3.44,9.1,0.2
03 Baoruco,2015,44,1.41,6.5,0.0
03 Baoruco,2015,45,1.09,6.0,0.0
03 Baoruco,2015,46,0.13,0.6,0.0
03 Baoruco,2015,47,0.19,0.9,0.0
03 Baoruco,2015,48,0.76,3.2,0.0
03 Baoruco,2015,49,1.2,3.9,0.0
03 Baoruco,2015,50,0.43,2.8,0.0
03 Baoruco,2015,51,0.36,1.9,0.0
03 Baoruco,2015,52,0.13,0.5,0.0
03 Baoruco,2016,1,0.16,0.5,0.0
03 Baoruco,2016,2,0.06,0.4,0.0
03 Baoruco,2016,3,0.1,0.4,0.0
03 Baoruco,2016,4,0.09,0.2,0.0
03 Baoruco,2016,5,0.0,0.0,0.0
03 Baoruco,2016,6,0.26,1.5,0.0
03 Baoruco,2016,7,1.54,7.3,0.0
03 Baoruco,2016,8,0.23,1.3,0.0
03 Baoruco,2016,9,8.29,41.3,0.0
03 Baoruco,2016,10,0.47,3.3,0.0
03 Baoruco,2016,11,1.11,4.4,0.0
03 Baoruco,2016,12,0.21,0.7,0.0
03 Baoruco,2016,13,0.33,0.9,0.0
03 Baoruco,2016,14,3.24,6.1,0.4
03 Baoruco,2016,15,3.07,7.4,0.6
03 Baoruco,2016,16,4.19,8.8,0.0
03 Baoruco,2016,17,16.19,33.6,2.0
03 Baoruco,2016,18,5.66,16.4,1.5
03 Baoruco,2016,19,2.59,7.9,0.1
03 Baoruco,2016,20,0.26,1.6,0.0
03 Baoruco,2016,21,3.5,5.8,0.3
03 Baoruco,2016,22,2.9,7.2,0.9
03 Baoruco,2016,23,0.14,0.4,0.0
03 Baoruco,2016,24,0.36,1.0,0.0
03 Baoruco,2016,25,1.04,4.1,0.0
03 Baoruco,2016,26,0.41,1.5,0.0
03 Baoruco,2016,27,0.44,2.5,0.0
03 Baoruco,2016,28,0.26,0.7,0.0
03 Baoruco,2016,29,0.46,1.0,0.0
03 Baoruco,2016,30,0.53,1.5,0.0
03 Baoruco,2016,31,2.54,7.8,0.2
03 Baoruco,2016,32,0.84,2.5,0.0
03 Baoruco,2016,33,0.0,0.0,0.0
03 Baoruco,2016,34,7.03,16.4,0.3
03 Baoruco,2016,35,0.19,0.8,0.0
03 Baoruco,2016,36,1.0,3.9,0.0
03 Baoruco,2016,37,0.11,0.6,0.0
03 Baoruco,2016,38,0.41,1.7,0.0
03 Baoruco,2016,39,1.03,6.4,0.0
03 Baoruco,2016,40,21.87,82.3,0.0
03 Baoruco,2016,41,2.83,6.9,0.2
03 Baoruco,2016,42,4.44,11.3,0.1
03 Baoruco,2016,43,2.99,8.2,0.0
03 Baoruco,2016,44,4.66,18.7,0.0
03 Baoruco,2016,45,4.36,9.8,0.1
03 Baoruco,2016,46,4.2,9.5,0.5
03 Baoruco,2016,47,3.24,16.0,0.0
03 Baoruco,2016,48,0.27,1.0,0.0
03 Baoruco,2016,49,0.01,0.1,0.0
03 Baoruco,2016,50,0.1,0.2,0.0
03 Baoruco,2016,51,0.0,0.0,0.0
03 Baoruco,2016,52,0.13,0.7,0.0
03 Baoruco,2017,1,0.71,1.4,0.2
03 Baoruco,2017,2,0.81,5.5,0.0
03 Baoruco,2017,3,0.03,0.2,0.0
03 Baoruco,2017,4,1.34,5.4,0.0
03 Baoruco,2017,5,0.69,1.5,0.0
03 Baoruco,2017,6,1.6,3.0,0.0
03 Baoruco,2017,7,1.0,4.1,0.2
03 Baoruco,2017,8,0.47,0.9,0.0
03 Baoruco,2017,9,1.31,2.6,0.1
03 Baoruco,2017,10,0.49,1.5,0.0
03 Baoruco,2017,11,2.53,6.1,0.0
03 Baoruco,2017,12,0.89,2.9,0.0
03 Baoruco,2017,13,0.04,0.1,0.0
03 Baoruco,2017,14,3.11,7.1,0.5
03 Baoruco,2017,15,0.43,1.4,0.0
03 Baoruco,2017,16,9.01,23.6,1.8
03 Baoruco,2017,17,9.44,21.8,1.4
03 Baoruco,2017,18,4.56,12.9,0.2
03 Baoruco,2017,19,1.74,9.1,0.0
03 Baoruco,2017,20,1.77,4.9,0.0
03 Baoruco,2017,21,1.14,4.2,0.0
03 Baoruco,2017,22,3.87,14.2,0.4
03 Baoruco,2017,23,2.83,5.9,0.0
03 Baoruco,2017,24,2.59,9.1,0.5
03 Baoruco,2017,25,2.8,9.4,0.6
03 Baoruco,2017,26,2.99,6.6,0.4
03 Baoruco,2017,27,3.1,7.2,0.0
03 Baoruco,2017,28,2.27,6.3,0.9
03 Baoruco,2017,29,2.77,9.8,0.1
03 Baoruco,2017,30,3.56,8.7,0.0
03 Baoruco,2017,31,2.59,5.9,0.6
03 Baoruco,2017,32,4.56,15.0,0.0
03 Baoruco,2017,33,1.66,4.1,0.0
03 Baoruco,2017,34,5.74,23.6,0.9
03 Baoruco,2017,35,3.06,11.7,0.1
03 Baoruco,2017,36,2.79,12.0,0.1
03 Baoruco,2017,37,6.7,19.4,1.2
03 Baoruco,2017,38,0.49,2.9,0.0
03 Baoruco,2017,39,2.63,5.6,0.0
03 Baoruco,2017,40,4.94,16.3,0.1
03 Baoruco,2017,41,4.27,16.3,0.0
03 Baoruco,2017,42,5.21,20.9,0.0
03 Baoruco,2017,43,1.89,7.4,0.0
03 Baoruco,2017,44,2.49,6.1,1.4
03 Baoruco,2017,45,12.86,33.1,2.6
03 Baoruco,2017,46,6.47,19.2,1.0
03 Baoruco,2017,47,1.26,5.0,0.0
03 Baoruco,2017,48,0.44,1.5,0.0
03 Baoruco,2017,49,0.91,2.0,0.0
03 Baoruco,2017,50,0.76,3.2,0.0
03 Baoruco,2017,51,0.66,2.6,0.0
03 Baoruco,2017,52,0.8,2.0,0.1
03 Baoruco,2018,1,3.84,8.7,0.0
03 Baoruco,2018,2,9.24,31.5,0.0
03 Baoruco,2018,3,2.77,8.3,0.6
03 Baoruco,2018,4,1.49,5.8,0.0
03 Baoruco,2018,5,1.51,5.7,0.0
03 Baoruco,2018,6,1.04,2.4,0.1
