z1,z2,z3,province,year,split
-0.8500941,0.90848905,0.9832041,26 Santiago Rodríguez,2022,test
-0.21255009,0.61286837,1.5001371,26 Santiago Rodríguez,2023,test
1.3290396,0.0035583153,2.410926,27 Valverde,2015,train
-4.179573,1.9818151,-3.0918784,27 Valverde,2016,train
-1.2063568,0.8162073,0.02030778,27 Valverde,2017,train
-0.3313536,0.87547874,1.2500529,27 Valverde,2018,train
0.48236078,0.3926467,2.1073296,27 Valverde,2019,train
-2.2436843,1.7303923,-0.35585308,27 Valverde,2020,val
-0.8777248,0.95701456,0.8002187,27 Valverde,2021,val
-0.6225478,0.58466995,0.8541191,27 Valverde,2022,test
-0.2966637,0.6527133,1.4303215,27 Valverde,2023,test
1.2931771,-2.0950785,0.8157403,28 Monseñor Nouel,2015,train
-3.7789257,-1.1973878,-4.2470727,28 Monseñor Nouel,2016,train
-1.6748499,-1.2211334,-1.642817,28 Monseñor Nouel,2017,train
-0.33579785,-1.1598052,-0.46625286,28 Monseñor Nouel,2018,train
0.39050585,-1.5329381,0.54651415,28 Monseñor Nouel,2019,train
-2.3571324,-0.909392,-2.718854,28 Monseñor Nouel,2020,val
-0.97144824,-1.2428359,-0.7787038,28 Monseñor Nouel,2021,val
-1.023974,-1.4922476,-0.5643793,28 Monseñor Nouel,2022,test
-0.5420193,-0.76254666,0.4247189,28 Monseñor Nouel,2023,test
1.5025356,-1.5326728,0.64034957,29 Monte Plata,2015,train
-3.1457796,-0.4870345,-5.2662945,29 Monte Plata,2016,train
-1.7163075,-0.16129752,-1.4996204,29 Monte Plata,2017,train
-0.16299297,-0.24600893,0.01287511,29 Monte Plata,2018,train
0.4985867,-0.8706792,0.7213601,29 Monte Plata,2019,train
-2.6826255,0.23246904,-2.4959698,29 Monte Plata,2020,val
-0.819082,-0.28571057,-0.32553628,29 Monte Plata,2021,val
-0.82237715,-0.50254303,-0.38560098,29 Monte Plata,2022,test
-0.2429366,-0.25836933,0.47962517,29 Monte Plata,2023,test
2.049557,-0.9939473,0.39826298,30 Hato Mayor,2015,train
-2.3807335,1.0589027,-5.0794387,30 Hato Mayor,2016,train
-1.0101837,0.796184,-1.0739825,30 Hato Mayor,2017,train
0.020740695,0.42832273,0.21390918,30 Hato Mayor,2018,train
0.7523636,-0.050935034,0.75131917,30 Hato Mayor,2019,train
-1.9974681,1.5287457,-2.3129377,30 Hato Mayor,2020,val
-0.56003314,0.74211764,0.073511004,30 Hato Mayor,2021,val
-0.66128826,0.5185832,-0.46212584,30 Hato Mayor,2022,test
0.003840223,0.50074077,0.46756828,30 Hato Mayor,2023,test
1.3025188,-1.9574733,0.7020102,31 San José de Ocoa,2015,train
-3.7692778,-0.76133645,-4.5635533,31 San José de Ocoa,2016,train
-1.859796,-0.47563848,-0.7655491,31 San José de Ocoa,2017,train
-0.60324484,-0.7253297,0.22123879,31 San José de Ocoa,2018,train
0.1271284,-1.2538574,0.7952185,31 San José de Ocoa,2019,train
-2.6384394,-0.59032,-2.1733468,31 San José de Ocoa,2020,val
-1.0256251,-0.572336,-0.21934023,31 San José de Ocoa,2021,val
-1.2371272,-0.8555563,-0.22436675,31 San José de Ocoa,2022,test
-0.7089157,-0.7029678,0.2882181,31 San José de Ocoa,2023,test
-0.07750693,-6.175048,-0.47494656,32 Santo Domingo,2015,train
-6.339717,-6.8710594,-7.337605,32 Santo Domingo,2016,train
-4.526395,-6.367882,-4.9340534,32 Santo Domingo,2017,train
-1.9953016,-6.8781643,-3.4093273,32 Santo Domingo,2018,train
-1.1438158,-6.5474076,-1.3849654,32 Santo Domingo,2019,train
-5.578259,-6.1965375,-5.8802986,32 Santo Domingo,2020,val
-3.3172026,-6.6562424,-3.7246003,32 Santo Domingo,2021,val
-3.8702683,-6.926553,-4.097862,32 Santo Domingo,2022,test
-2.2925441,-6.294704,-1.9844817,32 Santo Domingo,2023,test
