trial,val_r2,val_mse,hidden_dims,pre_bottleneck,shallow_decoder,use_batchnorm,lr,dropout,weight_decay,batch_size,activation,mse_weight,n_params,epochs
46,0.8218,0.01911,"[512, 128, 64, 256]",4.0,False,True,0.00164,0.3,1.8e-05,64,relu,0.43,1840401,163
44,0.8209,0.0192,"[512, 128, 64, 256]",4.0,False,True,0.00173,0.29,1.3e-05,64,relu,0.34,1840401,265
74,0.8204,0.01926,"[512, 64, 512]",32.0,False,True,0.00066,0.35,0.000185,64,elu,0.56,1823185,329
56,0.8204,0.01926,"[512, 128, 64, 128]",8.0,False,True,0.00149,0.32,0.000148,64,elu,0.65,1823313,201
48,0.8201,0.01929,"[512, 128, 64, 512]",4.0,False,True,0.00225,0.29,5.3e-05,64,relu,0.44,1876753,215
41,0.8186,0.01944,"[512, 128, 64, 256]",4.0,False,True,0.0018,0.29,5e-06,64,relu,0.28,1840401,145
49,0.8179,0.01952,"[512, 128, 64, 512]",4.0,False,True,0.00217,0.31,4.2e-05,64,relu,0.44,1876753,146
54,0.8179,0.01952,"[512, 128, 64, 512]",4.0,False,True,0.00281,0.34,7e-06,64,relu,0.42,1876753,192
47,0.8151,0.01982,"[512, 128, 64, 256]",4.0,False,True,0.00151,0.32,4e-06,16,relu,0.51,1840401,137
58,0.8148,0.01986,"[512, 128, 64]",4.0,False,True,0.00127,0.36,7.5e-05,64,elu,0.48,1804561,263
64,0.8145,0.01988,"[512, 64, 512]",32.0,False,True,0.00119,0.33,0.000206,64,elu,0.61,1823185,343
43,0.8143,0.01991,"[512, 128, 64, 256]",4.0,False,True,0.00179,0.3,3.6e-05,64,relu,0.33,1840401,212
52,0.8091,0.02047,"[512, 128, 64, 512]",4.0,False,True,0.00152,0.34,6e-05,64,relu,0.53,1876753,219
36,0.8091,0.02047,"[1024, 1024, 1024, 256]",,True,True,0.0033,0.23,0.000157,64,relu,0.37,4030925,420
35,0.8082,0.02056,"[128, 1024, 128, 256]",,True,True,0.00344,0.22,0.000166,64,relu,0.35,516813,267
53,0.8077,0.02061,"[512, 128, 64, 512]",4.0,False,True,0.00114,0.37,4.9e-05,64,relu,0.47,1876753,209
71,0.807,0.02069,"[64, 64, 512]",32.0,False,True,0.00079,0.36,0.000132,64,elu,0.69,318801,600
32,0.7953,0.02194,"[128, 1024, 128, 256]",,True,False,0.00484,0.28,9.2e-05,64,relu,0.29,513741,264
31,0.795,0.02198,"[128, 1024, 128, 256]",,True,False,0.00481,0.27,0.000118,64,relu,0.28,513741,157
26,0.7945,0.02203,"[128, 1024, 128]",,True,False,0.00195,0.25,7.8e-05,64,relu,0.12,480077,200
30,0.7944,0.02204,"[128, 1024, 128]",,True,False,0.00493,0.27,0.0001,64,relu,0.17,480077,233
33,0.7943,0.02205,"[128, 1024, 128, 256]",,True,False,0.00459,0.28,7.5e-05,64,relu,0.31,513741,191
77,0.7941,0.02207,"[256, 64]",32.0,False,True,0.00108,0.31,0.000235,64,elu,0.59,866257,370
25,0.7934,0.02215,"[128, 1024, 128]",16.0,True,False,0.00089,0.26,0.000115,64,relu,0.11,481581,344
34,0.7934,0.02214,"[128, 1024, 128, 256]",,True,False,0.00455,0.25,0.000203,64,relu,0.17,513741,207
28,0.793,0.02219,"[128, 1024, 128]",,True,False,0.00098,0.35,0.000122,64,relu,0.15,480077,308
5,0.7917,0.02233,[256],16.0,True,False,0.00053,0.33,0.000861,32,elu,0.85,426797,341
29,0.7917,0.02233,"[128, 1024, 128]",,True,False,0.00097,0.36,0.000116,64,relu,0.13,480077,395
27,0.7914,0.02237,"[128, 1024, 128, 512]",,False,False,0.00184,0.26,2e-05,64,relu,0.1,1078353,178
24,0.7912,0.02238,"[128, 1024, 128]",16.0,True,False,0.00059,0.24,0.000303,64,relu,0.21,481581,557
70,0.7897,0.02255,"[64, 64, 512]",32.0,False,True,0.00136,0.33,0.000213,32,elu,0.62,318801,413
22,0.7893,0.02259,"[128, 1024]",16.0,True,False,0.00052,0.17,0.000449,64,relu,0.24,364717,461
23,0.7892,0.0226,"[128, 1024]",16.0,True,False,0.00044,0.17,0.000306,64,relu,0.21,364717,546
13,0.7892,0.0226,[64],16.0,True,False,0.00035,0.11,0.000429,32,leakyrelu,0.5,114029,433
20,0.7884,0.02268,"[128, 1024]",16.0,True,False,0.00051,0.17,0.000446,64,relu,0.24,364717,600
21,0.7879,0.02274,[512],16.0,True,False,0.00022,0.33,0.000868,32,elu,0.39,843821,600
12,0.7878,0.02274,"[64, 128]",,True,False,0.00031,0.1,0.000394,32,leakyrelu,0.56,121869,463
16,0.7872,0.02281,[64],16.0,True,False,0.00024,0.03,0.000506,32,elu,0.45,114029,600
1,0.7871,0.02282,"[64, 128]",,True,False,0.00017,0.12,0.000366,32,leakyrelu,0.59,121869,600
14,0.7862,0.02292,[128],16.0,True,False,0.00036,0.13,0.000915,32,leakyrelu,0.45,218285,443
37,0.7858,0.02296,"[1024, 64, 1024, 256]",,True,True,0.00361,0.19,0.00017,16,relu,0.37,2061965,172
39,0.7823,0.02334,"[1024, 256, 512, 64]",,True,True,0.00385,0.31,0.000166,64,relu,0.28,2092237,279
40,0.7811,0.02346,"[1024, 1024, 256, 256]",64.0,True,True,0.00255,0.23,0.000261,16,relu,0.33,3061197,157
51,0.7781,0.02379,"[512, 128, 64, 64]",4.0,False,True,0.0007,0.38,0.000214,16,leakyrelu,0.62,1813137,156
95,0.7756,0.02406,"[256, 512]",64.0,False,True,0.00029,0.37,0.000555,32,leakyrelu,0.81,1160273,211
59,0.7732,0.02431,"[512, 128, 64, 1024]",4.0,False,True,0.00207,0.28,0.000258,64,elu,0.54,1949457,256
2,0.7676,0.02492,[256],4.0,True,True,0.00076,0.22,0.000185,16,elu,0.17,424173,289
99,0.7642,0.02528,"[256, 512]",64.0,False,True,0.00039,0.37,0.000754,32,leakyrelu,0.87,1160273,181
69,0.7629,0.02542,"[64, 64, 512]",32.0,False,True,0.00091,0.39,0.000333,16,elu,0.79,318801,342
3,0.7623,0.02549,[1024],32.0,True,True,0.00243,0.28,0.000729,16,leakyrelu,0.36,1696461,123
57,0.7339,0.02852,"[512, 128, 64, 128]",4.0,False,True,0.00072,0.4,0.000661,64,elu,0.73,1822225,307
4,0.638,0.03881,[1024],64.0,False,True,0.00015,0.01,0.000636,64,elu,0.28,3441233,570
10,-0.1572,0.12406,"[128, 64, 1024]",8.0,True,True,0.00012,0.21,0.000541,64,elu,0.32,301645,600
8,-0.1691,0.12534,"[64, 64, 512, 1024]",4.0,True,True,0.00328,0.25,0.000795,32,leakyrelu,0.12,683117,190
