trial,val_r2,val_mse,hidden_dims,pre_bottleneck,shallow_decoder,use_batchnorm,lr,dropout,weight_decay,batch_size,activation,mse_weight,n_params,epochs
64,0.8361,0.01757,"[1024, 256, 64, 1024]",4.0,False,True,0.00327,0.01,5.2e-05,64,relu,0.41,4013594,240
41,0.8347,0.01772,"[256, 1024, 1024]",4.0,False,True,0.00253,0.01,2.5e-05,64,elu,0.14,3470490,232
100,0.8342,0.01777,"[512, 512]",32.0,True,True,0.00085,0.05,0.000127,16,elu,0.66,1118522,413
60,0.8341,0.01779,"[256, 1024]",,False,True,0.00163,0.04,5e-05,64,relu,0.18,1371218,221
89,0.8324,0.01797,"[256, 512]",32.0,False,True,0.00107,0.06,0.000107,64,elu,0.49,1127058,311
83,0.8319,0.01802,"[256, 1024, 128]",32.0,False,True,0.00099,0.01,2.8e-05,64,elu,0.12,1630610,345
86,0.8308,0.01814,"[256, 1024, 128]",32.0,False,True,0.00127,0.04,3.3e-05,64,elu,0.14,1630610,264
48,0.8249,0.01877,"[128, 256, 512]",4.0,False,True,0.00277,0.08,4.8e-05,64,elu,0.33,751514,278
44,0.8237,0.0189,"[256, 1024, 1024]",4.0,False,True,0.0042,0.02,1.6e-05,64,elu,0.11,3470490,123
66,0.818,0.01951,"[256, 512, 1024]",8.0,False,True,0.00441,0.24,3.7e-05,64,relu,0.2,2164962,132
63,0.8067,0.02072,"[1024, 256, 64, 1024]",4.0,False,True,0.00419,0.01,9.4e-05,64,relu,0.25,4013594,148
67,0.8044,0.02098,"[1024, 64, 512, 512]",4.0,False,True,0.00298,0.06,8e-05,64,leakyrelu,0.23,4040730,146
55,0.804,0.02101,"[256, 64, 1024]",4.0,False,True,0.00306,0.0,6.6e-05,64,elu,0.2,1007130,206
45,0.8026,0.02117,"[256, 1024, 1024, 64]",4.0,False,True,0.00237,0.05,9.3e-05,64,elu,0.28,3594266,142
51,0.8017,0.02126,"[256, 128, 1024]",4.0,False,True,0.00152,0.05,4.9e-05,64,elu,0.14,1171354,258
36,0.7942,0.02206,"[256, 1024, 1024]",64.0,False,True,0.00086,0.04,7.4e-05,32,elu,0.16,3594450,292
71,0.7941,0.02208,"[256, 1024]",32.0,False,True,0.00171,0.03,4.7e-05,64,elu,0.1,1425042,235
34,0.794,0.02208,"[256, 1024, 1024]",64.0,False,False,0.0008,0.08,0.000153,32,elu,0.18,3584978,262
5,0.7934,0.02215,[256],16.0,True,False,0.00053,0.33,0.000861,32,elu,0.85,428426,350
33,0.7926,0.02223,"[256, 1024, 1024]",64.0,False,False,0.00029,0.11,0.00015,32,elu,0.19,3584978,259
75,0.7924,0.02225,"[256, 1024]",32.0,False,True,0.0022,0.0,7.7e-05,64,elu,0.16,1425042,240
47,0.792,0.0223,"[256, 128, 1024]",4.0,False,True,0.00194,0.02,0.000118,64,relu,0.26,1171354,146
28,0.7919,0.02231,"[256, 1024, 128]",64.0,False,False,0.00093,0.07,0.000303,32,elu,0.22,1633490,140
27,0.7915,0.02235,"[256, 1024]",64.0,False,False,0.00029,0.07,0.000311,32,elu,0.21,1485778,216
13,0.7897,0.02255,[64],16.0,True,False,0.00035,0.11,0.000429,32,leakyrelu,0.5,115658,507
30,0.7896,0.02256,"[256, 1024, 128]",64.0,False,False,0.00098,0.0,0.000331,64,elu,0.11,1633490,268
65,0.7891,0.02261,"[1024, 256, 64, 1024]",4.0,False,True,0.00384,0.04,0.000134,64,relu,0.3,4013594,132
21,0.7887,0.02266,[512],16.0,True,False,0.00022,0.33,0.000868,32,elu,0.39,845450,600
24,0.7885,0.02268,[512],16.0,True,False,0.00024,0.26,0.000743,32,elu,0.37,845450,581
12,0.7884,0.02268,"[64, 128]",,True,False,0.00031,0.1,0.000394,32,leakyrelu,0.56,123610,489
20,0.7884,0.02268,"[128, 1024]",16.0,True,False,0.00051,0.17,0.000446,64,relu,0.24,366346,470
22,0.7883,0.02269,[512],16.0,True,False,0.00022,0.34,0.000881,32,elu,0.38,845450,600
1,0.7878,0.02275,"[64, 128]",,True,False,0.00017,0.12,0.000366,32,leakyrelu,0.59,123610,600
31,0.7878,0.02275,"[256, 1024, 64, 256]",64.0,False,False,0.00164,0.06,0.000321,32,elu,0.25,1551954,209
16,0.7871,0.02283,[64],16.0,True,False,0.00024,0.03,0.000506,32,elu,0.45,115658,600
14,0.7863,0.02291,[128],16.0,True,False,0.00036,0.13,0.000915,32,leakyrelu,0.45,219914,401
79,0.784,0.02316,"[256, 1024]",32.0,False,True,0.00305,0.06,6.9e-05,16,elu,0.18,1425042,183
50,0.7805,0.02354,"[256, 1024, 1024]",8.0,False,True,0.00195,0.02,0.00012,64,elu,0.21,3478754,186
97,0.7782,0.02378,"[512, 512]",32.0,False,True,0.00177,0.07,0.000443,16,elu,0.69,2216082,129
57,0.7781,0.02379,"[128, 512, 512, 1024]",4.0,False,True,0.0036,0.0,9.3e-05,64,relu,0.31,2139546,138
84,0.7768,0.02393,"[256, 1024, 128]",32.0,False,True,0.00146,0.28,6e-05,64,elu,0.12,1630610,231
59,0.7762,0.02399,"[256, 1024, 1024, 256]",32.0,False,True,0.00284,0.09,0.000149,64,relu,0.26,4005010,132
2,0.7662,0.02506,[256],4.0,True,True,0.00076,0.22,0.000185,16,elu,0.17,425790,482
68,0.7634,0.02537,"[128, 1024, 1024]",4.0,False,True,0.00211,0.08,9.7e-05,64,relu,0.13,2794906,129
35,0.7597,0.02576,"[256, 1024, 1024]",64.0,False,True,0.00074,0.13,0.000171,16,elu,0.29,3594450,208
23,0.7583,0.02592,[512],16.0,True,False,0.0001,0.33,0.000981,32,elu,0.46,845450,600
3,0.7563,0.02613,[1024],32.0,True,True,0.00243,0.28,0.000729,16,leakyrelu,0.36,1698106,137
76,0.7289,0.02906,"[256, 1024]",32.0,False,True,0.00184,0.03,0.000117,64,elu,0.13,1425042,305
78,0.7193,0.03009,"[512, 1024]",32.0,False,True,0.00249,0.03,0.00025,64,elu,0.21,2776210,220
61,0.7041,0.03172,"[64, 128, 256, 128]",4.0,False,True,0.00118,0.19,0.000217,64,relu,0.35,359962,191
70,0.7,0.03216,"[256, 1024]",32.0,False,True,0.00349,0.01,0.000179,16,elu,0.17,1425042,114
87,0.6912,0.0331,"[256, 1024, 128]",32.0,False,True,0.00118,0.03,0.000137,64,elu,0.1,1630610,286
49,0.6402,0.03857,"[256, 1024, 256, 64]",4.0,False,True,0.00388,0.06,0.000205,64,elu,0.15,1918490,142
46,0.6393,0.03867,"[1024, 1024, 1024]",4.0,False,True,0.00337,0.0,0.000206,64,elu,0.1,7523994,234
4,0.6342,0.03921,[1024],64.0,False,True,0.00015,0.01,0.000636,64,elu,0.28,3441362,420
85,0.6185,0.0409,"[256, 1024, 128]",32.0,False,True,0.00181,0.02,0.000509,64,elu,0.19,1630610,145
80,0.0067,0.10649,"[64, 1024]",,False,True,0.00213,0.02,0.000669,64,elu,0.14,357842,149
10,-0.1224,0.12033,"[128, 64, 1024]",8.0,True,True,0.00012,0.21,0.000541,64,elu,0.32,303266,600
8,-0.1683,0.12525,"[64, 64, 512, 1024]",4.0,True,True,0.00328,0.25,0.000795,32,leakyrelu,0.12,684734,143
