trial,val_r2,val_mse,hidden_dims,pre_bottleneck,shallow_decoder,use_batchnorm,lr,dropout,weight_decay,batch_size,activation,mse_weight,n_params,epochs
50,0.7623,0.02549,[256],4.0,True,True,0.00397,0.3,0.000182,64,relu,0.14,422556,297
3,0.7578,0.02596,[1024],32.0,True,True,0.00243,0.28,0.000729,16,leakyrelu,0.36,1694816,125
4,0.6491,0.03762,[1024],64.0,False,True,0.00015,0.01,0.000636,64,elu,0.28,3441104,235
28,-0.0967,0.11758,[128],32.0,True,False,0.0001,0.05,0.000426,64,leakyrelu,0.33,218784,600
35,-0.137,0.12189,[1024],4.0,True,True,0.00019,0.19,0.000653,64,relu,0.3,1665948,600
41,-0.1567,0.12401,[256],4.0,True,True,0.00186,0.0,0.000772,64,relu,0.18,422556,330
10,-0.165,0.1249,"[128, 64, 1024]",8.0,True,True,0.00012,0.21,0.000541,64,elu,0.32,300024,600
95,-0.1657,0.12497,[256],32.0,True,False,0.00211,0.23,0.000982,64,relu,0.17,429344,600
8,-0.1667,0.12508,"[64, 64, 512, 1024]",4.0,True,True,0.00328,0.25,0.000795,32,leakyrelu,0.12,681500,131
25,-0.1705,0.12549,"[128, 1024, 128]",16.0,True,False,0.00024,0.26,0.000476,64,relu,0.1,479952,600
