trial,val_r2,val_mse,hidden_dims,pre_bottleneck,shallow_decoder,use_batchnorm,lr,dropout,weight_decay,batch_size,activation,mse_weight,n_params,epochs
90,0.8338,0.01782,[256],32.0,True,True,0.00271,0.39,0.000103,64,leakyrelu,0.57,428275,364
88,0.8325,0.01795,[256],32.0,True,True,0.00412,0.33,0.000126,64,leakyrelu,0.59,428275,283
93,0.8293,0.0183,[256],4.0,True,True,0.00446,0.36,3e-05,64,leakyrelu,0.72,420939,431
60,0.8293,0.0183,[256],8.0,False,True,0.0042,0.36,4.9e-05,64,leakyrelu,0.79,832687,232
56,0.8266,0.01859,[256],8.0,False,True,0.00376,0.38,3.8e-05,64,leakyrelu,0.65,832687,213
84,0.8225,0.01903,[256],32.0,True,True,0.00497,0.34,7.6e-05,64,leakyrelu,0.67,428275,239
81,0.8192,0.01938,[256],32.0,True,True,0.00484,0.29,0.000128,32,leakyrelu,0.71,428275,216
68,0.8182,0.01949,[256],32.0,True,True,0.0036,0.38,0.000153,64,leakyrelu,0.73,428275,420
75,0.8177,0.01954,[256],32.0,True,True,0.00314,0.35,0.000139,32,leakyrelu,0.67,428275,234
91,0.8174,0.01958,[256],32.0,True,True,0.00342,0.35,0.000157,64,leakyrelu,0.69,428275,314
78,0.8155,0.01978,[256],32.0,True,True,0.00453,0.35,0.00017,64,leakyrelu,0.57,428275,246
72,0.8154,0.01979,[256],32.0,True,True,0.00328,0.39,0.000192,64,leakyrelu,0.74,428275,415
53,0.8154,0.01979,[256],8.0,False,True,0.00411,0.31,0.000113,64,leakyrelu,0.64,832687,172
51,0.815,0.01983,[256],8.0,False,True,0.00359,0.31,0.000104,64,leakyrelu,0.63,832687,191
52,0.8129,0.02006,[256],8.0,False,True,0.00254,0.31,0.000109,64,leakyrelu,0.63,832687,218
50,0.8094,0.02043,"[256, 1024]",8.0,False,True,0.00259,0.32,0.000132,64,leakyrelu,0.63,1375407,198
47,0.8001,0.02143,"[128, 1024]",8.0,False,False,0.00146,0.29,0.000384,16,leakyrelu,0.53,695183,223
21,0.7986,0.02159,"[128, 1024]",16.0,False,False,0.00095,0.26,0.000379,16,elu,0.23,711631,141
48,0.7985,0.02161,"[512, 128]",8.0,False,False,0.00157,0.31,0.000219,64,leakyrelu,0.52,1786767,202
26,0.7984,0.02162,"[128, 1024]",,False,False,0.00195,0.24,0.000418,16,relu,0.27,684879,214
42,0.7982,0.02163,"[512, 128]",8.0,False,False,0.00132,0.05,0.000392,16,relu,0.16,1786767,148
31,0.798,0.02166,"[512, 128]",8.0,False,False,0.00146,0.1,0.000361,16,relu,0.15,1786767,183
32,0.7978,0.02168,"[512, 128]",8.0,False,False,0.0014,0.05,0.000377,16,relu,0.16,1786767,318
22,0.7978,0.02168,"[128, 1024]",16.0,False,False,0.00101,0.26,0.000363,16,elu,0.22,711631,232
20,0.7974,0.02172,"[128, 1024]",16.0,False,False,0.00192,0.25,0.000415,16,elu,0.22,711631,130
25,0.7971,0.02175,"[128, 1024]",16.0,False,False,0.00241,0.18,0.00029,16,elu,0.11,711631,109
33,0.7965,0.02182,"[512, 128]",8.0,False,False,0.00083,0.1,0.000278,16,relu,0.24,1786767,151
23,0.7964,0.02182,"[128, 1024]",16.0,False,False,0.00097,0.26,0.000339,16,elu,0.24,711631,121
24,0.7963,0.02184,"[128, 1024, 128]",16.0,False,False,0.00109,0.16,9.2e-05,16,elu,0.2,945359,183
34,0.7961,0.02186,"[512, 128]",8.0,False,False,0.00067,0.23,0.000476,16,relu,0.34,1786767,142
19,0.796,0.02188,[128],16.0,False,False,0.00059,0.35,0.000398,16,elu,0.4,418767,130
28,0.7959,0.02188,"[128, 1024]",,False,False,0.0011,0.24,0.000322,64,relu,0.27,684879,147
45,0.7959,0.02188,"[512, 128]",8.0,False,False,0.00207,0.03,0.000567,16,relu,0.24,1786767,230
38,0.7958,0.02189,"[128, 256]",32.0,False,False,0.00052,0.3,0.000228,16,elu,0.21,497231,269
29,0.7956,0.02191,"[128, 1024, 64]",,False,False,0.0022,0.18,0.000606,16,relu,0.36,810319,200
44,0.7951,0.02197,"[512, 128]",8.0,False,False,0.00287,0.08,0.000309,16,relu,0.14,1786767,241
27,0.7948,0.022,"[128, 1024, 512]",,False,False,0.0007,0.09,0.000155,16,relu,0.31,1731407,191
43,0.7946,0.02202,"[512, 128]",8.0,False,False,0.00103,0.05,0.000433,16,relu,0.19,1786767,164
16,0.7941,0.02207,[1024],16.0,True,False,0.00186,0.35,0.000503,16,elu,0.42,1674611,254
36,0.7941,0.02208,"[128, 1024]",64.0,False,False,0.00178,0.06,0.000371,16,relu,0.14,810319,207
5,0.793,0.02219,[256],16.0,True,False,0.00053,0.33,0.000861,32,elu,0.85,423539,487
12,0.7921,0.02229,[1024],16.0,True,False,0.0016,0.38,0.0009,16,leakyrelu,0.44,1674611,179
49,0.7914,0.02236,"[128, 64, 1024, 64]",8.0,False,False,0.00169,0.33,0.000475,64,leakyrelu,0.54,696463,314
14,0.7912,0.02238,[128],16.0,True,False,0.00128,0.35,0.000866,16,leakyrelu,0.48,215027,180
18,0.791,0.02241,"[1024, 1024]",,True,False,0.00454,0.14,0.000558,32,elu,0.59,2710835,212
30,0.7905,0.02246,"[64, 1024]",,False,False,0.00027,0.27,0.000437,16,relu,0.17,347343,260
80,0.7904,0.02247,[256],32.0,True,True,0.00335,0.32,0.000199,64,leakyrelu,0.61,428275,269
13,0.7902,0.02249,[1024],16.0,True,False,0.00043,0.39,0.000941,32,leakyrelu,0.48,1674611,462
40,0.7867,0.02287,[128],,False,False,0.00087,0.2,0.000334,64,relu,0.1,415311,197
92,0.7752,0.0241,[256],64.0,True,True,0.00394,0.34,0.000787,64,leakyrelu,0.71,436659,225
3,0.7585,0.02589,[1024],32.0,True,True,0.00243,0.28,0.000729,16,leakyrelu,0.36,1693171,125
2,0.7555,0.02621,[256],4.0,True,True,0.00076,0.22,0.000185,16,elu,0.17,420939,600
1,0.7544,0.02633,"[64, 128]",,True,False,0.00017,0.12,0.000366,32,leakyrelu,0.59,118387,600
96,0.7238,0.02961,[256],32.0,True,True,0.0001,0.29,7e-05,32,leakyrelu,0.61,428275,600
37,0.6887,0.03337,"[512, 64, 1024]",4.0,False,True,0.00122,0.27,0.000518,64,relu,0.27,1866751,165
35,0.6624,0.03619,"[64, 512]",32.0,False,True,0.00307,0.18,0.000179,16,relu,0.18,310095,148
4,0.6227,0.04045,[1024],64.0,False,True,0.00015,0.01,0.000636,64,elu,0.28,3440975,351
39,0.5505,0.04819,"[512, 128]",8.0,False,True,0.00483,0.02,0.000625,16,leakyrelu,0.29,1789359,110
41,0.5065,0.05291,"[64, 128, 256]",64.0,False,True,0.00153,0.23,0.000717,16,elu,0.38,326095,186
10,-0.1604,0.1244,"[128, 64, 1024]",8.0,True,True,0.00012,0.21,0.000541,64,elu,0.32,298403,600
8,-0.1691,0.12534,"[64, 64, 512, 1024]",4.0,True,True,0.00328,0.25,0.000795,32,leakyrelu,0.12,679883,490
