z1,z2,z3,province,year,split
1.0491513,1.0003743,0.6241689,17 Peravia,2019,train
-1.3353266,-0.81271815,0.27864075,17 Peravia,2020,val
-0.44263315,-0.5220842,-0.26504242,17 Peravia,2021,val
-0.6580774,-0.46152517,-0.21304749,17 Peravia,2022,test
-0.2027979,-0.36509344,-0.10470547,17 Peravia,2023,test
2.416331,2.926143,3.4013512,18 Puerto Plata,2015,train
-1.235958,0.8878211,2.636414,18 Puerto Plata,2016,train
-1.4582471,-0.5651983,0.9820155,18 Puerto Plata,2017,train
0.039655358,0.25762275,1.0342249,18 Puerto Plata,2018,train
0.9576997,1.6945899,2.0758924,18 Puerto Plata,2019,train
-1.0704377,0.35155582,1.8599259,18 Puerto Plata,2020,val
-0.494344,0.12794623,0.94405276,18 Puerto Plata,2021,val
-0.12945776,0.7287628,1.4940494,18 Puerto Plata,2022,test
0.14501388,0.4057098,1.2367748,18 Puerto Plata,2023,test
2.0098953,2.622622,0.5058499,19 Hermanas Mirabal,2015,train
-1.8636447,0.36598352,-0.07985623,19 Hermanas Mirabal,2016,train
-1.6714203,-0.18274987,-0.7803264,19 Hermanas Mirabal,2017,train
-0.40225357,0.5211573,-0.55580634,19 Hermanas Mirabal,2018,train
0.4949699,1.0929623,-0.31857872,19 Hermanas Mirabal,2019,train
-1.5013826,-0.16101977,-0.33377612,19 Hermanas Mirabal,2020,val
-1.0690343,-0.19516155,-1.0491456,19 Hermanas Mirabal,2021,val
-0.6150854,0.2983178,-0.79202205,19 Hermanas Mirabal,2022,test
-0.2951358,-0.008897133,-0.7775322,19 Hermanas Mirabal,2023,test
1.8381146,3.1156173,2.8437772,20 Samaná,2015,train
-1.5434964,1.3354349,2.3046043,20 Samaná,2016,train
-1.7186534,-0.18406697,0.7525488,20 Samaná,2017,train
-0.19078995,0.8146543,0.8619302,20 Samaná,2018,train
0.5795699,1.9548825,1.7976751,20 Samaná,2019,train
-1.6508597,0.163325,1.3748999,20 Samaná,2020,val
-0.84797406,0.028969798,0.44347447,20 Samaná,2021,val
-0.6848009,0.6843599,0.85789007,20 Samaná,2022,test
-0.24314259,0.44486842,0.81433886,20 Samaná,2023,test
1.4469064,3.202382,0.85376376,21 San Cristóbal,2015,train
-2.189108,2.1987507,0.49230742,21 San Cristóbal,2016,train
-1.9422914,0.503953,-0.6601365,21 San Cristóbal,2017,train
-0.63937503,1.5201521,-0.15837304,21 San Cristóbal,2018,train
0.27327865,2.58662,0.67771685,21 San Cristóbal,2019,train
-2.1520958,0.8944334,0.10107515,21 San Cristóbal,2020,val
-1.1811386,1.007247,-0.5217529,21 San Cristóbal,2021,val
-1.5012469,1.2636188,-0.66683066,21 San Cristóbal,2022,test
-0.5888452,1.0661288,-0.1906793,21 San Cristóbal,2023,test
1.523008,1.5509652,-0.74869937,22 San Juan,2015,train
-1.7565225,0.07868077,-0.7537687,22 San Juan,2016,train
-1.4465737,-1.3267823,-2.3776197,22 San Juan,2017,train
-0.07594296,-0.74718225,-2.1746743,22 San Juan,2018,train
0.73938423,0.32829812,-1.4431416,22 San Juan,2019,train
-1.2981664,-0.7958692,-1.6151837,22 San Juan,2020,val
-0.9212185,-0.8504119,-1.9309891,22 San Juan,2021,val
-0.79850763,-0.40495732,-1.9187993,22 San Juan,2022,test
-0.21814147,-0.3583176,-1.6611234,22 San Juan,2023,test
2.2737517,1.9997712,2.8757112,23 San Pedro de Macorís,2015,train
-1.1909232,0.3627747,2.534095,23 San Pedro de Macorís,2016,train
-1.1150844,-1.2681007,0.4661551,23 San Pedro de Macorís,2017,train
0.15054403,-0.4131321,0.49068803,23 San Pedro de Macorís,2018,train
1.1658721,0.6583822,1.2515838,23 San Pedro de Macorís,2019,train
-1.3095573,-1.2894301,1.0043083,23 San Pedro de Macorís,2020,val
-0.4930145,-0.9341031,0.36557472,23 San Pedro de Macorís,2021,val
-0.76985145,-0.858928,0.47196877,23 San Pedro de Macorís,2022,test
-0.12041445,-0.8397154,0.62195486,23 San Pedro de Macorís,2023,test
1.5734993,2.682843,0.19854641,24 Sánchez Ramírez,2015,train
-2.1161664,0.9867179,-0.26239246,24 Sánchez Ramírez,2016,train
-1.7478242,0.14696462,-0.9487505,24 Sánchez Ramírez,2017,train
-0.435646,0.6762227,-0.72575706,24 Sánchez Ramírez,2018,train
0.3743074,1.5082858,-0.23601453,24 Sánchez Ramírez,2019,train
-1.7736018,0.06945031,-0.37933636,24 Sánchez Ramírez,2020,val
-1.2192845,-0.013529364,-1.2918924,24 Sánchez Ramírez,2021,val
-0.860316,0.4468861,-1.0121629,24 Sánchez Ramírez,2022,test
-0.35855246,0.24798422,-0.7605351,24 Sánchez Ramírez,2023,test
2.00901,2.8715966,-0.9195503,25 Santiago,2015,train
-2.517196,1.0216554,-1.5468538,25 Santiago,2016,train
-2.0380578,0.59586227,-2.1764648,25 Santiago,2017,train
-0.6135421,0.8594047,-1.9583169,25 Santiago,2018,train
0.5355901,1.5001504,-1.7440726,25 Santiago,2019,train
-1.9966689,0.9901464,-1.770886,25 Santiago,2020,val
-1.5169514,0.98271775,-2.1416218,25 Santiago,2021,val
-1.3083514,1.1370422,-2.2803452,25 Santiago,2022,test
-0.60751635,0.8403627,-2.055822,25 Santiago,2023,test
2.7983215,0.2956599,-0.7684824,26 Santiago Rodríguez,2015,train
-1.2229224,-1.2712767,-0.26323617,26 Santiago Rodríguez,2016,train
-1.2166877,-2.1487,-1.3097044,26 Santiago Rodríguez,2017,train
0.5098236,-2.1723392,-2.0083997,26 Santiago Rodríguez,2018,train
1.571056,-0.7138639,-1.1423662,26 Santiago Rodríguez,2019,train
-0.44807565,-1.9507674,-1.19993,26 Santiago Rodríguez,2020,val
-0.24813026,-2.0540986,-1.577186,26 Santiago Rodríguez,2021,val
-0.05671619,-1.5511396,-1.3780471,26 Santiago Rodríguez,2022,test
0.5217463,-1.145459,-1.1761491,26 Santiago Rodríguez,2023,test
3.0598118,0.6943835,-0.40462,27 Valverde,2015,train
-1.526571,-1.2555115,-0.07326956,27 Valverde,2016,train
-0.87764853,-1.5798941,-1.1332852,27 Valverde,2017,train
0.49543166,-1.3399265,-1.3119761,27 Valverde,2018,train
1.661932,-0.45619336,-1.0080558,27 Valverde,2019,train
-0.64724606,-1.8457025,-0.9505203,27 Valverde,2020,val
-0.21374664,-1.7368975,-1.4253372,27 Valverde,2021,val
0.021211892,-1.1182892,-1.0946945,27 Valverde,2022,test
0.42404038,-1.2204854,-1.1736933,27 Valverde,2023,test
1.6243042,2.5868483,0.15939209,28 Monseñor Nouel,2015,train
-2.051449,0.80676925,-0.39955586,28 Monseñor Nouel,2016,train
-1.6272656,0.15449819,-1.2693331,28 Monseñor Nouel,2017,train
-0.50811315,0.28158772,-0.9478835,28 Monseñor Nouel,2018,train
0.4136675,1.4177235,-0.38776928,28 Monseñor Nouel,2019,train
-1.5980295,0.1672784,-0.5408912,28 Monseñor Nouel,2020,val
-1.1015769,0.18056577,-1.1868783,28 Monseñor Nouel,2021,val
-0.95741975,0.49957892,-1.2201142,28 Monseñor Nouel,2022,test
-0.46089506,0.032897398,-1.0913703,28 Monseñor Nouel,2023,test
1.5508605,2.147695,0.7157713,29 Monte Plata,2015,train
-1.9007722,0.9613708,0.69996005,29 Monte Plata,2016,train
-1.7037835,-0.8068216,-0.92077863,29 Monte Plata,2017,train
-0.31370673,-0.2094769,-0.6979438,29 Monte Plata,2018,train
0.5889899,0.99617696,-0.06699698,29 Monte Plata,2019,train
-1.498432,-0.48185912,-0.36020255,29 Monte Plata,2020,val
-0.8073349,-0.39267883,-0.89508176,29 Monte Plata,2021,val
-0.7467314,-0.074272044,-0.763146,29 Monte Plata,2022,test
-0.25218388,-0.16881326,-0.61862606,29 Monte Plata,2023,test
1.6804549,2.1529377,1.7803309,30 Hato Mayor,2015,train
-1.4930717,0.4395082,1.5392957,30 Hato Mayor,2016,train
-1.348686,-1.29166,-0.25216794,30 Hato Mayor,2017,train
-0.043456182,-0.55886036,-0.31043923,30 Hato Mayor,2018,train
0.798553,0.48628584,0.45920503,30 Hato Mayor,2019,train
-1.3381917,-1.038,0.2690725,30 Hato Mayor,2020,val
-0.7782679,-1.4209135,-0.79928726,30 Hato Mayor,2021,val
-0.67740196,-0.6736869,-0.2477987,30 Hato Mayor,2022,test
-0.12414795,-0.6900739,-0.17657028,30 Hato Mayor,2023,test
1.5302695,2.5724764,0.34405765,31 San José de Ocoa,2015,train
-2.1483238,0.43018028,-0.1673582,31 San José de Ocoa,2016,train
-1.5877352,-0.615319,-1.6600353,31 San José de Ocoa,2017,train
-0.32233608,0.15311058,-1.2414953,31 San José de Ocoa,2018,train
0.4119714,1.0919951,-0.7403184,31 San José de Ocoa,2019,train
-1.5436879,-0.06480257,-0.8783798,31 San José de Ocoa,2020,val
-0.9903698,-0.33147246,-1.349092,31 San José de Ocoa,2021,val
-1.0335038,0.046378396,-1.4565296,31 San José de Ocoa,2022,test
-0.6035279,-0.07132422,-1.0924385,31 San José de Ocoa,2023,test
-0.021608382,6.15091,-1.6944027,32 Santo Domingo,2015,train
-4.0589056,5.4664054,-2.2972014,32 Santo Domingo,2016,train
-4.126443,4.1260858,-3.587889,32 Santo Domingo,2017,train
-2.4982522,4.839249,-2.8141892,32 Santo Domingo,2018,train
-1.5814997,5.5360866,-2.4737592,32 Santo Domingo,2019,train
-4.089754,4.2373943,-3.0671167,32 Santo Domingo,2020,val
-3.3121607,4.514318,-3.445136,32 Santo Domingo,2021,val
-3.7175672,4.805929,-3.6872015,32 Santo Domingo,2022,test
-2.6468914,4.671714,-3.2184777,32 Santo Domingo,2023,test
