trial,val_r2,val_mse,hidden_dims,pre_bottleneck,shallow_decoder,use_batchnorm,lr,dropout,weight_decay,batch_size,activation,mse_weight,n_params,epochs
45,0.7958,0.02189,"[256, 256]",4.0,True,False,0.00199,0.31,0.000571,32,relu,0.21,484594,380
43,0.7957,0.02191,"[256, 256]",4.0,True,False,0.00179,0.27,0.000566,32,relu,0.22,484594,321
15,0.7956,0.02192,"[128, 512]",16.0,True,False,0.00024,0.35,5e-06,16,elu,0.44,285590,600
97,0.7956,0.02191,"[512, 64, 1024, 64]",4.0,True,False,0.00165,0.18,0.00042,32,leakyrelu,0.29,995954,214
73,0.7955,0.02193,"[512, 128, 512, 512]",4.0,True,False,0.00434,0.14,0.000255,32,relu,0.19,1227122,324
62,0.7954,0.02194,"[512, 128, 1024]",4.0,True,False,0.00387,0.23,0.000404,32,relu,0.24,1032562,185
95,0.7954,0.02193,"[64, 128, 1024]",4.0,True,False,0.00265,0.2,0.000493,32,relu,0.22,252594,229
53,0.7952,0.02196,"[512, 128, 1024]",4.0,True,False,0.00423,0.2,0.000331,32,relu,0.3,1032562,184
85,0.7951,0.02197,"[64, 128, 1024]",4.0,True,False,0.00358,0.23,0.00044,32,relu,0.15,252594,324
92,0.795,0.02198,"[64, 128, 1024]",4.0,True,False,0.0031,0.22,0.000501,32,relu,0.31,252594,207
81,0.7947,0.02201,"[512, 512, 512]",,True,False,0.00438,0.19,0.000199,32,leakyrelu,0.26,1357030,269
87,0.7945,0.02203,"[64, 128, 1024]",64.0,True,False,0.00386,0.25,0.00027,32,relu,0.14,314214,321
58,0.7943,0.02205,"[512, 128, 1024]",4.0,True,False,0.0034,0.17,0.000507,32,relu,0.33,1032562,304
83,0.7942,0.02206,"[512, 128, 128]",4.0,True,False,0.00259,0.26,0.000536,32,relu,0.23,913394,289
36,0.7942,0.02206,"[256, 256]",16.0,True,False,0.00063,0.28,0.000228,16,elu,0.4,487702,277
61,0.7936,0.02213,"[512, 128, 1024, 64]",4.0,True,False,0.0033,0.16,0.000479,32,relu,0.14,1094322,439
75,0.7931,0.02218,"[512, 128, 64, 256]",4.0,True,False,0.00115,0.12,0.000404,32,leakyrelu,0.33,922290,304
14,0.793,0.02219,[256],16.0,True,False,0.00031,0.39,6.9e-05,16,elu,0.52,421910,394
12,0.7928,0.02221,[256],16.0,True,False,0.00046,0.37,2.6e-05,16,elu,0.53,421910,330
13,0.7928,0.02222,[256],16.0,True,False,0.00036,0.39,2.6e-05,32,elu,0.51,421910,600
22,0.7928,0.02221,[1024],16.0,True,False,0.00057,0.03,2.4e-05,64,elu,0.44,1672982,600
5,0.7918,0.02232,[256],16.0,True,False,0.00053,0.33,0.000861,32,elu,0.85,421910,535
28,0.7916,0.02235,[1024],32.0,True,False,0.00065,0.24,8.4e-05,16,elu,0.37,1689414,344
24,0.7913,0.02238,"[1024, 512]",16.0,True,False,0.00045,0.08,5e-06,64,elu,0.36,2189590,600
16,0.7913,0.02237,"[128, 512]",16.0,True,False,0.00022,0.34,0.000123,16,relu,0.43,285590,426
18,0.7903,0.02248,"[128, 256]",64.0,True,False,0.0003,0.35,0.000364,16,elu,0.43,260902,519
69,0.7895,0.02257,"[512, 1024, 1024]",,True,False,0.00156,0.19,0.000372,32,relu,0.24,2407654,290
29,0.7889,0.02263,"[128, 64]",,True,False,0.00038,0.18,0.000302,16,leakyrelu,0.25,219686,531
90,0.788,0.02272,"[512, 512, 1024, 512]",8.0,False,False,0.00302,0.21,0.000369,64,relu,0.2,4287102,141
60,0.7875,0.02278,"[512, 128, 1024, 64]",8.0,False,False,0.00456,0.19,0.000369,32,relu,0.18,2181118,184
49,0.7844,0.02311,"[256, 256, 256, 256]",4.0,False,False,0.00131,0.31,0.000436,32,relu,0.23,1224294,114
37,0.7817,0.0234,"[1024, 256]",32.0,True,True,0.00072,0.28,0.000235,16,elu,0.4,1929862,303
2,0.7708,0.02457,[256],4.0,True,True,0.00076,0.22,0.000185,16,elu,0.17,419322,469
39,0.7695,0.02471,"[64, 256]",16.0,True,True,0.00058,0.01,0.000229,64,leakyrelu,0.27,129526,526
35,0.7599,0.02574,[256],4.0,True,True,0.00028,0.36,0.000174,16,elu,0.36,419322,600
3,0.7585,0.02589,[1024],32.0,True,True,0.00243,0.28,0.000729,16,leakyrelu,0.36,1691526,144
20,0.7342,0.0285,"[64, 512, 128]",16.0,True,False,0.00011,0.27,0.000285,16,relu,0.22,209110,600
100,0.7341,0.02851,"[64, 128, 1024]",32.0,True,True,0.00332,0.17,0.000468,32,relu,0.18,283846,175
1,0.7046,0.03167,"[64, 128]",,True,False,0.00017,0.12,0.000366,32,leakyrelu,0.59,116646,600
41,0.6818,0.03412,"[1024, 256, 64]",4.0,False,True,0.00187,0.29,0.000462,32,relu,0.16,3868662,112
88,0.6787,0.03445,"[64, 128, 256]",4.0,True,True,0.0024,0.19,0.000471,32,relu,0.17,151354,479
4,0.6443,0.03813,[1024],64.0,False,True,0.00015,0.01,0.000636,64,elu,0.28,3440846,353
47,-0.1164,0.11969,"[256, 256, 1024]",4.0,True,False,0.00176,0.31,0.000728,32,relu,0.19,750834,600
71,-0.1352,0.1217,"[64, 128, 128]",64.0,True,True,0.00321,0.22,0.000879,32,relu,0.17,142054,176
48,-0.1566,0.124,"[256, 256]",4.0,True,False,0.00291,0.25,0.000658,32,relu,0.15,484594,257
68,-0.1579,0.12414,"[512, 64, 1024, 128]",4.0,True,False,0.00213,0.25,0.000567,32,relu,0.13,1061810,320
46,-0.1599,0.12435,"[256, 256]",4.0,True,False,0.00235,0.32,0.000609,32,relu,0.13,484594,276
50,-0.1626,0.12464,"[256, 256]",4.0,True,True,0.00224,0.34,0.000534,32,relu,0.1,485626,416
98,-0.1656,0.12496,"[512, 1024, 512]",4.0,True,False,0.0023,0.23,0.00066,32,relu,0.11,1882866,530
8,-0.1691,0.12534,"[64, 64, 512, 1024]",4.0,True,True,0.00328,0.25,0.000795,32,leakyrelu,0.12,678266,458
10,-0.2062,0.12932,"[128, 64, 1024]",8.0,True,True,0.00012,0.21,0.000541,64,elu,0.32,296782,600
